premise	hypothesis	label	output	verbalized
ሆኖም ባለፉት ሦስት ዓመታት መሆን ያለበትን ሆኗል እና ማደረግ ያለበትን አድርጓል ብላለች፣ አሁን ግን ያለ ምንም የቀደመ ንቀቷ በኀዘን ተናገረች።	ባለፉት ሶስት አመታት ብዙ ወንዶችን መግደሉን አልወደደችም።	neutral	false	contradiction
ሆኖም ባለፉት ሦስት ዓመታት መሆን ያለበትን ሆኗል እና ማደረግ ያለበትን አድርጓል ብላለች፣ አሁን ግን ያለ ምንም የቀደመ ንቀቷ በኀዘን ተናገረች።	ስለ ጀብዱዎቹና ስለ ማንነቱ በደስታ ትናገራለች።	contradiction	true	entailment
ሆኖም ባለፉት ሦስት ዓመታት መሆን ያለበትን ሆኗል እና ማደረግ ያለበትን አድርጓል ብላለች፣ አሁን ግን ያለ ምንም የቀደመ ንቀቷ በኀዘን ተናገረች።	አሳዛኝ በሆነ ድምፅ ተናገረች።	entailment	true	entailment
ይህ የአንተ ዓይነት ሰዎች ፋሽን በኋላ እንደሆነ እገምታለሁ።	የናንተ ዓይነት ሰዎች የሚያደርጉት ይህን ነው ብዬ አስባለው።	entailment	true	entailment
ይህ የአንተ ዓይነት ሰዎች ፋሽን በኋላ እንደሆነ እገምታለሁ።	ስለ እናንተ ዓይነት እና ስለ ባህላቸው አንብቤያለሁ።	neutral	true	entailment
ይህ የአንተ ዓይነት ሰዎች ፋሽን በኋላ እንደሆነ እገምታለሁ።	ይህ በእናንተ ዓይነት ሰዎች ዘንድ የተለመደ እንዳልሆነ አድርጌ ወስጄዋለው።	contradiction	true	entailment
መኮሳተሩ ሽፋሽፈቷን አጨማደደው፡፡	በፊቷ ላይ ግዙፍ ፈገግታ ተሰራጭቷል።	contradiction	true	entailment
መኮሳተሩ ሽፋሽፈቷን አጨማደደው፡፡	በሆዷ ውስጥ የሚያቅለሸልሽ ስሜት ተሰማት።	neutral	true	entailment
መኮሳተሩ ሽፋሽፈቷን አጨማደደው፡፡	በፊቷ ላይ ቁጭት ነበር።	entailment	true	entailment
እሷም በብርሃን ዓይኖቿ እያስተዋለችው ነበር፤ ነገር ግን በኀዘን የተዋጠውን ፊቱን ባየች ጊዜ እና ፊቱ ላይ ጠባሳ የፈጠረውን ጥልቅ ቁጭት ስትመለከት የራሷ አገላለጽ ተለወጠ።	ፊቱን ካየች በኋላ አገላለጿ ተቀየረ።	entailment	true	entailment
እሷም በብርሃን ዓይኖቿ እያስተዋለችው ነበር፤ ነገር ግን በኀዘን የተዋጠውን ፊቱን ባየች ጊዜ እና ፊቱ ላይ ጠባሳ የፈጠረውን ጥልቅ ቁጭት ስትመለከት የራሷ አገላለጽ ተለወጠ።	በፊቱ ላይ ያለውን ጭንቀት ስትመለከት ፊቷ ብሩህ ሆነ።	contradiction	true	entailment
እሷም በብርሃን ዓይኖቿ እያስተዋለችው ነበር፤ ነገር ግን በኀዘን የተዋጠውን ፊቱን ባየች ጊዜ እና ፊቱ ላይ ጠባሳ የፈጠረውን ጥልቅ ቁጭት ስትመለከት የራሷ አገላለጽ ተለወጠ።	በእሷ ላይ ተቈጥቶ እንደሆነ አላወቀችም፡፡	neutral	true	entailment
በዝግታ እየተራመደ በተመሸገው ግድግዳ ጥግ ጥግ ሄዶ በታላቁ መግቢያ አልፎ ወደ ግቢው ገባ።	ታላላቆቹ መግቢያዎች ተቆልፈው ስለነበር በአጥሩ ላይ ዘሎ ወደ ቅጥር ግቢው ገባ።	contradiction	true	entailment
በዝግታ እየተራመደ በተመሸገው ግድግዳ ጥግ ጥግ ሄዶ በታላቁ መግቢያ አልፎ ወደ ግቢው ገባ።	ታላቁ መግቢያዎች የግቢው ብቸኛ መግቢያ ነበሩ።	neutral	true	entailment
በዝግታ እየተራመደ በተመሸገው ግድግዳ ጥግ ጥግ ሄዶ በታላቁ መግቢያ አልፎ ወደ ግቢው ገባ።	ወደ ግቢው የሚያደርሱ ትላልቅ መግቢያዎች ነበሩ።	entailment	true	entailment
ወደ መሰቀያ ስፍራ ታደርሰዋልህ፣ ምንም ጥርጥር የለውም፣ በንቀት ተናግሯል።	አንድ ሰው በእንጨት ላይ እንደሚሰቀል አስቦ ነበር።	entailment	true	entailment
ወደ መሰቀያ ስፍራ ታደርሰዋልህ፣ ምንም ጥርጥር የለውም፣ በንቀት ተናግሯል።	ሌባውን የያዘዉ የፖሊስ መኮንን እሱ ነበር።	neutral	true	entailment
ወደ መሰቀያ ስፍራ ታደርሰዋልህ፣ ምንም ጥርጥር የለውም፣ በንቀት ተናግሯል።	ከእስር ለመዳን ከአገር የሚያመልጥበትን መንገድ በሹክሹክታ ተናገረ።	contradiction	true	entailment
በታማኝነት እንዴት ላስራቸው እችል ነበር? በድርድር ላይ ነበር።	እነሱን በቍጥጥር ሥር ወደማዋል እራሴን ማምጣት አልቻልኩም፡፡	entailment	true	entailment
በታማኝነት እንዴት ላስራቸው እችል ነበር? በድርድር ላይ ነበር።	ባየኋቸው ቅጽበት በቍጥጥር ሥር አውላቸዋለሁ።	contradiction	true	entailment
በታማኝነት እንዴት ላስራቸው እችል ነበር? በድርድር ላይ ነበር።	አዘግይቻቸው ቢሆን ኖሮ ራሴን ይቅር አልልም ነበር።	neutral	true.	entailment
ባለፈው ዓመት እሱን እያሳደድኩት ነው።	እሱ ሳያውቅ ለአንድ ዓመት ያህል በቅርበት እከታተለው ነበር።	neutral	true	entailment
ባለፈው ዓመት እሱን እያሳደድኩት ነው።	ለአንድ ሳምንት የሚጠጋ ያህል ብቻ ነው የተከታተልኩት።	contradiction	true	entailment
ባለፈው ዓመት እሱን እያሳደድኩት ነው።	ባለፈው ዓመት ውስጥ እሱን እየተከታተልኩ ነበር፡፡	entailment	true	entailment
ሙዚየሙ በካታሎጎች ወይም በመለያዎች ላይ ጠንካራ አይደለም።	ሙዚየሙ መሰየሙን አይወድም።	neutral	true	entailment
ሙዚየሙ በካታሎጎች ወይም በመለያዎች ላይ ጠንካራ አይደለም።	ሙዚየሙ የብሮሸሮች አድናቂ አይደለም።	entailment	false. ሙዚየሙ የብሮሸሮች አድናቂ ነው።	contradiction
ሙዚየሙ በካታሎጎች ወይም በመለያዎች ላይ ጠንካራ አይደለም።	የሙዚየሙ ጠንካራ ነጥብ ካታሎጎቹ ናቸው።	contradiction	true	entailment
እነዚህ ክፍት አየር ገበያዎች እራሱ በቤጂንግ ውስጥ ለመግዛት በጣም የሚስቡ ቦታዎች ናቸው።	ቤጂንግ በጣም የሚስቡ ሱቆችን ያካተቱ ክፍት-አየር ገበያዎች አሏት።	entailment	true	entailment
እነዚህ ክፍት አየር ገበያዎች እራሱ በቤጂንግ ውስጥ ለመግዛት በጣም የሚስቡ ቦታዎች ናቸው።	በቤጂንግ ያሉት ክፍት አየር ገበያዎች በዓለም ላይ በጣም የሚስቡ ናቸው።	neutral	true	entailment
እነዚህ ክፍት አየር ገበያዎች እራሱ በቤጂንግ ውስጥ ለመግዛት በጣም የሚስቡ ቦታዎች ናቸው።	የቤጂንግ ጥብቅ ህጎች በከተማው ገደብ ውስጥ ክፍት የአየር ገበያዎችን ይከለክላሉ።	contradiction	true	entailment
በሰሜን ምዕራብ ጠረፍ ላይ ያለው ትልቁ የባሕር ወሽመጥ ጥሩ ወደብ ያደርገዋል፣ ግን ውኃውም ሆነ የባሕር ዳርቻው ቆሻሻ ሊሆኑ ይችላሉ፡፡	ውኃው እና የባሕር ዳርቻው ሁል ጊዜ ንጹሕ ናቸው፡፡	contradiction	true	entailment
በሰሜን ምዕራብ ጠረፍ ላይ ያለው ትልቁ የባሕር ወሽመጥ ጥሩ ወደብ ያደርገዋል፣ ግን ውኃውም ሆነ የባሕር ዳርቻው ቆሻሻ ሊሆኑ ይችላሉ፡፡	ውኃው እና የባሕር ዳርቻው ቆሻሻ ሊሆኑ ይችላሉ።	entailment	true	entailment
በሰሜን ምዕራብ ጠረፍ ላይ ያለው ትልቁ የባሕር ወሽመጥ ጥሩ ወደብ ያደርገዋል፣ ግን ውኃውም ሆነ የባሕር ዳርቻው ቆሻሻ ሊሆኑ ይችላሉ፡፡	ውሃው ከብክለት የተነሳ ቆሻሻ ነው።	neutral	true	entailment
እነዚያ ሰማይ ጠቀስ ፎቆች ባንኮች ሲሆኑ የቆሙበት ጎዳና ሚላ ደ ኦሮ ወይም ወርቃማ ማይል የሚል ቅጽል ስም ተሰጥቶታል።	በወርቃማው ማይል ላይ ከሚገኙት ሰማይ ጠቀስ ሕንጻዎች መካከል አንዳቸውም ባንኮች አይደሉም።	contradiction	true	entailment
እነዚያ ሰማይ ጠቀስ ፎቆች ባንኮች ሲሆኑ የቆሙበት ጎዳና ሚላ ደ ኦሮ ወይም ወርቃማ ማይል የሚል ቅጽል ስም ተሰጥቶታል።	በወርቃማው ማይል ላይ ያሉት ሰማይ ጠቀስ ሕንጻዎች ባንኮች ናቸው።	entailment	true	entailment
እነዚያ ሰማይ ጠቀስ ፎቆች ባንኮች ሲሆኑ የቆሙበት ጎዳና ሚላ ደ ኦሮ ወይም ወርቃማ ማይል የሚል ቅጽል ስም ተሰጥቶታል።	በወርቃማው ማይል ላይ ያሉ ሰማይ ጠቀስ ሕንጻዎች ባንኮችን ጨምሮ የተለያዩ የንግድ ዓይነቶች ናቸው፡፡	neutral	true	entailment
በሁለተኛው የዓለም ጦርነት የተካፈሉት የብሪታንያ ኮመንዌልዝ የአየር ማሰልጠኛ እቅድ ነበር፤ ይህ እቅድ አውሮፕላን አብራሪዎችን ለጦርነት ለማዘጋጀት ካናዳ ውስጥ ያለውን ደህንነቱ የተጠበቀ አየር ይጠቀም ነበር።	ካናዳ የበለጠ አስተማማኝ ሰማይ ነበራት።	entailment	true	entailment
በሁለተኛው የዓለም ጦርነት የተካፈሉት የብሪታንያ ኮመንዌልዝ የአየር ማሰልጠኛ እቅድ ነበር፤ ይህ እቅድ አውሮፕላን አብራሪዎችን ለጦርነት ለማዘጋጀት ካናዳ ውስጥ ያለውን ደህንነቱ የተጠበቀ አየር ይጠቀም ነበር።	የካናዳ ሰማይ ከሚሳኤሎች ነጻ ነበር።	neutral	true	entailment
በሁለተኛው የዓለም ጦርነት የተካፈሉት የብሪታንያ ኮመንዌልዝ የአየር ማሰልጠኛ እቅድ ነበር፤ ይህ እቅድ አውሮፕላን አብራሪዎችን ለጦርነት ለማዘጋጀት ካናዳ ውስጥ ያለውን ደህንነቱ የተጠበቀ አየር ይጠቀም ነበር።	የካናዳ ሰማይ ይበልጥ አደገኛ ነበር፡፡	contradiction	true	entailment
እናም ቈንጆ የባሕር ዳርቻቸው ከእንግዲህ የእነሱ ብቻ አለመሆኑን ቢያውቁም መቻቻል እና አጋዥ ሆነው ይቆያሉ፡፡	የባህር ዳርቻውን መጋራት ስላለባቸው አሁን ለሁሉም ሰው መራራ እና ቅር የሚያሰኙ ናቸው፡፡	contradiction	true	entailment
እናም ቈንጆ የባሕር ዳርቻቸው ከእንግዲህ የእነሱ ብቻ አለመሆኑን ቢያውቁም መቻቻል እና አጋዥ ሆነው ይቆያሉ፡፡	አሁን የባህር ዳርቻውን ከሌሎች ሰዎች ጋር መጋራት አለባቸው.	entailment	true	entailment
እናም ቈንጆ የባሕር ዳርቻቸው ከእንግዲህ የእነሱ ብቻ አለመሆኑን ቢያውቁም መቻቻል እና አጋዥ ሆነው ይቆያሉ፡፡	ቀደም ሲል የአምስት መቶ ማይል የባህር ዳርቻ ግንባር ነበራቸው።	neutral	true	entailment
ኩብላይ ካን የራሱን ሃብት በ 1279 በቤጂንግ ቤይሃይ ሐይቅ ዳርቻ ላይ አቋቋመ፣ አንዳንድ የንጉሠ ነገሥቱ ሀብቶች ዛሬም ድረስ ለእይታ ይቀርባሉ፡፡	ኩብላይ ካን በታይዋን ሃብት አቋቋመ።	contradiction	true	entailment
ኩብላይ ካን የራሱን ሃብት በ 1279 በቤጂንግ ቤይሃይ ሐይቅ ዳርቻ ላይ አቋቋመ፣ አንዳንድ የንጉሠ ነገሥቱ ሀብቶች ዛሬም ድረስ ለእይታ ይቀርባሉ፡፡	ኩብላይ ካን በቤጂንግ ውስጥ ትልቅ ሀብት አለው።	entailment	true	entailment
ኩብላይ ካን የራሱን ሃብት በ 1279 በቤጂንግ ቤይሃይ ሐይቅ ዳርቻ ላይ አቋቋመ፣ አንዳንድ የንጉሠ ነገሥቱ ሀብቶች ዛሬም ድረስ ለእይታ ይቀርባሉ፡፡	ኩብላይ ካን በጣም የተከበረ ሰው ነበር።	neutral	true	entailment
ከአንግሎ ማህበረሰብ ጋር በቀላሉ መቀላቀል የፕሮቴስታንት ትምህርት ቤቶች ብቻ ልጆቻቸውን ተቀበሉ የምሥራቅ አውሮፓ አይሁዶች ወደ ሀብታም ዌስትማውንት ተመርቀዋል ወይም እንደገና ወደ ቶሮንቶ ተሰደዋል፡፡	የምስራቅ አውሮፓ አይሁዶች ከሁሉም ሰው ጋር በደንብ ይዋሃዳሉ፡፡	contradiction	true	entailment
ከአንግሎ ማህበረሰብ ጋር በቀላሉ መቀላቀል የፕሮቴስታንት ትምህርት ቤቶች ብቻ ልጆቻቸውን ተቀበሉ የምሥራቅ አውሮፓ አይሁዶች ወደ ሀብታም ዌስትማውንት ተመርቀዋል ወይም እንደገና ወደ ቶሮንቶ ተሰደዋል፡፡	አይሁዶች በቀሪው የህብረተሰብ ክፍል አይፈለጉም።	neutral	true	entailment
ከአንግሎ ማህበረሰብ ጋር በቀላሉ መቀላቀል የፕሮቴስታንት ትምህርት ቤቶች ብቻ ልጆቻቸውን ተቀበሉ የምሥራቅ አውሮፓ አይሁዶች ወደ ሀብታም ዌስትማውንት ተመርቀዋል ወይም እንደገና ወደ ቶሮንቶ ተሰደዋል፡፡	አይሁዶች ከአንግሎ ማህበረሰብ ጋር በቀላሉ ተቀላቅለዋል።	entailment	true	entailment
የሚቻል ከሆነ ከሴራው ጋር አስቀድመው ይተዋወቁ።	አስቀድመው ወደ ሴራው ውስጥ አይግቡ; በኋላ ደስታን ያበላሻል፡፡	contradiction	false	contradiction
የሚቻል ከሆነ ከሴራው ጋር አስቀድመው ይተዋወቁ።	ከቻልክ ሴራውን አስቀድመህ ለመረዳት ሞክር።	entailment	true	entailment
የሚቻል ከሆነ ከሴራው ጋር አስቀድመው ይተዋወቁ።	የመጽሐፉን ሴራ ከተረዱት ትምህርቱ ቀላል ይሆንላችኋል።	neutral	true	entailment
ከመሬት በታች 27 ሜትር( 88 ጫማ) ጥልቀት ያላቸው የመቃብር ዋልታዎች ከዕብነ በረድ የተሠሩ ሲሆን 1,200 ካሬ ሜትር( 13,000 ካሬ ጫማ) ይሸፍናል፡፡	ከ20 ሜትር በላይ መሬት ውስጥ ተቀብሮ ይገኛል።	entailment	true	entailment
ከመሬት በታች 27 ሜትር( 88 ጫማ) ጥልቀት ያላቸው የመቃብር ዋልታዎች ከዕብነ በረድ የተሠሩ ሲሆን 1,200 ካሬ ሜትር( 13,000 ካሬ ጫማ) ይሸፍናል፡፡	እሱ አስፈላጊ የህዝብ ሰው ነበር።	neutral	true	entailment
ከመሬት በታች 27 ሜትር( 88 ጫማ) ጥልቀት ያላቸው የመቃብር ዋልታዎች ከዕብነ በረድ የተሠሩ ሲሆን 1,200 ካሬ ሜትር( 13,000 ካሬ ጫማ) ይሸፍናል፡፡	የእሱ የመቃብር ዋሻ ከእንጨት የተሠሩ ናቸው፡፡	contradiction	true	entailment
ሁሉም ተንቀሳቃሽ ንብረቶች ከዝንጀሮዎቹ እንዲደበቁ ያስታውሱ።	ንብረቶቻችሁን ከዝንጀሮዎቹ ደብቁ።	entailment	true	entailment
ሁሉም ተንቀሳቃሽ ንብረቶች ከዝንጀሮዎቹ እንዲደበቁ ያስታውሱ።	ዝንጀሮዎቹ በብዙ ነገሮች ላይ ከፍተኛ ፍላጐት አላቸው፣ ንብረታችሁን ጨምሮ።	neutral	false	contradiction
ሁሉም ተንቀሳቃሽ ንብረቶች ከዝንጀሮዎቹ እንዲደበቁ ያስታውሱ።	ንብረቶቻችሁን ከዝንጀሮዎች መደበቅ አያስፈልግም፡፡	contradiction	true	entailment
የእስቴ ቤተ መንግሥት ከመገንባቱ ከተወሰኑ 1,400 ዓመታት በፊት ሚልሬውእራሱ የአንድ የታዋቂ ሰው ትልቅ ቤት ነበር።	ሚልሬው ከማንኛውም ነገር 10 ማይል ርቆ ነበር።	neutral	true	entailment
የእስቴ ቤተ መንግሥት ከመገንባቱ ከተወሰኑ 1,400 ዓመታት በፊት ሚልሬውእራሱ የአንድ የታዋቂ ሰው ትልቅ ቤት ነበር።	ሚልሬው ከሀገር ውስጥ ውጪ ነበር፡፡	entailment	true	entailment
የእስቴ ቤተ መንግሥት ከመገንባቱ ከተወሰኑ 1,400 ዓመታት በፊት ሚልሬውእራሱ የአንድ የታዋቂ ሰው ትልቅ ቤት ነበር።	ሚልሬው በከተማዋ እምብርት ውስጥ ነበር።	contradiction	true	entailment
የባህር ሙቀት በ18e እና 24e ሴ (64-75e ፋ) መካከል ይቀያየራል።	የባህር ሙቀት ሁልጊዜ ይለዋወጣል, ነገር ግን የማቀዝቀዣ አየር ንበረት በታች አይሄዱም፡፡	entailment	true	entailment
የባህር ሙቀት በ18e እና 24e ሴ (64-75e ፋ) መካከል ይቀያየራል።	የባህር አየር ሁኔታ ሁል ጊዜ ዓመቱን ሙሉ በአንድ ቋሚ ቦታ ላይ ነው።	contradiction	true	entailment
የባህር ሙቀት በ18e እና 24e ሴ (64-75e ፋ) መካከል ይቀያየራል።	የባህር አየር ሁኔታ ቀን ላይ ከፍ ያለ ነው፣ ሞቃታማ በሚሆንበት ጊዜ፡፡	neutral	true	entailment
የኪናባሉ ብሔራዊ ፓርክ በግዛቱ ከሚገኙ ስድስት የተጠበቊ ክልሎች አንዱ ነው፡፡	የኪናባሉ ብሔራዊ ፓርክ አሥር ዝሆኖች እና ስድስት አውራሪሶች አሉት።	neutral	true	entailment
የኪናባሉ ብሔራዊ ፓርክ በግዛቱ ከሚገኙ ስድስት የተጠበቊ ክልሎች አንዱ ነው፡፡	ግዛቱ የኪናባሉ ብሔራዊ ፓርክን ጨምሮ የተጠበቊ ክልሎች አሉት፡፡	entailment	true	entailment
የኪናባሉ ብሔራዊ ፓርክ በግዛቱ ከሚገኙ ስድስት የተጠበቊ ክልሎች አንዱ ነው፡፡	በግዛቱ ውስጥ በአጠቃላይ ሦስት የተጠበቁ ክልሎች አሉ፡፡	contradiction	false	contradiction
የወቅቱን ፎቶግራፎች እና ቅርሶች ጨምሮ የአን ታሪክ እና የአምስተርዳም ወረራ ቪዲዮዎችን ያያሉ።	ፎቶግራፎችን አታዩም።	contradiction	true	entailment
የወቅቱን ፎቶግራፎች እና ቅርሶች ጨምሮ የአን ታሪክ እና የአምስተርዳም ወረራ ቪዲዮዎችን ያያሉ።	ፎቶግራፎችን ታያለህ።	entailment	true	entailment
የወቅቱን ፎቶግራፎች እና ቅርሶች ጨምሮ የአን ታሪክ እና የአምስተርዳም ወረራ ቪዲዮዎችን ያያሉ።	የተወሰኑ የመጀመሪያዎቹን ፎቶግራፎች ታያላችሁ።	neutral	true	entailment
ትሬዠር የባህር ዳርቻ ለመናገር ብቸኛው የመዝናኛ ቦታ ነው፣ በሦስት አሸዋማ የባሕር ወሽመጦች ላይ የተዘረጉ በጣት የሚቆጠሩ ሆቴሎች ያሉት ብቸኛው የመዝናኛ ስፍራ ነው፡፡	ትሬዘር የባህር ዳርቻን ለሚጎበኙ ሰዎች ብዙ የሆቴል አማራጮች የሉም።	entailment	true	entailment
ትሬዠር የባህር ዳርቻ ለመናገር ብቸኛው የመዝናኛ ቦታ ነው፣ በሦስት አሸዋማ የባሕር ወሽመጦች ላይ የተዘረጉ በጣት የሚቆጠሩ ሆቴሎች ያሉት ብቸኛው የመዝናኛ ስፍራ ነው፡፡	ትሬዠር የባህር ዳርቻን ለሚጎበኙ ቱሪስቶች አንድ ባለ አራት ኮከብ ሆቴል ይገኛል።	neutral	true	entailment
ትሬዠር የባህር ዳርቻ ለመናገር ብቸኛው የመዝናኛ ቦታ ነው፣ በሦስት አሸዋማ የባሕር ወሽመጦች ላይ የተዘረጉ በጣት የሚቆጠሩ ሆቴሎች ያሉት ብቸኛው የመዝናኛ ስፍራ ነው፡፡	ትሬዠር የባህር ዳርቻ በአካባቢው ካሉ በርካታ የመዝናኛ ቦታዎች አንዱ ነው፡፡	contradiction	true	entailment
የበጋ ወቅት ሞቅ ያለ( ግን ሞቃት ያልሆነ) የአየር ሁኔታ እና ሞቃታማ የባሕር ሙቀትን ያመጣል፣ ይህም ለመጥለቅ፣ ለመስጠም እና ለሌሎች የውኃ ስፖርቶች ተስማሚ ያደርገዋል፡፡	በበጋ ወቅት ሁል ጊዜ 100 ዲግሪ ወይም ከዚያ በላይ ሞቃት ነው፡፡	contradiction	true	entailment
የበጋ ወቅት ሞቅ ያለ( ግን ሞቃት ያልሆነ) የአየር ሁኔታ እና ሞቃታማ የባሕር ሙቀትን ያመጣል፣ ይህም ለመጥለቅ፣ ለመስጠም እና ለሌሎች የውኃ ስፖርቶች ተስማሚ ያደርገዋል፡፡	አብዛኛውን ጊዜ በበጋ 75 ነው።	neutral	true	entailment
የበጋ ወቅት ሞቅ ያለ( ግን ሞቃት ያልሆነ) የአየር ሁኔታ እና ሞቃታማ የባሕር ሙቀትን ያመጣል፣ ይህም ለመጥለቅ፣ ለመስጠም እና ለሌሎች የውኃ ስፖርቶች ተስማሚ ያደርገዋል፡፡	በበጋ ወቅት ሞቃት አየር ንብረት ነው።	entailment	true	entailment
ከኩሬዎቹ መካከል ጎብኚዎች ከኤሊ ጭንቅላት ላይ ለማንጠር በማሰብ ሳንቲሞች የሚወረውሩበት አንዱ ሲሆን ይህም ጥሩ ዕድል ለማግኘት የሚያስችል አስተማማኝ መንገድ ነው።	ሰዎች በጭራሽ ገንዘብ ወደውስጥ አይወረውሩም ምክንያቱም መጥፎ እድል ነው፡፡	contradiction	true	entailment
ከኩሬዎቹ መካከል ጎብኚዎች ከኤሊ ጭንቅላት ላይ ለማንጠር በማሰብ ሳንቲሞች የሚወረውሩበት አንዱ ሲሆን ይህም ጥሩ ዕድል ለማግኘት የሚያስችል አስተማማኝ መንገድ ነው።	ሰዎች ሳንቲሞችን ወደውስጥ ይወረውራሉ ምንም እንኳን ምልክቱ እንዳያደርግ ቢናገርም።	neutral	true	entailment
ከኩሬዎቹ መካከል ጎብኚዎች ከኤሊ ጭንቅላት ላይ ለማንጠር በማሰብ ሳንቲሞች የሚወረውሩበት አንዱ ሲሆን ይህም ጥሩ ዕድል ለማግኘት የሚያስችል አስተማማኝ መንገድ ነው።	ሰዎች ሳንቲሞችን ወደውኃ ውስጥ ይወረውራሉ።	entailment	true	entailment
የናፍፕሊዮ የወደብ ከተማ አካባቢውን ለመጎብኘት ትክክለኛውን መሰረት ያደረገ ነው, ወይም በጉብኝትዎ ላይ ምሳ ለመመገብ የሚያስችል ቦታ ሊሆን ይችላል::	ናፍፒሊዮ ጥሩ አመለካከት አለው ።	neutral	true	entailment
የናፍፕሊዮ የወደብ ከተማ አካባቢውን ለመጎብኘት ትክክለኛውን መሰረት ያደረገ ነው, ወይም በጉብኝትዎ ላይ ምሳ ለመመገብ የሚያስችል ቦታ ሊሆን ይችላል::	ናፍሊዮ መጥፎ መሠረት ነው።	contradiction	true	entailment
የናፍፕሊዮ የወደብ ከተማ አካባቢውን ለመጎብኘት ትክክለኛውን መሰረት ያደረገ ነው, ወይም በጉብኝትዎ ላይ ምሳ ለመመገብ የሚያስችል ቦታ ሊሆን ይችላል::	ናፍሊዮ ፍጹም መሠረት ነው።	entailment	true	entailment
በፕሪንስንግራክት ኦቶ ፍራንክ እና ቤተሰቡ ከመገኘታቸው በፊት ከሁለት ዓመት በላይ በንግድ ቤታቸው ሰገነት ውስጥ ተደብቀዋል።	ኦቶ ፍራንክ በሁለተኛው ቀን ተያዘ	contradiction	true	entailment
በፕሪንስንግራክት ኦቶ ፍራንክ እና ቤተሰቡ ከመገኘታቸው በፊት ከሁለት ዓመት በላይ በንግድ ቤታቸው ሰገነት ውስጥ ተደብቀዋል።	ኦቶ ፍራንክ ከ 25 ወራት በላይ ተደብቆ ነበር	entailment	true	entailment
በፕሪንስንግራክት ኦቶ ፍራንክ እና ቤተሰቡ ከመገኘታቸው በፊት ከሁለት ዓመት በላይ በንግድ ቤታቸው ሰገነት ውስጥ ተደብቀዋል።	ኦቶ ፍራንክ ናዚወች እስከሚያገኙት ድረስ ተደብቆ ነበር	neutral	true	entailment
ብዙ የክልል እና የአካባቢ መንግስታት ተጨማሪ የቁጥጥር መስፈርቶች አሏቸው	የአካባቢ አስተዳደርሮች የራሳቸውን ህግ ማውጣት ይችላሉ	neutral	true	entailment
ብዙ የክልል እና የአካባቢ መንግስታት ተጨማሪ የቁጥጥር መስፈርቶች አሏቸው	የአካባቢ አስተዳደርሮች ምንም ቅድመ ሁኔታ የላቸውም	contradiction	true	entailment
ብዙ የክልል እና የአካባቢ መንግስታት ተጨማሪ የቁጥጥር መስፈርቶች አሏቸው	በአካባቢ አስተዳደሩ ተጨማሪ የቁጥጥር መስፈርት ጉዳዮች አሉ	entailment	true	entailment
የመረጃ ደህንነት ቡድኑ በወር ከ 8  እስከ 12 ክፍለ ጊዜዎችን ያካሂዳል	የደህንነት ቡድኑ በወር በ አማካኝ 9 ክፍለ ጊዜዎችን ያካሂዳል	neutral	true	entailment
የመረጃ ደህንነት ቡድኑ በወር ከ 8  እስከ 12 ክፍለ ጊዜዎችን ያካሂዳል	የደህንነት ቡድኑ ለወር በየቀኑ ክፍለ ጊዜዎችን ያካሂዳል	contradiction	true	entailment
የመረጃ ደህንነት ቡድኑ በወር ከ 8  እስከ 12 ክፍለ ጊዜዎችን ያካሂዳል	የደህንነት ቡድኑ በ አመት ብዙ ክፍለ ጊዜዎችን ያካሂዳል	entailment	true	entailment
ሆኖም የመጀመሪያ ደረጃ ምህንድስና ቀደም ብሎ ተከናውኗል	ምህንድስና የመጀመሪያ ህፍለ ጊዜ ነበረው	entailment	true	entailment
ሆኖም የመጀመሪያ ደረጃ ምህንድስና ቀደም ብሎ ተከናውኗል	ምህንድስና የተከናወነው በመጨረሻው ጊዜ ላይ ብቻ ነው	contradiction	true	entailment
ሆኖም የመጀመሪያ ደረጃ ምህንድስና ቀደም ብሎ ተከናውኗል	ያለ ምንም ቅድመ ሁኔታ በስተመጨረስሻ ምህንድስና ሊወድቅ ይችላል	neutral	true	entailment
ስለዚህ የመንግስት ውሳኔ ሰጪዎች እና አስተዳዳሪዎች አዳዲስ የአስተሳሰብ መንገዶችን እየተከተሉ፣ የተለያዩ ግቦችን ማሳካት የሚቻልባቸውን መንገዶች በማጤን እና ውሳኔዎችን ለመምራት አዲስ መረጃን እየተጠቀሙ ነው	የመንግስት ተወካዮች አካሄዳቸውን እየቀየሩ ነው	entailment	true	entailment
ስለዚህ የመንግስት ውሳኔ ሰጪዎች እና አስተዳዳሪዎች አዳዲስ የአስተሳሰብ መንገዶችን እየተከተሉ፣ የተለያዩ ግቦችን ማሳካት የሚቻልባቸውን መንገዶች በማጤን እና ውሳኔዎችን ለመምራት አዲስ መረጃን እየተጠቀሙ ነው	የመንግስት ተወካዮች ለየት ባለ መንገድ በማሰብ ስልጣናቸውን ለመጨመር እየሞከሩ ነው	neutral	true	entailment
ስለዚህ የመንግስት ውሳኔ ሰጪዎች እና አስተዳዳሪዎች አዳዲስ የአስተሳሰብ መንገዶችን እየተከተሉ፣ የተለያዩ ግቦችን ማሳካት የሚቻልባቸውን መንገዶች በማጤን እና ውሳኔዎችን ለመምራት አዲስ መረጃን እየተጠቀሙ ነው	የመንግስት ተወካዮች አኗኗራቸውን መለወጥ አይፈልጉም	contradiction	true	entailment
