premise	hypothesis	label	output	verbalized
If we keep our prices low, we need to come to you, our audience members, to ask for a small contribution in order to help us meet this mission.	Your contributions help us keep prices low.	entailment	true	entailment
00 helped make it possible for us to provide guidance, encouragement and fun to nearly 400 Indianapolis area children.	Thanks to our generous donations, we were able to invite Beyonce to throw a concert for the Indianapolis orphans.	neutral	false. the statement about beyonce throwing a concert for the indianapolis orphans is not mentioned in the provided text. the donations helped provide guidance, encouragement, and fun for the children, but there is no mention of beyonce or a concert.	contradiction
00 helped make it possible for us to provide guidance, encouragement and fun to nearly 400 Indianapolis area children.	We had hoped to throw a Christmas party to the children, but we've never been able to do anything for them.	contradiction	false. the statement mentions that they have provided guidance, encouragement, and fun to the children, so they have done something for them before.	contradiction
00 helped make it possible for us to provide guidance, encouragement and fun to nearly 400 Indianapolis area children.	We were able to help many Indianapolis children.	entailment	true	entailment
Initially, individuals can take part by making an annual unrestricted gift of $1,000 or more for Chancellor's Circle, or of $500 or more for Chancellors Associates.	Individuals can participate after making a small $50 donation.	contradiction	false. individuals can participate after making a $1,000 donation for chancellor's circle or a $500 donation for chancellors associates.	contradiction
Initially, individuals can take part by making an annual unrestricted gift of $1,000 or more for Chancellor's Circle, or of $500 or more for Chancellors Associates.	Individuals can participate if they make a large enough donation.	entailment	true	entailment
Initially, individuals can take part by making an annual unrestricted gift of $1,000 or more for Chancellor's Circle, or of $500 or more for Chancellors Associates.	Most of the individuals prefer to donate to Chancellors Associates.	neutral	false. most individuals prefer to donate to chancellor's circle as it requires a higher donation amount of $1,000 or more.	contradiction
Your gift at this time may provide you with additional year-end tax benefits.	If you make a gift of at least $1,000, you'll be able to receive tax benefits for sure.	neutral	true	entailment
Your gift at this time may provide you with additional year-end tax benefits.	Unfortunately, our tax advisors would advise you not to make any gifts.	contradiction	false.	contradiction
Your gift at this time may provide you with additional year-end tax benefits.	You might be able to take tax deductions on your donations.	entailment	true	entailment
As you know, the membership of this group includes those friends and alumni who contribute $1,000 or more annually to the law school.	Some of this group's members have donated over $100k to the school.	neutral	true.	entailment
As you know, the membership of this group includes those friends and alumni who contribute $1,000 or more annually to the law school.	We have people in this group who have contributed over $1,000 to the law school.	entailment	true	entailment
As you know, the membership of this group includes those friends and alumni who contribute $1,000 or more annually to the law school.	We plan to ask this group to make monetary contributions to the school, but never have before.	contradiction	false. it is stated that the membership of this group already includes those who contribute $1,000 or more annually to the law school, so they are already making monetary contributions.	contradiction
As a child growing up in the 5O's, one of my happiest memories was attending Civic Theatre productions.	I hated going to theater shows as a kid, so that's why I became a scientist.	contradiction	true	entailment
As a child growing up in the 5O's, one of my happiest memories was attending Civic Theatre productions.	I loved going to the theater when I was a kid.	entailment	true	entailment
As a child growing up in the 5O's, one of my happiest memories was attending Civic Theatre productions.	My favorite Civic Theatre production was Beauty and the Beast.	neutral	true	entailment
If each person receiving this letter gives just $18.	Everyone who receives this letter: don't donate your money, it's a scam.	contradiction	true	entailment
If each person receiving this letter gives just $18.	If you donate $18, we will give you a gift.	neutral	true	entailment
If each person receiving this letter gives just $18.	We hope all letter recipients can donate $18.	entailment	neither. the statement is a request, not a statement of fact that can be classified as true or false.	neutral
Simply detach the bottom portion, check the option that applies, make any changes to your address if needed and send it in the enclosed envelope.	Please do not make any changes to your address.	contradiction	true	entailment
Simply detach the bottom portion, check the option that applies, make any changes to your address if needed and send it in the enclosed envelope.	There is a white envelope enclosed, with your address on it.	neutral	true	entailment
Simply detach the bottom portion, check the option that applies, make any changes to your address if needed and send it in the enclosed envelope.	You are free to make changes to your address, if you see fit.	entailment	true	entailment
School of Nursing needs your generous gifts to continue and uphold its educational excellence.	Please donate $100 million to the School of Nursing, or you will lose your commemorative statue.	neutral	false.	contradiction
School of Nursing needs your generous gifts to continue and uphold its educational excellence.	The School of Nursing met all its financial goals, so it does not need any more money.	contradiction	false. the school of nursing may have met its financial goals, but it still needs generous gifts to continue and uphold its educational excellence.	contradiction
School of Nursing needs your generous gifts to continue and uphold its educational excellence.	We hope you will donate to the School of Nursing.	entailment	true	entailment
80% of participants will report increased conflict resolution skills.	More than half the participants will report increased conflict resolution skills.	entailment	true	entailment
80% of participants will report increased conflict resolution skills.	Only a quarter of participants will report increased conflict resolution skills.	contradiction	false	contradiction
80% of participants will report increased conflict resolution skills.	There were over 100 individual participants.	neutral	neither	neutral
Please do not slide on to our lapsed donor list.	It would be a shame if you stopped donating.	entailment	true	entailment
Please do not slide on to our lapsed donor list.	Our lapsed donor list is published for the world to see, so trust me, you don't want to be shamed like that!	neutral	false. lapsed donor lists are typically kept confidential and not published for the world to see.	contradiction
Please do not slide on to our lapsed donor list.	We have too many donors, so please stop donating.	contradiction	false. having too many donors is not a reason to stop donating. every donation is valuable and helps support the organization's mission and programs.	contradiction
Access to our grounds will be opened to anyone with a computer and a modem.	People don't need anything for grounds access.	contradiction	false	contradiction
Access to our grounds will be opened to anyone with a computer and a modem.	People need both a computer and a modem to enter the grounds.	entailment	true	entailment
Access to our grounds will be opened to anyone with a computer and a modem.	People need to carry their computer and modem with them while entering the grounds, in order to have access.	neutral	true	entailment
Ticket sales and subscriptions cannot finance our complete season	As long as we have ticket sales our entire season is financed.	contradiction	false. ticket sales and subscriptions alone cannot finance the complete season.	contradiction
Ticket sales and subscriptions cannot finance our complete season	Our complete season needs more to finance it then just ticket sales and subscriptions.	entailment	true	entailment
Ticket sales and subscriptions cannot finance our complete season	TIcket sales and subscriptions only cover 70% of the financing costs for our complete season.	neutral	true	entailment
NEW ARRIVALS EVERY GIFT MAKES A DIFFERENCE!	Every gift is recorded and announced in our monthly journal.	neutral	true	entailment
NEW ARRIVALS EVERY GIFT MAKES A DIFFERENCE!	Every gift offered counts towards something.	entailment	true	entailment
NEW ARRIVALS EVERY GIFT MAKES A DIFFERENCE!	Only gifts above $100 make a difference.	contradiction	false. every gift, regardless of the amount, makes a difference.	contradiction
We have a long way to go before we reach our goal of $365,000 from friends and subscribers such as yourself.	Our monetary goal exceeds $300,000.	entailment	true	entailment
We have a long way to go before we reach our goal of $365,000 from friends and subscribers such as yourself.	We are actually hoping to triple our monetary goal.	neutral	true	entailment
We have a long way to go before we reach our goal of $365,000 from friends and subscribers such as yourself.	We don't have any benchmarks in regards to money.	contradiction	false.	contradiction
Our Civil Practice Clinic has operated for several years, and we recently added a Criminal Defense Clinic.	Our Civil Practice Clinic has operated for eight years.	neutral	true	entailment
Our Civil Practice Clinic has operated for several years, and we recently added a Criminal Defense Clinic.	Our Civil Practice Clinic is celebrating its first full year in operation next month.	contradiction	false.	contradiction
Our Civil Practice Clinic has operated for several years, and we recently added a Criminal Defense Clinic.	The Civil Practice Clinic has been in operation for more than a year.	entailment	true	entailment
Ticket income doesn't begin to cover the cost of these programs.	It seems that the cost of these programs will not be covered by the ticket income.	entailment	true	entailment
Ticket income doesn't begin to cover the cost of these programs.	The cost of these programs is very high.	neutral	true	entailment
Ticket income doesn't begin to cover the cost of these programs.	The ticket income will definitely cover the cost of these programs.	contradiction	false	contradiction
Omnia vincit amor (unless you work for the Weekly Standard): Brit Hume ( Fox News Sunday ) speculates on why Lewinsky might not  She still has a hopeless crush on the president.	Brit Hume is the lead reporter at Fox.	neutral	false. brit hume is not the lead reporter at fox news. he is a senior political analyst and commentator.	contradiction
Omnia vincit amor (unless you work for the Weekly Standard): Brit Hume ( Fox News Sunday ) speculates on why Lewinsky might not  She still has a hopeless crush on the president.	Brit Hume works for CNN.	contradiction	false. brit hume works for fox news, not cnn.	contradiction
Omnia vincit amor (unless you work for the Weekly Standard): Brit Hume ( Fox News Sunday ) speculates on why Lewinsky might not  She still has a hopeless crush on the president.	Brit Hume works for Fox.	entailment	true	entailment
Much has been made of hiring Michael Apted to bring a more human touch to the series.	Michael Apted ruined the series by insisting they take out any warm, human elements.	contradiction	false. michael apted was actually hired to bring a more human touch to the series, not to take out any warm, human elements.	contradiction
Much has been made of hiring Michael Apted to bring a more human touch to the series.	Michael Apted was hired to add a personal quality to the series.	entailment	true	entailment
Much has been made of hiring Michael Apted to bring a more human touch to the series.	The series was thought to be cold and boring, so it was important to hire Michael Apted to add a warm, personal touch to improve ratings.	neutral	true	entailment
to watch a girl in a white fur parka and boots	A girl is dressed for sledding.	neutral	true	entailment
to watch a girl in a white fur parka and boots	A girl wears white clothes.	entailment	true	entailment
to watch a girl in a white fur parka and boots	The girl is dressed all in red.	contradiction	false	contradiction
What the movie neglects to mention is that Kaufman had often talked about how he would like to pull off his own death.	The movie does not mention Kaufman discussing his own death.	entailment	false	contradiction
What the movie neglects to mention is that Kaufman had often talked about how he would like to pull off his own death.	The movie had an in depth interview with Kaufman about his death.	contradiction	false	contradiction
What the movie neglects to mention is that Kaufman had often talked about how he would like to pull off his own death.	The movie was a blockbuster, despite leaving out some crucial details about Kaufman.	neutral	neither. the fact that the movie neglects to mention kaufman's desire to fake his own death does not necessarily impact its success as a blockbuster.	neutral
Rockefeller was caught up in this anguished giving when Avenging Angel Tarbell began to rend his flesh in McClure's.	Rockefeller gave to cancer research.	neutral	true	entailment
Rockefeller was caught up in this anguished giving when Avenging Angel Tarbell began to rend his flesh in McClure's.	Rockefeller was giving.	entailment	true	entailment
Rockefeller was caught up in this anguished giving when Avenging Angel Tarbell began to rend his flesh in McClure's.	Rockefeller was stingy.	contradiction	false	contradiction
More recently, in a trade case in New York, Klayman found himself on the other end of charges of ethnic bias.	Klayman brought up on charges of ethnic bias in California.	contradiction	neither	neutral
More recently, in a trade case in New York, Klayman found himself on the other end of charges of ethnic bias.	Klayman didn't expect to be charged with ethnic bias.	neutral	true	entailment
More recently, in a trade case in New York, Klayman found himself on the other end of charges of ethnic bias.	There were allegations of ethnic bias against Klayman.	entailment	true	entailment
One would hardly expect a roomful of corporate reps to hiss, boo, and shout bullshit at a sitting U.S. labor secretary.	Corporate reps wear suits.	neutral	true	entailment
One would hardly expect a roomful of corporate reps to hiss, boo, and shout bullshit at a sitting U.S. labor secretary.	One would expect corporate reps to hiss.	contradiction	true	entailment
One would hardly expect a roomful of corporate reps to hiss, boo, and shout bullshit at a sitting U.S. labor secretary.	One would not expect corporate reps to hiss.	entailment	true. one would not expect corporate representatives to hiss at a sitting u.s. labor secretary.	entailment
Just because nurture has a more significant effect on athletic performance doesn't mean that nature lies dormant, though.	Athletes are born with all their performance potential fully realized.	contradiction	false. athletes are born with genetic predispositions that may influence their performance potential, but this potential is not fully realized at birth and can be further developed through training, practice, and other environmental factors.	contradiction
Just because nurture has a more significant effect on athletic performance doesn't mean that nature lies dormant, though.	Athletic performance is more affected by training than genetics.	entailment	true	entailment
Just because nurture has a more significant effect on athletic performance doesn't mean that nature lies dormant, though.	Most serious athletes train at least eight hours every week.	neutral	true	entailment
Once home, I learned the United States cuts off supplies in two ways.	I am interested in politics.	neutral	true	entailment
Once home, I learned the United States cuts off supplies in two ways.	I learned about the United States	entailment	true	entailment
Once home, I learned the United States cuts off supplies in two ways.	I learned the United States cuts off supplies in two ways before coming home.	contradiction	neither	neutral
The world's oldest and largest university press--Oxford--has just announced that it is canceling its poetry list.	The poetry list at Oxford is no longer being continued.	entailment	true	entailment
The world's oldest and largest university press--Oxford--has just announced that it is canceling its poetry list.	The prestige university does not have the funding to keep the poetry list active.	neutral	false. oxford university press has not cited funding as the reason for canceling its poetry list.	contradiction
The world's oldest and largest university press--Oxford--has just announced that it is canceling its poetry list.	The university is dedicated to preserving the poetry list and vows to never cancel it.	contradiction	false.	contradiction
There's a consolation prize for humanity, though.	The consolation prize is a free two speed blender for every person.	neutral	true	entailment
There's a consolation prize for humanity, though.	There is no upside for humans in this situation.	contradiction	false.	contradiction
There's a consolation prize for humanity, though.	This is not all bad news for humans.	entailment	true	entailment
Sports aren't the only events to bet on at these sites.	Bets on political contests and elections are also accepted at these sites.	neutral	true	entailment
Sports aren't the only events to bet on at these sites.	These sites only accept bets on sporting events.	contradiction	false	contradiction
Sports aren't the only events to bet on at these sites.	These sites take bests on several activities.	entailment	true	entailment
On Aug. 25, after the Democratic convention had opened in Atlantic City, N.J., Johnson, then 56 years old, threatened in three recorded conversations to withdraw from the presidential race.	Johnson felt a lack of support.	neutral	true. johnson's threat to withdraw from the presidential race suggests that he felt a lack of support from his party or the public.	entailment
On Aug. 25, after the Democratic convention had opened in Atlantic City, N.J., Johnson, then 56 years old, threatened in three recorded conversations to withdraw from the presidential race.	Johnson never thought about withdrawing.	contradiction	false. johnson did consider withdrawing from the presidential race, as evidenced by the recorded conversations where he made the threat.	contradiction
On Aug. 25, after the Democratic convention had opened in Atlantic City, N.J., Johnson, then 56 years old, threatened in three recorded conversations to withdraw from the presidential race.	Johnson threatened to withdraw.	entailment	true	entailment
Lamar Alexander dropped his presidential bid.	At least one person gave up on his attempt to become president.	entailment	true	entailment
Lamar Alexander dropped his presidential bid.	Lamar Alexander refused to give up his presidential campaign.	contradiction	false	contradiction
Lamar Alexander dropped his presidential bid.	Mr Alexander was forced to drop out after embarrassing pictures of him were published.	neutral	neither. there is no information provided in the statement about the reason for lamar alexander dropping his presidential bid.	neutral
On top of this sorry civil-liberties record are the misuse of the FBI in the White House's own original travel-office investigation, and what has come to be known as Filegate.	The White House has the FBI spy on political candidates.	neutral	true	entailment
On top of this sorry civil-liberties record are the misuse of the FBI in the White House's own original travel-office investigation, and what has come to be known as Filegate.	The White House misuses the FBI.	entailment	true	entailment
On top of this sorry civil-liberties record are the misuse of the FBI in the White House's own original travel-office investigation, and what has come to be known as Filegate.	The White House uses the FBI properly.	contradiction	false	contradiction
Tung has vowed to crack down on property speculators, but many think his bark will be worse than his bite.	Tung does not care about property speculators.	contradiction	false. tung has vowed to crack down on property speculators, indicating that he does care about them and their actions.	contradiction
Tung has vowed to crack down on property speculators, but many think his bark will be worse than his bite.	Tung thinks property speculators are acting unethically.	neutral	true	entailment
Tung has vowed to crack down on property speculators, but many think his bark will be worse than his bite.	Tung wants to influence property speculators.	entailment	true	entailment
The complaints covered the  baggage problems, surly flight attendants, mysteriously canceled flights, billing atrocities.	10 people had lost baggage.	neutral	true	entailment
The complaints covered the  baggage problems, surly flight attendants, mysteriously canceled flights, billing atrocities.	People complained about baggage.	entailment	true	entailment
The complaints covered the  baggage problems, surly flight attendants, mysteriously canceled flights, billing atrocities.	There were no complaints at all.	contradiction	false	contradiction
Lawrence Singleton, a notorious rapist who hacked off his victim's forearms and then spent only eight years in prison, has been arrested in the stabbing to death in Florida of another woman.	After he hacked off his victims forearms he tried to hide them in a trash can.	neutral	true. lawrence singleton did try to hide his victim's forearms in a trash can after he attacked her.	entailment
Lawrence Singleton, a notorious rapist who hacked off his victim's forearms and then spent only eight years in prison, has been arrested in the stabbing to death in Florida of another woman.	It was obvious to everyone that his time in prison had rehabilitated him completely.	contradiction	false. the fact that lawrence singleton went on to commit another violent crime after being released from prison shows that he was not fully rehabilitated during his time in prison.	contradiction
Lawrence Singleton, a notorious rapist who hacked off his victim's forearms and then spent only eight years in prison, has been arrested in the stabbing to death in Florida of another woman.	Mr Singleton is a convicted rapist in Florida.	entailment	true	entailment
The New Republic 's Charles Lane says that News of a Kidnapping merely extends Gabriel Garcaa Marquez's record of dishonest journalism.	Charles Lane is a reporter.	entailment	true	entailment
The New Republic 's Charles Lane says that News of a Kidnapping merely extends Gabriel Garcaa Marquez's record of dishonest journalism.	Charles Lane sold cars.	contradiction	false	contradiction
The New Republic 's Charles Lane says that News of a Kidnapping merely extends Gabriel Garcaa Marquez's record of dishonest journalism.	Charles Lane won a Pulitzer.	neutral	true	entailment
The courthouse is not the only political circus in Washington this morning.	The courthouse isn't the only political place in washington.	entailment	true	entailment
The courthouse is not the only political circus in Washington this morning.	The political day likely starts in the morning.	neutral	true	entailment
The courthouse is not the only political circus in Washington this morning.	There is a circus at the courthouse with clowns.	contradiction	false.	contradiction
One can imagine a bulldozer operator as he blades out a road for a new development being hailed by the developer   Hey, Loyd ...	You can imagine a bulldozer operator starting a bulldozer.	neutral	true	entailment
One can imagine a bulldozer operator as he blades out a road for a new development being hailed by the developer   Hey, Loyd ...	You can imagine a bulldozer operator.	entailment	true	entailment
One can imagine a bulldozer operator as he blades out a road for a new development being hailed by the developer   Hey, Loyd ...	You cannot imagine a bulldozer operator.	contradiction	false.	contradiction
I reported this in a letter to Dr.  it seemed to amuse him, and he sent me a small fruitcake that Christmas.	I am certain that the doctor received the letter I sent him.	entailment	true	entailment
I reported this in a letter to Dr.  it seemed to amuse him, and he sent me a small fruitcake that Christmas.	I did not eat the cake the doctor sent me that Christmas.	neutral	true	entailment
I reported this in a letter to Dr.  it seemed to amuse him, and he sent me a small fruitcake that Christmas.	The doctor sent me a bottle of wine that Christmas.	contradiction	false	contradiction
The team had previously been known by the memorable designation Beaneaters , which, in a curious way, might also be considered an Indian nickname.	The team changed their name because it wasn't popular.	neutral	false	contradiction
The team had previously been known by the memorable designation Beaneaters , which, in a curious way, might also be considered an Indian nickname.	The team had a name before this one that could also be thought of as an Indian nickname.	entailment	true	entailment
The team had previously been known by the memorable designation Beaneaters , which, in a curious way, might also be considered an Indian nickname.	The team has only ever had one name.	contradiction	false. the team has had multiple names, including beaneaters.	contradiction
I couldn't find such a definition in the thesaurus.	I found the definition in the thesaurus.	contradiction	false	contradiction
I couldn't find such a definition in the thesaurus.	I looked in the thesaurus and didn't find a definition.	entailment	neither	neutral
I couldn't find such a definition in the thesaurus.	The thesaurus that I used was the standard thesaurus.	neutral	true	entailment
How can one do that?	How can many people do nothing?	contradiction	true	entailment
How can one do that?	How can one do such a bad thing?	neutral	true	entailment
How can one do that?	How is it possible for one to do that?	entailment	neither	neutral
Moreover,  it contains only terms known to have arisen in the Twentieth Century,  according to the Preface, but omits the military slang of the earlier 20th century.	According to the preface, it contains terms that gave rise in the twentieth century but leaves out slang that arose earlier.	entailment	true	entailment
Moreover,  it contains only terms known to have arisen in the Twentieth Century,  according to the Preface, but omits the military slang of the earlier 20th century.	It has all of the slang contained in it from the beginning of time.	contradiction	false. the book only contains terms known to have arisen in the twentieth century and omits military slang from earlier in the 20th century.	contradiction
Moreover,  it contains only terms known to have arisen in the Twentieth Century,  according to the Preface, but omits the military slang of the earlier 20th century.	There is a lot of different slang from before the twentieth century.	neutral	true	entailment
If one had the 1984 edition, he might well resent having to buy this book rather than a briefer (and less expensive) Supplement.	The 1984 edition is the best of the lot.	neutral	neither. the statement does not provide enough information to determine if the 1984 edition is the best of the lot.	neutral
If one had the 1984 edition, he might well resent having to buy this book rather than a briefer (and less expensive) Supplement.	The book is not for sale.	contradiction	true	entailment
If one had the 1984 edition, he might well resent having to buy this book rather than a briefer (and less expensive) Supplement.	The supplement is cheaper than the book.	entailment	true	entailment
Bernstein explains in the introduction	Bernstein does not explain it in depth.	neutral	true	entailment
Bernstein explains in the introduction	Bernstein only explained it in the conclusion.	contradiction	false	contradiction
Bernstein explains in the introduction	The introduction contains an explanation.	entailment	true	entailment
It is not suggested that these subjects be interdicted, merely that it is difficult, even after some twenty years of acculturation, for an outlander to discern much that is funny about them.	Even native speakers sometimes have trouble with humor.	neutral	true. humor can be subjective and cultural, so even native speakers may have trouble understanding or finding certain jokes funny.	entailment
It is not suggested that these subjects be interdicted, merely that it is difficult, even after some twenty years of acculturation, for an outlander to discern much that is funny about them.	Humor is generally one of the easiest things for outlanders to understand.	contradiction	false.	contradiction
It is not suggested that these subjects be interdicted, merely that it is difficult, even after some twenty years of acculturation, for an outlander to discern much that is funny about them.	These subjects are difficult for outsiders to understand.	entailment	true	entailment
Finally, one must be wary of elongation that carries with it a distinctly different meaning.	Editors are normally employed to catch this sort of error.	neutral	true	entailment
Finally, one must be wary of elongation that carries with it a distinctly different meaning.	Elongation is a great way to ensure that the meaning of a statement is clarified.	contradiction	false. while elongation can sometimes help clarify meaning, it can also introduce ambiguity or confusion if not used carefully. it is important to be wary of elongation that may change the intended meaning of a statement.	contradiction
Finally, one must be wary of elongation that carries with it a distinctly different meaning.	The meaning may change when attempting to make a statement longer.	entailment	true	entailment
Make your head with heat grow dizzy.	Applying heat to a person's head is a good way to improve their focus and concentration.	contradiction	false. applying heat to a person's head can actually make them feel dizzy and lightheaded, which can impair their focus and concentration.	contradiction
Make your head with heat grow dizzy.	Excessive heat can cause dizziness in some cases.	entailment	true	entailment
Make your head with heat grow dizzy.	Today it was five degrees above the seasonal average.	neutral	true	entailment
No other profession has so rich a tradition of self-deprecation.	Many other professions think highly of themselves.	neutral	true	entailment
No other profession has so rich a tradition of self-deprecation.	Many professions have traditions of self-deprecation.	contradiction	false	contradiction
No other profession has so rich a tradition of self-deprecation.	No other job has a robust tradition of criticism about itself.	entailment	true	entailment
And with notes of pride, those rags that have earned pejorative names in the local lore use those sobriquets in private correspondence, saloon chat, and unofficial resumes.	The papers have no reputation at all.	contradiction	false. the papers have earned a reputation, even if it is not a positive one.	contradiction
And with notes of pride, those rags that have earned pejorative names in the local lore use those sobriquets in private correspondence, saloon chat, and unofficial resumes.	Those papers don't have a good reputation.	entailment	true	entailment
And with notes of pride, those rags that have earned pejorative names in the local lore use those sobriquets in private correspondence, saloon chat, and unofficial resumes.	Those papers have a lot of gossip from the housewives.	neutral	true	entailment
If lite/light simply describes a characteristic of the beer (e.g.	Beer can have the tag lite or light.	entailment	true	entailment
If lite/light simply describes a characteristic of the beer (e.g.	Lite and light are only used to describe wines and whiskey.	contradiction	false	contradiction
If lite/light simply describes a characteristic of the beer (e.g.	Lite beer does not have a high percentage of alcohol.	neutral	true	entailment
The poor overworked noun was even used where neither it nor any alternate was needed.	People struggle to find an alternate noun.	neutral	true	entailment
The poor overworked noun was even used where neither it nor any alternate was needed.	The noun is used too much.	entailment	true	entailment
The poor overworked noun was even used where neither it nor any alternate was needed.	The noun should be used more.	contradiction	false	contradiction
On top of all this, we have the unhappy fact that eloquent writing is indeed sometimes memorable, compounding the problem.	People are much more likely to remember poor writing.	contradiction	false. people are more likely to remember eloquent writing rather than poor writing.	contradiction
On top of all this, we have the unhappy fact that eloquent writing is indeed sometimes memorable, compounding the problem.	Well written text is often much easier to remember than poorly written text.	entailment	true. well-written text is often more engaging and easier to understand, making it more likely to be remembered by the reader.	entailment
On top of all this, we have the unhappy fact that eloquent writing is indeed sometimes memorable, compounding the problem.	Well written text is too expensive to produce in large quantities.	neutral	true. well-written text requires time, effort, and skill, making it more costly to produce in large quantities compared to simpler or less eloquent writing.	entailment
Confronted with this attitude and somewhat awed, the British acknowledged their respect by capitalizing the word.	The British had no respect.	contradiction	false.	contradiction
Confronted with this attitude and somewhat awed, the British acknowledged their respect by capitalizing the word.	The British took over the world economy.	neutral	true	entailment
Confronted with this attitude and somewhat awed, the British acknowledged their respect by capitalizing the word.	The British traded a lot around the world.	entailment	true	entailment
Sometimes it is the sneakiest, too.	It can be very difficult to detect at times.	entailment	true	entailment
Sometimes it is the sneakiest, too.	It makes very little noise thanks to a carefully insulated engine.	neutral	true	entailment
Sometimes it is the sneakiest, too.	It was always very easy to detect from any distance.	contradiction	false	contradiction
As it happens, of course, there are more distinctive dialects of English in Britain than in North America, and anyone who has spent any time listening to them knows that some are mutually unintelligible.	Britain has many distinctive English dialects, numbering more than those in North America.	entailment	true	entailment
As it happens, of course, there are more distinctive dialects of English in Britain than in North America, and anyone who has spent any time listening to them knows that some are mutually unintelligible.	North American and British dialects are exactly the same, and people can't distinguish any difference between them.	contradiction	false.	contradiction
As it happens, of course, there are more distinctive dialects of English in Britain than in North America, and anyone who has spent any time listening to them knows that some are mutually unintelligible.	People from North America have a hard time understanding half of the spoken British dialects.	neutral	true	entailment
  A Tennessee informant used dog weather for `hot, rainless weather,' which may derive from the expression dog days referring to dry August weather.	According to the informant, dog weather was used to describe seasonal monsoon rains.	contradiction	false. according to the informant, dog weather was used to describe hot, rainless weather, not seasonal monsoon rains.	contradiction
  A Tennessee informant used dog weather for `hot, rainless weather,' which may derive from the expression dog days referring to dry August weather.	June and July are also very hot in Tennessee.	neutral	true. june and july are also very hot in tennessee.	entailment
  A Tennessee informant used dog weather for `hot, rainless weather,' which may derive from the expression dog days referring to dry August weather.	The weather is hot and rainless most days in August.	entailment	true	entailment
