premise	hypothesis	label	opus	prompt	verbalized
Teeknooloojiin adeemsa daldalaa dhaabbilee kanneen keessatti sirriitti kan walitti hidhame yoo ta’u sababiin isaa teknooloojiin akka meeshaa qofa osoo hin taane hojii daldalaaf akka si'eessituutti waan ilaalamuufidha.	Teeknooloojiin mi'a qofa malee daldalaa dandeessisiistuu miti.	contradiction	"[textblock(text='false.\n\nsababni isaa, keeyyanni armaan olii ""teeknooloojiin akka meeshaa qofa osoo hin taane hojii daldalaaf akka si\'eessituutti waan ilaalamuufidha"" jechuun ibsameera. kana jechuun, teeknooloojiin meeshaa qofa osoo hin taane, daldalaa dandeessisuu keessatti gahee olaanaa qaba jechuudha. kanaafuu, teeknooloojiin mi\'a qofa malee daldalaa dandeessisiistuu miti kan jedhu deebii sirrii miti (false).', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Teeknooloojiin adeemsa daldalaa dhaabbilee kanneen keessatti sirriitti kan walitti hidhame yoo ta’u sababiin isaa teknooloojiin akka meeshaa qofa osoo hin taane hojii daldalaaf akka si'eessituutti waan ilaalamuufidha.\nQuestion: Teeknooloojiin mi'a qofa malee daldalaa dandeessisiistuu miti. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Teeknooloojiin adeemsa daldalaa dhaabbilee kanneen keessatti sirriitti kan walitti hidhame yoo ta’u sababiin isaa teknooloojiin akka meeshaa qofa osoo hin taane hojii daldalaaf akka si'eessituutti waan ilaalamuufidha.	Daldaloonni kunneen teeknooloojiif iddoo guddaa kennu.	entailment	"[textblock(text='true.\n\nkeeyyanni armaan olii akka ibsutti, dhaabbileen kunneen keessatti teknoolojiin adeemsa daldalaatiif iddoo guddaa kenname. sababni isaas, teknoolojiin akka meeshaa qofaatti osoo hin ilaalamin, hojii daldalaaf akka si\'eessituutti waan fudhatamaa jiraachuuf. kana jechuun, dhaabbileen kunneen teknoolojiif iddoo ol\'aanaa kennuun itti fayyadamaa jiru jechuudha. kanaafuu deebiin ""true"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Teeknooloojiin adeemsa daldalaa dhaabbilee kanneen keessatti sirriitti kan walitti hidhame yoo ta’u sababiin isaa teknooloojiin akka meeshaa qofa osoo hin taane hojii daldalaaf akka si'eessituutti waan ilaalamuufidha.\nQuestion: Daldaloonni kunneen teeknooloojiif iddoo guddaa kennu. True, False, or Neither?\nAnswer:""}]}]"	entailment
Yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo'annoo beeksisuudhaaf bu'aa qabaachuu danda’u.	Ogbarroonni akkaataa saamuda itti qorru jijjiiruu danda’u.	neutral	"[textblock(text='neither.\n\nyaadni ""yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo\'annoo beeksisuudhaaf bu\'aa qabaachuu danda\'u"" jedhu ogbarroonni yaad-rimeewwan lama itti fayyadaman qo\'annoo gara fuulduraatti gaggeessuuf bu\'aa qabaachuu akka danda\'an ibsa. garuu, kuni kallattiidhaan ogbarroonni akkaataa saamuda itti qorran jijjiiruu akka danda\'an hin ibsu.\n\nogbarroonni yaad-rimeewwan lama fayyadamuun qo\'annoo gaggeessuun saamuda qorachuuf karaa haaraa ta\'uu danda\'a. haa ta\'u malee, kuni saamuda qorachuu keessatti jijjiirama guddaa fidu jechuun hin danda\'amu. kanaafuu, deebiin ""neither"" ta\'a - himooni lamaan walitti hidhata kallattii hin qaban.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo'annoo beeksisuudhaaf bu'aa qabaachuu danda’u.\nQuestion: Ogbarroonni akkaataa saamuda itti qorru jijjiiruu danda’u. True, False, or Neither?\nAnswer:""}]}]"	neutral
Yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo'annoo beeksisuudhaaf bu'aa qabaachuu danda’u.	Ogbarroonni gara fuula duraattti qorannoo geeddaruu ni danda'u.	entailment	"[textblock(text='deebiin ""true"" ta\'a. yaadni kee akka ibsutti, yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo\'annoo beeksisuudhaaf bu\'aa qabaachuu danda\'u. kana jechuun, ogbarroonni kunniin qorannoo gara fuula duraatti geeddaruu ni danda\'u jechuudha. yaad-rimeewwan ogbarruu keessatti irra deddeebi\'anii argaman qorannoo itti aanuuf ka\'umsa ta\'uu waan danda\'aniif, ogbarroonni akkanaa qorannoo haaraa geggeessuuf karaa saaquu danda\'u.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo'annoo beeksisuudhaaf bu'aa qabaachuu danda’u.\nQuestion: Ogbarroonni gara fuula duraattti qorannoo geeddaruu ni danda'u. True, False, or Neither?\nAnswer:""}]}]"	entailment
Yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo'annoo beeksisuudhaaf bu'aa qabaachuu danda’u.	Gara qo'annoo geeddaruutiin wanti biraa dalagamu hin jiru.	contradiction	"[textblock(text='neither.\n\nyaada kana irraa waan hubatamu:\n- yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo\'annoo beeksisuudhaaf bu\'aa qabaachuu danda\'u. \n- kana jechuun, yaad-rimeewwan kunniin qo\'annoo geeddaruuf ka\'umsa ta\'uu danda\'u jechuudha.\n\nhaa ta\'u malee, yaanni kun qo\'annoo geeddaruu qofa osoo hin taane, qo\'annoo itti fufsiisuu fi babal\'isuuf akka ka\'umsaatti yaad-rimeewwan kana fayyadamuun akka danda\'amu agarsiisa. kanaafuu deebiin ""neither"" ta\'a - qo\'annoo geeddaruu qofa osoo hin taane, yaad-rimeewwan kunniin qo\'annoo dabalataa gaggeessuuf ka\'umsa ta\'uu danda\'u.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yaad-rimeewwan lama ogbarruu keessatti yeroo hedduu argaman gara fulduraatti qo'annoo beeksisuudhaaf bu'aa qabaachuu danda’u.\nQuestion: Gara qo'annoo geeddaruutiin wanti biraa dalagamu hin jiru. True, False, or Neither?\nAnswer:""}]}]"	neutral
Sararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa mara walitti qabaman kan akeekan yoo ta’u sararoonni daayimandii irraa tolfaman ammoo kasaaraa teeknikaa (yoo nagatiivii ta’e) hojii gara qaama addaatti geeddaruu akeeku.	Sararoonni sadarkaan walgargaarsaa warra poostaa erganii %10 akka ta’e agarsiisu.	neutral	"[textblock(text='neither.\n\nsababni isaas, yaadni ""sararoonni sadarkaan walgargaarsaa warra poostaa erganii %10 akka ta\'e agarsiisu"" jedhu barreeffama keessatti hin caqafamne. barreeffamni waa\'ee sararoota saanduqa irraa tolfamanii fi sararoota daayimandii irraa tolfamanii haasa\'a malee sadarkaan walgargaarsaa warra poostaa erganii %10 akka ta\'e hin ibsu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa mara walitti qabaman kan akeekan yoo ta’u sararoonni daayimandii irraa tolfaman ammoo kasaaraa teeknikaa (yoo nagatiivii ta’e) hojii gara qaama addaatti geeddaruu akeeku.\nQuestion: Sararoonni sadarkaan walgargaarsaa warra poostaa erganii %10 akka ta’e agarsiisu. True, False, or Neither?\nAnswer:'}]}]	neutral
Sararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa mara walitti qabaman kan akeekan yoo ta’u sararoonni daayimandii irraa tolfaman ammoo kasaaraa teeknikaa (yoo nagatiivii ta’e) hojii gara qaama addaatti geeddaruu akeeku.	Sararoonni karaa malee waa biraa agarsiisan hin qaban.	contradiction	"[textblock(text='neither.\n\nsababni isaas:\nsararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa agarsiisu. kunis waa tokko agarsiisa malee karaa qofa miti.\n\nsararoonni daayimandii irraa tolfaman ammoo kasaaraa teeknikaa (yoo nagatiivii ta\'e) hojii gara qaama addaatti geeddaruu agarsiisu. kunis waa tokko biraa agarsiisa malee karaa qofa miti.\n\nkanaafuu, sararoonni waa agarsiisu, garuu karaa qofa osoo hin taane wantoota biroo akka sadarkaa walgargaarsa ergamtootaa fi kasaaraa teeknikaa agarsiisu. deebiin ""neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa mara walitti qabaman kan akeekan yoo ta’u sararoonni daayimandii irraa tolfaman ammoo kasaaraa teeknikaa (yoo nagatiivii ta’e) hojii gara qaama addaatti geeddaruu akeeku.\nQuestion: Sararoonni karaa malee waa biraa agarsiisan hin qaban. True, False, or Neither?\nAnswer:'}]}]	neutral
Sararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa mara walitti qabaman kan akeekan yoo ta’u sararoonni daayimandii irraa tolfaman ammoo kasaaraa teeknikaa (yoo nagatiivii ta’e) hojii gara qaama addaatti geeddaruu akeeku.	Sararoonni kun namoota poostaa ergan mara bira walgargaarsi hammam akka jiru akeeku.	entailment	"[textblock(text='true.\n\nsababni isaas, yaadni inni jalqabaa ""sararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa mara walitti qabaman kan akeekan yoo ta\'u..."" jedha. kana jechuun sararoonni saanduqa irraa tolfaman hanga walgargaarsi ergamtoota poostaa bira jiru agarsiisu jechuudha. kanaafuu deebiin ""true"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sararoonni saanduqa irraa tolfaman sadarkaa walgargaarsa ergamtoota poostaa mara walitti qabaman kan akeekan yoo ta’u sararoonni daayimandii irraa tolfaman ammoo kasaaraa teeknikaa (yoo nagatiivii ta’e) hojii gara qaama addaatti geeddaruu akeeku.\nQuestion: Sararoonni kun namoota poostaa ergan mara bira walgargaarsi hammam akka jiru akeeku. True, False, or Neither?\nAnswer:'}]}]	entailment
Madaallii balaa kana irratti hundaa’uun, Seenterliinki maloota ittisaa adda addaa kan fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessera.	Seenterliinki akkamitti rakkoon kun akka furmaata argatu hin goone.	contradiction	"[textblock(text=""neither.\n\nsababni isaas:\nkeeyyanni kun seenterliinki rakkoo kana furuu irratti hojjechaa jira jechuun ibsa malee furmaata argateera jechuun hin ibsu. akkaataa ibsame irraa, seenterliinki furmaata argachuu irratti hojjechaa akka jiru hubanna, garuu hanga ammaatti furmaanni kun bu'a qabeessa ta'uu isaa hin beeknu. kanaafuu deebiin 'neither' ta'a - furmaata argateera jechuu hin dandeenyu, hin arganne jechuu illee hin dandeenyu."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Madaallii balaa kana irratti hundaa’uun, Seenterliinki maloota ittisaa adda addaa kan fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessera.\nQuestion: Seenterliinki akkamitti rakkoon kun akka furmaata argatu hin goone. True, False, or Neither?\nAnswer:'}]}]	neutral
Madaallii balaa kana irratti hundaa’uun, Seenterliinki maloota ittisaa adda addaa kan fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessera.	Mootummaan dogoggoraan maallaqa guddaa dhabaa waan tureef Seenterliinki akkaataa galii itti gabaasan namoota hubachiisuuf maloota baay'ee qaba ture.	neutral	"[textblock(text=""neither.\n\nsababni isaas:\n1. seebiin waa'ee mootummaan maallaqa guddaa dogoggoraan dhabuu hin ibsu. kanaafuu dogoggorri mootummaa jiraachuu ykn dhabuu isaa murteessuuf odeeffannoo gahaa hin qabnuu.\n2. seenterliinki maloota ittisaa adda addaa qopheesseera kan jedhu dha malee maloota baay'ee qaba ture hin jedhu. kanaafuu maloota baay'ee duraan qaba ture jechuu hin dandeenyu.\n\nwanti himamee jiru, seenterliinki madaallii balaa irratti hundaa'uun, maloota ittisaa adda addaa fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessuu dha malee, mootummaan dogoggoraan maallaqa dhabuu fi seenterliinki maloota baay'ee qaba turuu miti."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Madaallii balaa kana irratti hundaa’uun, Seenterliinki maloota ittisaa adda addaa kan fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessera.\nQuestion: Mootummaan dogoggoraan maallaqa guddaa dhabaa waan tureef Seenterliinki akkaataa galii itti gabaasan namoota hubachiisuuf maloota baay'ee qaba ture. True, False, or Neither?\nAnswer:""}]}]"	neutral
Madaallii balaa kana irratti hundaa’uun, Seenterliinki maloota ittisaa adda addaa kan fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessera.	Seenterliinki haala galii itti gabaasan namoota hubachiisuuf maloota baay'ee qaba ture.	entailment	"[textblock(text='true.\n\nkeeyyata kana keessatti, ""seenterliinki maloota ittisaa adda addaa kan fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessera"" jedha. kana jechuun, seenterliinki maloota adda addaa ykn baay\'ee fayyadamuun namoota ulaagaalee gabaasa galii irratti hubachiisuu yaalaa jira. kanaafuu, deebiin ""true"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Madaallii balaa kana irratti hundaa’uun, Seenterliinki maloota ittisaa adda addaa kan fayyadamtootaa fi hojjechiistota ulaagaalee gabaasa galii irratti hubachiisuu irratti xiyyeeffatan qopheessera.\nQuestion: Seenterliinki haala galii itti gabaasan namoota hubachiisuuf maloota baay'ee qaba ture. True, False, or Neither?\nAnswer:""}]}]"	entailment
Kunis waajjiraaleen marsaa agarsiisaaf piroototaayipoota bakka bu’oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise ture.	Achiis wixineen sun akkamitti akka dalagu muldhisuu dandaʼu turan.	entailment	"[textblock(text='neither.\n\nsababni isaas, keeyyanni waa\'ee wixinee agarsiisaa kan ibsu yoo ta\'u, garuu wixinichi akkamitti akka dalagu kan ibsu miti. keeyyanni wixinichi jalqaba agarsiisa akka dandeessisu kan ibsu yoo ta\'u, itti fufee akkamitti akka dalagu ykn hojjetu kan ibsu miti. kanaafuu deebiin ""neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kunis waajjiraaleen marsaa agarsiisaaf piroototaayipoota bakka bu’oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise ture.\nQuestion: Achiis wixineen sun akkamitti akka dalagu muldhisuu dandaʼu turan. True, False, or Neither?\nAnswer:'}]}]	neutral
Kunis waajjiraaleen marsaa agarsiisaaf piroototaayipoota bakka bu’oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise ture.	Warshaalee haaraa ijaaruun ogummaa akka hin taane dhaabbatichatti muldhisu danda'u turan.	neutral	"[textblock(text='neither.\n\nsababni isaas:\n- keeyyanni waa\'ee warshaalee haaraa ijaaruun ogummaa akka hin taane dhaabbatichatti muldhisu danda\'u turan kan jedhu homaa hin ibsu.\n- keeyyanni waa\'ee kunis waajjiraaleen marsaa agarsiisaaf piroototaayipoota bakka bu\'oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise ture kan jedha malee warshaalee haaraa ijaaruun ogummaa akka hin taane dhaabbatichatti muldhisu danda\'u turan kan jedhu homaa hin ibsu.\n\nkanaafuu deebiin ""neither"" ta\'a, sababni isaas keeyyanni waa\'ee warshaalee haaraa ijaaruun ogummaa akka hin taane dhaabbatichatti muldhisu danda\'u turan kan jedhu homaa waan hin ibsineef.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kunis waajjiraaleen marsaa agarsiisaaf piroototaayipoota bakka bu’oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise ture.\nQuestion: Warshaalee haaraa ijaaruun ogummaa akka hin taane dhaabbatichatti muldhisu danda'u turan. True, False, or Neither?\nAnswer:""}]}]"	neutral
Kunis waajjiraaleen marsaa agarsiisaaf piroototaayipoota bakka bu’oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise ture.	Dhiibbaa invastimantiiwwan akkamitti akka muldhisan yaada homaa hin qaban turan.	contradiction	"[textblock(text=""neither.\n\nsababni isaas, keeyyanni kun waa'ee dhiibbaa invastimantiiwwan irratti homaa hin ibsu. keeyyanni kun waa'ee piroototaayipoota bakka bu'oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise akka ta'e dubbata malee, dhiibbaa invastimantiiwwan akkamitti akka muldhisan irratti yaada homaa hin kaa'u."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kunis waajjiraaleen marsaa agarsiisaaf piroototaayipoota bakka bu’oota oomishaa ijaaruuf meeshaalee omishaa fi meeshaalee irratti invastimantii baasii guddaa baasu osoo hin godhin jalqaba agarsiisa wixinichaa kan dandeessise ture.\nQuestion: Dhiibbaa invastimantiiwwan akkamitti akka muldhisan yaada homaa hin qaban turan. True, False, or Neither?\nAnswer:'}]}]	neutral
Tattaaffiin walta’iinsaa Kaarolinaa Kibbaa waggaa dhufutti galma ga'insa biraa muldhiseera.	Kaarolinaa Kibbaa keessatti namni waliin hin dalagu ture.	contradiction	"[textblock(text=""neither. yaanni kenne tattaaffii walta'iinsaa kaarolinaa kibbaa waggaa dhufutti galma ga'insa biraa muldhisuu dubbata malee namni kaarolinaa kibbaa keessatti waliin hin dalagne ture moo hin turre kan ibsu miti."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tattaaffiin walta’iinsaa Kaarolinaa Kibbaa waggaa dhufutti galma ga'insa biraa muldhiseera.\nQuestion: Kaarolinaa Kibbaa keessatti namni waliin hin dalagu ture. True, False, or Neither?\nAnswer:""}]}]"	neutral
Tattaaffiin walta’iinsaa Kaarolinaa Kibbaa waggaa dhufutti galma ga'insa biraa muldhiseera.	SC waliin dalaganiiru.	entailment	"[textblock(text=""neither. keeyyanni hin ibsu tattaaffiin walta'iinsaa kaarolinaa kibbaa (sc) waliin dalaganiiru moo hin dalaganiin. keeyyanni waa'ee galma ga'insa biraa tattaaffii walta'iinsaa kaarolinaa kibbaa waggaa dhufutti muldhisuu dubbata malee waliin dalaguu isaanii hin ibsu."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tattaaffiin walta’iinsaa Kaarolinaa Kibbaa waggaa dhufutti galma ga'insa biraa muldhiseera.\nQuestion: SC waliin dalaganiiru. True, False, or Neither?\nAnswer:""}]}]"	neutral
Tattaaffiin walta’iinsaa Kaarolinaa Kibbaa waggaa dhufutti galma ga'insa biraa muldhiseera.	Dimookiraatonni fi rippabilikaanonni Kaarolinaa Kibbaa waliin dalagaa jiru.	neutral	"[textblock(text='deebiin gaaffii kanaaf ""neither"" ta\'a. tattaaffiin walta\'iinsaa kaarolinaa kibbaa galma ga\'insa biraa muldhiseera jechuun himamee jira. garuu waa\'ee dimookiraatonni fi rippabilikaanonni kaarolinaa kibbaa waliin hojjechaa jiraachuu irratti wanti himame hin jiru. kanaafuu gaaffii kana deebisuu hin danda\'amu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tattaaffiin walta’iinsaa Kaarolinaa Kibbaa waggaa dhufutti galma ga'insa biraa muldhiseera.\nQuestion: Dimookiraatonni fi rippabilikaanonni Kaarolinaa Kibbaa waliin dalagaa jiru. True, False, or Neither?\nAnswer:""}]}]"	neutral
Akka qondaalli Boordii tokko jedhanitti, mirkaneessi Boordichaa kwt 605(b) Gorsaa Olaanaa Abukaatummaa Bulchiinsa Daldala Xixiqqaa (BDX)f qophaa qophaatti hin qoodamne.	Boordiin ragaa BBXf hin kennine sanas waajjira madaalliif dhiisan.	neutral	"[textblock(text='deebiin sirrii ta\'e ""neither"" dha. sababni isaas:\n\nyaadni kenname boordiin mirkaneessa kwt 605(b) gorsaa olaanaa abukaatummaa bdxf hin qoodne jechuun ibsameera. garuu yaadni kenname boordiin ragaa bbxf kennuu dhiisuu ykn waajjira madaalliif dhiisuu irratti waan hin ibsineef deebii ""true"" ykn ""false"" kennuun hin danda\'amu. \n\nkanaafuu, ragaan ga\'aan waan hin jirreef deebii ""neither"" ta\'a. yaadni kenname boordiin ragaa bbxf kennuu ykn dhiisuu irratti ibsa hin taasifne.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akka qondaalli Boordii tokko jedhanitti, mirkaneessi Boordichaa kwt 605(b) Gorsaa Olaanaa Abukaatummaa Bulchiinsa Daldala Xixiqqaa (BDX)f qophaa qophaatti hin qoodamne.\nQuestion: Boordiin ragaa BBXf hin kennine sanas waajjira madaalliif dhiisan. True, False, or Neither?\nAnswer:'}]}]	neutral
Akka qondaalli Boordii tokko jedhanitti, mirkaneessi Boordichaa kwt 605(b) Gorsaa Olaanaa Abukaatummaa Bulchiinsa Daldala Xixiqqaa (BDX)f qophaa qophaatti hin qoodamne.	Boordiin ragaa BBXf hin kennine.	entailment	"[textblock(text='deebiin ""neither"" ta\'a. sababni isaas:\n\nyaadni kenname boordiin ragaa bdxf kennuu dhiisuu irratti kallattiidhaan waan hin ibsineef deebii ""true"" ykn ""false"" kennuuf ragaan gahaan hin jiru. yaadni kenname waa\'ee mirkaneessi boordichaa kwt 605(b) gorsaa olaanaa abukaatummaa bdxf qofa qophaatti akka hin qoodamne dubbata malee boordiin ragaa bdxf kennuu dhiisuu irratti kallattiidhaan waan hin ibsineef, deebii ""true"" ykn ""false"" kennuuf hin danda\'amu. kanaaf, gaaffii kanaaf deebiin sirrii ""neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akka qondaalli Boordii tokko jedhanitti, mirkaneessi Boordichaa kwt 605(b) Gorsaa Olaanaa Abukaatummaa Bulchiinsa Daldala Xixiqqaa (BDX)f qophaa qophaatti hin qoodamne.\nQuestion: Boordiin ragaa BBXf hin kennine. True, False, or Neither?\nAnswer:'}]}]	neutral
Akka qondaalli Boordii tokko jedhanitti, mirkaneessi Boordichaa kwt 605(b) Gorsaa Olaanaa Abukaatummaa Bulchiinsa Daldala Xixiqqaa (BDX)f qophaa qophaatti hin qoodamne.	Boordiin kun yeroo yeroon ragaa BBX nama gaafateef kenna ture.	contradiction	"[textblock(text='deebiin ""neither"" ta\'uu danda\'a, sababni isaas:\nkeeyyanni waa\'ee boordichi yeroo yeroon ragaa bbx nama gaafateef kennuu isaa waan hin ibsineef deebii ""true"" ykn ""false"" kennuuf ragaan gahaan hin jiru. keeyyanni waa\'ee mirkaneessi boordichaa gorsaa olaanaa abukaatummaa bdxf qofa akka hin qoodamne dubbata malee boordichi ragaalee biroo yoo gaafataman yoo kennu ykn dhiisu hin ibsu. kanaaf, ibsa kennamerraa ka\'uudhaan deebii ""true"" ykn ""false"" kennuun hin danda\'amu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akka qondaalli Boordii tokko jedhanitti, mirkaneessi Boordichaa kwt 605(b) Gorsaa Olaanaa Abukaatummaa Bulchiinsa Daldala Xixiqqaa (BDX)f qophaa qophaatti hin qoodamne.\nQuestion: Boordiin kun yeroo yeroon ragaa BBX nama gaafateef kenna ture. True, False, or Neither?\nAnswer:'}]}]	contradiction
Hoteelaa fi kaffaltiiwwan biroo muraasaaf walsimsiisni yeroo uumamu, imala qabatamaa sanaa mirkaneessuun ni godhama ture.	Sanasalatoonni Hoteeloota biyyoolessaa irra caalaan isaanii kaffaltii kirediit kaardii ni fudhatu.	neutral	"[textblock(text=""neither.\n\nsababni isaas:\n- yaadni kenname waa'ee hoteelaa fi kaffaltiiwwan biroo muraasaaf walsimsiisuu irratti kan xiyyeeffate malee, sanasalatoonni hoteeloota biyyoolessaa kaffaltii kirediit kaardii fudhachuu isaanii waa hin ibsu.\n- dabalataanis, deebiin 'true' ykn 'false' ta'uu kan danda'u osoo hin taane, gaaffiin deebii ifa ta'e hin qabu. kanaafuu deebiin 'neither' ta'uu qaba."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hoteelaa fi kaffaltiiwwan biroo muraasaaf walsimsiisni yeroo uumamu, imala qabatamaa sanaa mirkaneessuun ni godhama ture.\nQuestion: Sanasalatoonni Hoteeloota biyyoolessaa irra caalaan isaanii kaffaltii kirediit kaardii ni fudhatu. True, False, or Neither?\nAnswer:'}]}]	neutral
Hoteelaa fi kaffaltiiwwan biroo muraasaaf walsimsiisni yeroo uumamu, imala qabatamaa sanaa mirkaneessuun ni godhama ture.	Imalli mataan isaa kaffaltii hoteelaa itti dhimma bahuun ragga'ama ture.	entailment	"[textblock(text=""neither.\n\nsababni isaas:\nyaadni kenname imala qabatamaa mirkaneessuun akka godhamaa ture dubbata malee imalli mataan isaa kaffaltii hoteelaa itti dhimma bahuun akka ragga'amu hin ibsu. walsimsiisni yeroo uumamu imala qabatamaa mirkaneessuun akka godhamaa ture qofa dubbata. garuu imalli mataan isaa kaffaltii hoteelaa itti dhimma bahuun ragga'uu isaa irratti wanti ibsame hin jiru. kanaaf deebiin 'true' ykn 'false' ta'uu hin dandeenye, 'neither' ta'a."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Hoteelaa fi kaffaltiiwwan biroo muraasaaf walsimsiisni yeroo uumamu, imala qabatamaa sanaa mirkaneessuun ni godhama ture.\nQuestion: Imalli mataan isaa kaffaltii hoteelaa itti dhimma bahuun ragga'ama ture. True, False, or Neither?\nAnswer:""}]}]"	neutral
