question,answer,prompt,gpt_4o
"Altine, Walt walked 4 kilometers. In fact, he walked four times more than he ever walked altine. The distance between Altine and the city is 41 kilometers. How many kilometers did Walt walk altine?",13,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAltine, Walt walked 4 kilometers. In fact, he walked four times more than he ever walked altine. The distance between Altine and the city is 41 kilometers. How many kilometers did Walt walk altine?\n'}]",1
"Tom showered 4 times a month. If a shower cost him $15, how much would it cost him a year?",720,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTom showered 4 times a month. If a shower cost him $15, how much would it cost him a year?\n'}]",720
"On Brian's map, Bobby has 5 video cameras, which is three times as many as Brian's video cameras. If Brian has 20 video cameras, but he has 5 damaged video cameras, now how many does Bobby have?",40,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nOn Brian's map, Bobby has 5 video cameras, which is three times as many as Brian's video cameras. If Brian has 20 video cameras, but he has 5 damaged video cameras, now how many does Bobby have?\n""}]",15
The rest of the world's population is 27 million. About one-third of them live in an area as large as Scotland. About two-thirds of Scotland's population are women. How many of Scotland's population are women?,6,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nThe rest of the world's population is 27 million. About one-third of them live in an area as large as Scotland. About two-thirds of Scotland's population are women. How many of Scotland's population are women?\n""}]",18
"Rory lost two stones worth $7.50 each, two packets of chips worth $1.50 each, and two packets of cookies worth $1.00 each. The finder's fee was 20%, and Rory also lost $5.00.",29,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nRory lost two stones worth $7.50 each, two packets of chips worth $1.50 each, and two packets of cookies worth $1.00 each. The finder's fee was 20%, and Rory also lost $5.00.\n""}]",28
"In the past, Marc did a 75-question test. his average was 5 questions per hour. Tay also did a 100-question test where he did the same. If Marc took 8 hours for the first test and 6 hours for the second, how many questions did he not answer?",105,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIn the past, Marc did a 75-question test. his average was 5 questions per hour. Tay also did a 100-question test where he did the same. If Marc took 8 hours for the first test and 6 hours for the second, how many questions did he not answer?\n'}]",25
"In a heat exchanger, there are more than twenty-two times the number of shallow cylinders and four times the number of shallow cylinders. If there are twelve shallow cylinders, how many shallow cylinders are there?",70,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIn a heat exchanger, there are more than twenty-two times the number of shallow cylinders and four times the number of shallow cylinders. If there are twelve shallow cylinders, how many shallow cylinders are there?\n'}]",12
"Out of the remaining twenty wheels, twelve are automatic, four are manual, and the rest can be either manual or manual. What is the category of automatic wheels?",20,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nOut of the remaining twenty wheels, twelve are automatic, four are manual, and the rest can be either manual or manual. What is the category of automatic wheels?\n'}]",12
"There are 700 slaves in a factory. The number of slaves is double the number of slaves, and the number of slaves is double the number of slaves. The number of slaves is equal to the number of slaves.",400,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nThere are 700 slaves in a factory. The number of slaves is double the number of slaves, and the number of slaves is double the number of slaves. The number of slaves is equal to the number of slaves.\n'}]",700
Jordan spends two hours doing video poetry. He has a freelance job that pays him $10 an hour. How much money does it make if his poetry is used at work?,140,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJordan spends two hours doing video poetry. He has a freelance job that pays him $10 an hour. How much money does it make if his poetry is used at work?\n'}]",20
"It costs $2 for a bag, $3 for a hat, $3 for a lamp, $3 for a cup, and $4 for a secret pocket. If he makes a 10% increase in everything he buys and doesn't eat, how much is it all worth?",16,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nIt costs $2 for a bag, $3 for a hat, $3 for a lamp, $3 for a cup, and $4 for a secret pocket. If he makes a 10% increase in everything he buys and doesn't eat, how much is it all worth?\n""}]",17
"Kim set up a mailroom, and counted the amount of mail she could get from her clients. She had three clients, but, hoping to negotiate with five other clients, she sent her mail. Two bottles of toilet paper and a pack of mail would be able to wash each client's house. She would have to spend $2 for a bottle of toilet paper and $5 for a pack of mail. That's all. I don't know how her weekly income would be $92.",20,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nKim set up a mailroom, and counted the amount of mail she could get from her clients. She had three clients, but, hoping to negotiate with five other clients, she sent her mail. Two bottles of toilet paper and a pack of mail would be able to wash each client's house. She would have to spend $2 for a bottle of toilet paper and $5 for a pack of mail. That's all. I don't know how her weekly income would be $92.\n""}]",3
"Jean has a pineapple plantation of 10 hectares. If each hectare produces 100 pineapples and Jean harvests them every 3 months, how much can he harvest each year?",4000,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean has a pineapple plantation of 10 hectares. If each hectare produces 100 pineapples and Jean harvests them every 3 months, how much can he harvest each year?\n'}]",4000
"Johnny removes all the tiles in the room. He removes a 500-foot tile, a 3-foot tile, and a 4-foot tile. How many tiles does Johnny remove in total?","2,125","[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohnny removes all the tiles in the room. He removes a 500-foot tile, a 3-foot tile, and a 4-foot tile. How many tiles does Johnny remove in total?\n'}]",3
"Debra tries to keep track of how many of the puppies are entering and exiting the nest. After seeing 30 puppies leave the nest in the first 6 hours, she discovers that when another puppy leaves the nest in the next 6 hours, she sees twice as many flying puppies as the first time it left the nest. Also, in the next 6 hours, all the puppies that left and never came home are back in the nest. How many of the puppies did Debra see return to the nest in the last 6 hours of the day?",75,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDebra tries to keep track of how many of the puppies are entering and exiting the nest. After seeing 30 puppies leave the nest in the first 6 hours, she discovers that when another puppy leaves the nest in the next 6 hours, she sees twice as many flying puppies as the first time it left the nest. Also, in the next 6 hours, all the puppies that left and never came home are back in the nest. How many of the puppies did Debra see return to the nest in the last 6 hours of the day?\n'}]",31
"Brittany and her mother are sitting at the table. The entrance fee is $12 for adults and $10 for children. Brittany's mother gives the vendor money for one baby and one adult ticket. If the difference is $8, how many dollars does she give the vendor?",30,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nBrittany and her mother are sitting at the table. The entrance fee is $12 for adults and $10 for children. Brittany's mother gives the vendor money for one baby and one adult ticket. If the difference is $8, how many dollars does she give the vendor?\n""}]",22
"Charlie's Facebook page is three times larger than Dorothy's. Jacques's friends are four times larger than Dorothy's. If Charlie has 12 Facebook pages, how many does Jacques have?",16,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nCharlie's Facebook page is three times larger than Dorothy's. Jacques's friends are four times larger than Dorothy's. If Charlie has 12 Facebook pages, how many does Jacques have?\n""}]",16
"Steve and Tim were looking for someone who would be able to finish school as soon as possible. Steve's hometown was more convenient than Tim's, so he was able to pick up his bike. Steve's hometown is 3 kilometers away from the school, 440 feet from the hospital. Tim's hometown is 2 kilometers away from the school. If Kim took a skateboard knowing that the bike was 264 feet away from the hospital, how long would it take the young rider to sit down for the rider to arrive?",4,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nSteve and Tim were looking for someone who would be able to finish school as soon as possible. Steve's hometown was more convenient than Tim's, so he was able to pick up his bike. Steve's hometown is 3 kilometers away from the school, 440 feet from the hospital. Tim's hometown is 2 kilometers away from the school. If Kim took a skateboard knowing that the bike was 264 feet away from the hospital, how long would it take the young rider to sit down for the rider to arrive?\n""}]",3
"Shawnda hopes that the whale show will celebrate the well-being of the children in her care. She is the first to win each pony. The value of each pony is 25 fistins. On the first day, 5 people made the wind their pony whale, 3 people made the wind their three-pony whale. In the end, one person came and won one pony. How much money did you make that day?",5,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nShawnda hopes that the whale show will celebrate the well-being of the children in her care. She is the first to win each pony. The value of each pony is 25 fistins. On the first day, 5 people made the wind their pony whale, 3 people made the wind their three-pony whale. In the end, one person came and won one pony. How much money did you make that day?\n'}]",575
Carl bought ten packets of cookies. Each package contains six cookies. Each cookie costs $0.10. How much would Carl get back if he gave away a $10 gift?,4,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCarl bought ten packets of cookies. Each package contains six cookies. Each cookie costs $0.10. How much would Carl get back if he gave away a $10 gift?\n'}]",4
"Dave buys a large bag of chips, and eats nineteen of them from the hands of a crooked man. When the crooked man eats them, he destroys almost half of the chips Dave has eaten. Eventually, he is kicked out of the bag by three dogs, each of whom ends up eating three chips. After a while, a small demon steals three of the chips from the other dogs. The British take one and leave the five. How many chips were in the package when Dave got it?",48,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDave buys a large bag of chips, and eats nineteen of them from the hands of a crooked man. When the crooked man eats them, he destroys almost half of the chips Dave has eaten. Eventually, he is kicked out of the bag by three dogs, each of whom ends up eating three chips. After a while, a small demon steals three of the chips from the other dogs. The British take one and leave the five. How many chips were in the package when Dave got it?\n'}]",50
"Kimo's classes are three one-hour classes; Tuesdays and Thursdays are two two-hour classes each day. If there are sixteen elementary school classes every six months, how many hours does Kimo study in six months?",272,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nKimo's classes are three one-hour classes; Tuesdays and Thursdays are two two-hour classes each day. If there are sixteen elementary school classes every six months, how many hours does Kimo study in six months?\n""}]",112
"Every day, Bill makes 300 small loaves of bread, 120 chocolate loaves of bread, and 60 bagels of bread. Small loaves of bread, measured by the length of 4 fingers, are about the same size, chocolate loaves are about the same size, chocolate loaves are about the same size, and bagels are about 2 feet long. If Bill were to calculate the total amount of bread he makes for the entire company, how big would it be?",280,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEvery day, Bill makes 300 small loaves of bread, 120 chocolate loaves of bread, and 60 bagels of bread. Small loaves of bread, measured by the length of 4 fingers, are about the same size, chocolate loaves are about the same size, chocolate loaves are about the same size, and bagels are about 2 feet long. If Bill were to calculate the total amount of bread he makes for the entire company, how big would it be?\n'}]",480
"In order to sustain the wild bananas, the caretaker must harvest bananas from a nearby field every 2 months. If there are 200 bananas for small bananas, 400 for small bananas and 100 for large bananas, how many must be harvested in 2 months?",1400,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIn order to sustain the wild bananas, the caretaker must harvest bananas from a nearby field every 2 months. If there are 200 bananas for small bananas, 400 for small bananas and 100 for large bananas, how many must be harvested in 2 months?\n'}]",700
"Blake and Kelly compete to see who can run 15 laps. We decide to do it in a 100-yard football game. Blake runs 15 laps, Kelly runs one and then announces that he doesn't want to run next to Blake. He starts running back and forth around the 40-yard line. He does it 34 times. How many chances does the winner have over the loser?",80,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nBlake and Kelly compete to see who can run 15 laps. We decide to do it in a 100-yard football game. Blake runs 15 laps, Kelly runs one and then announces that he doesn't want to run next to Blake. He starts running back and forth around the 40-yard line. He does it 34 times. How many chances does the winner have over the loser?\n""}]",1
"Raphael went shopping for school supplies. he bought 4 bicycles worth $1.5 each, 2 shoes worth $4 each and a house worth $20. how much did Raphael spend for this?",34,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRaphael went shopping for school supplies. he bought 4 bicycles worth $1.5 each, 2 shoes worth $4 each and a house worth $20. how much did Raphael spend for this?\n'}]",34
"Finn observes 11 tetras floating in the lake. If he sees 6 of them emerge from an ice shelf, then he has to hide two of them in the ice. How many tetras can Finn now see in the lake?",15,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nFinn observes 11 tetras floating in the lake. If he sees 6 of them emerge from an ice shelf, then he has to hide two of them in the ice. How many tetras can Finn now see in the lake?\n'}]",9
"There is a pool of water 17 feet deep at the bottom. On the top, there is another 7 feet of water. The average water depth is about 2/3 of the average water depth. What is the average water depth on the bottom of the pool?",16,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nThere is a pool of water 17 feet deep at the bottom. On the top, there is another 7 feet of water. The average water depth is about 2/3 of the average water depth. What is the average water depth on the bottom of the pool?\n'}]",16
"Anakin and Locsin went to sea together. Anakin caught 10 starfish, 6 hippopotamuses and 3 species of fish. Locsin caught 5 starfish more than Anakin, 3 hippopotamuses more than Anakin and 2 species of fish more than Anakin. How many fish did they both catch?",32,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAnakin and Locsin went to sea together. Anakin caught 10 starfish, 6 hippopotamuses and 3 species of fish. Locsin caught 5 starfish more than Anakin, 3 hippopotamuses more than Anakin and 2 species of fish more than Anakin. How many fish did they both catch?\n'}]",10
"If a $20 bag costs 20% more every two months to store, how much does a $36 bag cost?",92,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIf a $20 bag costs 20% more every two months to store, how much does a $36 bag cost?\n'}]",36
"a number of dolls are displayed in a room: 5 red dolls, 3 dolls and a doll. the doll is worth 3 dolls, one red doll is worth $4. if it is clear that a doll is worth $5, how much will it cost to buy all the dolls?",50,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \na number of dolls are displayed in a room: 5 red dolls, 3 dolls and a doll. the doll is worth 3 dolls, one red doll is worth $4. if it is clear that a doll is worth $5, how much will it cost to buy all the dolls?\n'}]",60
"Jackie wonders if she should publicize her wealth or hire a copywriter. If she does it herself, she will be able to do 3 menial jobs, which can cost her $35 an hour. The copywriter asks for $90. how much will she earn in addition to her salary if she hires the copywriter?",15,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJackie wonders if she should publicize her wealth or hire a copywriter. If she does it herself, she will be able to do 3 menial jobs, which can cost her $35 an hour. The copywriter asks for $90. how much will she earn in addition to her salary if she hires the copywriter?\n'}]",15
"In her 30s, Elvira bought a new computer with a lot of equipment. €1500, which was given to her by her relatives, she also felt that she should be able to buy things. She went to a pharmacy and chose a device with a screen, a calculator and a scanner for €1090. She also bought a scanner for €157, a CD player for €74, and a handwritten signature for €102.",77,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIn her 30s, Elvira bought a new computer with a lot of equipment. €1500, which was given to her by her relatives, she also felt that she should be able to buy things. She went to a pharmacy and chose a device with a screen, a calculator and a scanner for €1090. She also bought a scanner for €157, a CD player for €74, and a handwritten signature for €102.\n'}]",77
Sandra's neighbor gave her a 9-cent piece of paper every time she handed it to her daughter. To make a mistake in español. Sandra needed 3 coins. If we had made her a 15-cent piece of paper with a password for their school's computer. how many times would she have handed it to the kid?,5,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nSandra's neighbor gave her a 9-cent piece of paper every time she handed it to her daughter. To make a mistake in español. Sandra needed 3 coins. If we had made her a 15-cent piece of paper with a password for their school's computer. how many times would she have handed it to the kid?\n""}]",5
"Seth is twice as old as Brooke. In two years, they will be 28 years old. What is Seth's age?",16,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nSeth is twice as old as Brooke. In two years, they will be 28 years old. What is Seth's age?\n""}]",18
"Jimmy has $2 more money than Ethel. If Ethel has $8, how much money does Jimmy have?",18,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJimmy has $2 more money than Ethel. If Ethel has $8, how much money does Jimmy have?\n'}]",10
at the end of the week you know that it's 10 kilometers. Pancho runs 20 kilometers a day. How many kilometers does he walk in a week?,120,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nat the end of the week you know that it's 10 kilometers. Pancho runs 20 kilometers a day. How many kilometers does he walk in a week?\n""}]",140
"we haven't opened any new hotels yet. we have a restaurant that costs $25, a western that's three times the price, and a restaurant that's half the price of a western. what's a restaurant like that?",150,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nwe haven't opened any new hotels yet. we have a restaurant that costs $25, a western that's three times the price, and a restaurant that's half the price of a western. what's a restaurant like that?\n""}]",38
"Jake walks around the table knowing that a dog is there. He finds 80 8-legged lizards, and 3 that have no shape-shifting bones and are difficult to find that have 10 legs. How many legs does Jake see in total?",1210,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJake walks around the table knowing that a dog is there. He finds 80 8-legged lizards, and 3 that have no shape-shifting bones and are difficult to find that have 10 legs. How many legs does Jake see in total?\n'}]",650
"There are four birds in Caboose. Sally Two is three years older than Granny Red. Granny Red is twice as old as Sally Four. If Sally Four and Sally Thirtytwo are the same age, and Sally Thirtytwo is 8, what are the four birds?",51,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nThere are four birds in Caboose. Sally Two is three years older than Granny Red. Granny Red is twice as old as Sally Four. If Sally Four and Sally Thirtytwo are the same age, and Sally Thirtytwo is 8, what are the four birds?\n'}]","8, 8, 4, 7"
"Jessica's monthly mortgage payment is $300 a month, her credit card is $200 a month, and her mortgage is $500 a month. If Jessica wanted to pay off the other 50% of her mortgage, how much would she have to pay in five years?",18000,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nJessica's monthly mortgage payment is $300 a month, her credit card is $200 a month, and her mortgage is $500 a month. If Jessica wanted to pay off the other 50% of her mortgage, how much would she have to pay in five years?\n""}]",15000
"Billy cooks and cuts potatoes for his brother's big barbecue. As an important event, he has 60 potatoes to cook. The potatoes are quick enough, so the time to cook them and cut them is the same. Billy needs about the same amount of chicken and shrimp to cook the potato, but 5 pieces of chicken to cut it. How much time does Billy need to make the potato?",95,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nBilly cooks and cuts potatoes for his brother's big barbecue. As an important event, he has 60 potatoes to cook. The potatoes are quick enough, so the time to cook them and cut them is the same. Billy needs about the same amount of chicken and shrimp to cook the potato, but 5 pieces of chicken to cut it. How much time does Billy need to make the potato?\n""}]",10
"Juan and his brother Carlos sell lemonade. So each of us spends $3 on mangoes and $2 on sugar. We have 20 months of lemonade and sell them for $0.50 each month. If we make a bond of $25, how much will it cost to buy the mangoes?",15,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJuan and his brother Carlos sell lemonade. So each of us spends $3 on mangoes and $2 on sugar. We have 20 months of lemonade and sell them for $0.50 each month. If we make a bond of $25, how much will it cost to buy the mangoes?\n'}]",3
"In a rally that gathered 240 Asians, 80 of them were shepherds, and the rest were Chinese. If the number of men in the Chinese group was 60, how many women were in that group?",100,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIn a rally that gathered 240 Asians, 80 of them were shepherds, and the rest were Chinese. If the number of men in the Chinese group was 60, how many women were in that group?\n'}]",100
"Zaid used 1/4 of his salary to pay for his apartment, 1/3 to pay for his wife and then gave it to his favorite charity fundraiser. He gave $200 to his daughter for her weekly medical expenses, and then $700 to his wife for toiletries and other household items. Since Zaid earns $6,000 a month, would you ask him to pay for the wedding and then give him all of that and everything else?",350,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nZaid used 1/4 of his salary to pay for his apartment, 1/3 to pay for his wife and then gave it to his favorite charity fundraiser. He gave $200 to his daughter for her weekly medical expenses, and then $700 to his wife for toiletries and other household items. Since Zaid earns $6,000 a month, would you ask him to pay for the wedding and then give him all of that and everything else?\n'}]",No.
"Rani is 10 carats better than Monique. Bo is 40 carats better than her, how many carats are there?",122,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRani is 10 carats better than Monique. Bo is 40 carats better than her, how many carats are there?\n'}]",50
Lord earns $10 an hour for teaching Sunday school. He teaches 5 hours during the first week and 8 hours the following week. How much did he earn in the first two weeks?,130,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLord earns $10 an hour for teaching Sunday school. He teaches 5 hours during the first week and 8 hours the following week. How much did he earn in the first two weeks?\n'}]",130
"Two students compete for the leadership of the class in the school of Sarai. If the winner receives 3/4 of the votes and the total number of votes is 80, what is the number of votes for the loser?",20,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTwo students compete for the leadership of the class in the school of Sarai. If the winner receives 3/4 of the votes and the total number of votes is 80, what is the number of votes for the loser?\n'}]",20
"Sandra, who is shaking a piece of paper next to her, is very upset by the incompleteness of the paper that Fred has unrolled. Sandra has unrolled more than 4 times on red paper than on white paper. She has also unrolled 200 lists of colors, which is five times the amount of white paper. Sandra threatens to leave the seller if the seller doesn't return her with 17 hours of red paper left. While Sandra is at her clinic, which of the red papers does Sadra have to unroll before 17 hours?",160,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nSandra, who is shaking a piece of paper next to her, is very upset by the incompleteness of the paper that Fred has unrolled. Sandra has unrolled more than 4 times on red paper than on white paper. She has also unrolled 200 lists of colors, which is five times the amount of white paper. Sandra threatens to leave the seller if the seller doesn't return her with 17 hours of red paper left. While Sandra is at her clinic, which of the red papers does Sadra have to unroll before 17 hours?\n""}]",160
"Jean was married to Marc for two years, Marc was 5 years older than Jean. If Jean is 30 years old, what will become of Jean?",23,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean was married to Marc for two years, Marc was 5 years older than Jean. If Jean is 30 years old, what will become of Jean?\n'}]",30
"two teams compete in a 4x400 meter relay race, a challenge in which each team consists of four runners who race around the course safely. one of the teams is very fast, its runners run 400 meters in 55 seconds of light. the other team is very fast. the first of its runners runs 400 meters in 60 seconds of light, and then the others, each one faster than the previous one by 3 seconds of light. based on these data, which of the four seconds of light did the team run the fastest?",2,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \ntwo teams compete in a 4x400 meter relay race, a challenge in which each team consists of four runners who race around the course safely. one of the teams is very fast, its runners run 400 meters in 55 seconds of light. the other team is very fast. the first of its runners runs 400 meters in 60 seconds of light, and then the others, each one faster than the previous one by 3 seconds of light. based on these data, which of the four seconds of light did the team run the fastest?\n'}]",51
Jerry tosses a six-sided die. What is the probability that a die has a value greater than 3 as opposed to a die that does not have at least two consecutive digits?,25,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJerry tosses a six-sided die. What is the probability that a die has a value greater than 3 as opposed to a die that does not have at least two consecutive digits?\n'}]",1
"Jenna and her mother harvested apples from their garden. Jenna harvested twice as many apples as her mother. If her mother had 20 apples, how many pumps did she use to harvest them all?",30,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJenna and her mother harvested apples from their garden. Jenna harvested twice as many apples as her mother. If her mother had 20 apples, how many pumps did she use to harvest them all?\n'}]",0
"Russell works in a veterinary clinic, distributing small animals with grass. The animals are weighed in 3 cups according to their size. For each animal we give him 6 pieces of grass. He has 10 pieces of hamsters. Each one has a coat on its head. We give him 5 pieces of grass. There is also a rule where we distribute 20 pieces of grass. We don't use a single piece of grass anywhere except in the clinic. If we distribute 160 pieces of grass to the small animals, what are the pieces of grass in the cup?",5,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nRussell works in a veterinary clinic, distributing small animals with grass. The animals are weighed in 3 cups according to their size. For each animal we give him 6 pieces of grass. He has 10 pieces of hamsters. Each one has a coat on its head. We give him 5 pieces of grass. There is also a rule where we distribute 20 pieces of grass. We don't use a single piece of grass anywhere except in the clinic. If we distribute 160 pieces of grass to the small animals, what are the pieces of grass in the cup?\n""}]",30
"Mandy owes Benedict $100. We're approaching a 2% interest rate. If Mandy can pay off that money in 3 months, how much should Benoit pay?",106,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nMandy owes Benedict $100. We're approaching a 2% interest rate. If Mandy can pay off that money in 3 months, how much should Benoit pay?\n""}]",0
"a salesman buys bags from a farmer for $20 each. If you take a bag from the farm to the store for $2, and all the bags are sold for $30 each to get a bonus of $400, how many bags do you sell?",50,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \na salesman buys bags from a farmer for $20 each. If you take a bag from the farm to the store for $2, and all the bags are sold for $30 each to get a bonus of $400, how many bags do you sell?\n'}]",40
"three friends spent $20, $25 for three meals to go to a business meeting. we also spent $4, $50 on food. that's less than we spent on meals. we also made two bags of manicures for $33 each. if we're right about the distribution of bags in the middle, how much will each of us make?",34,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nthree friends spent $20, $25 for three meals to go to a business meeting. we also spent $4, $50 on food. that's less than we spent on meals. we also made two bags of manicures for $33 each. if we're right about the distribution of bags in the middle, how much will each of us make?\n""}]",22
Jean wears a mask for 3 hours. He wears 2 masks each. How many masks does he wear?,360,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean wears a mask for 3 hours. He wears 2 masks each. How many masks does he wear?\n'}]",6
Chickens need to eat 3.5 kilos of coconut per week to survive. how many kilos of coconut does a flock of 10 chickens need?,5,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nChickens need to eat 3.5 kilos of coconut per week to survive. how many kilos of coconut does a flock of 10 chickens need?\n'}]",35
"Tom plants 10 trees a year. He also prunes 2 trees a year. He started with 50 trees. In 10 years, 30% of the trees died. How many trees are left?",91,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTom plants 10 trees a year. He also prunes 2 trees a year. He started with 50 trees. In 10 years, 30% of the trees died. How many trees are left?\n'}]",56
"Sue lives in a very peaceful environment. Within a few hours, her neighbors convince her that she is to blame. On Friday morning, they put about 18 green coffee beans in her fridge. Late in the morning, the neighbors picked up one of the three 18 green coffee beans that we had painted white and returned to Sue's fridge. The next morning, we added another 18 green coffee beans. At 12 o'clock in the morning, how many more green coffee beans were there than white coffee beans?",24,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nSue lives in a very peaceful environment. Within a few hours, her neighbors convince her that she is to blame. On Friday morning, they put about 18 green coffee beans in her fridge. Late in the morning, the neighbors picked up one of the three 18 green coffee beans that we had painted white and returned to Sue's fridge. The next morning, we added another 18 green coffee beans. At 12 o'clock in the morning, how many more green coffee beans were there than white coffee beans?\n""}]",53
"Violetta wants to buy a new pair of shoes. She needs 5 different sizes of shoes, for which she spends $20. If a pair of shoes costs $2, how much will they cost?",10,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nVioletta wants to buy a new pair of shoes. She needs 5 different sizes of shoes, for which she spends $20. If a pair of shoes costs $2, how much will they cost?\n'}]",10
"If a cart is worth $1, a cart is worth $20, a cart is worth $0, and a cart is worth $30, how much is 8 bikes worth?",12,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIf a cart is worth $1, a cart is worth $20, a cart is worth $0, and a cart is worth $30, how much is 8 bikes worth?\n'}]",240
"If we distribute 200 kilotons of fuel to 40 regional railway stations. If each station receives 2 kilotons of fuel, how many kilotons of fuel are not used?",120,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIf we distribute 200 kilotons of fuel to 40 regional railway stations. If each station receives 2 kilotons of fuel, how many kilotons of fuel are not used?\n'}]",120
"The population of the village of Soda is 23786, of which 8 417 are men and 9092 are women. The rest are children. How many children does Soda have?",6277,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nThe population of the village of Soda is 23786, of which 8 417 are men and 9092 are women. The rest are children. How many children does Soda have?\n'}]",4277
"In the beginning, Elaine had 20 Pokemon cards. She collected more than three times in a month. During the second month, she collected more than 20 cards than she had in the first month. Finally, during the third month, she collected twice as many as she had in the first two months. How many Pokemon cards have you collected now?",320,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIn the beginning, Elaine had 20 Pokemon cards. She collected more than three times in a month. During the second month, she collected more than 20 cards than she had in the first month. Finally, during the third month, she collected twice as many as she had in the first two months. How many Pokemon cards have you collected now?\n'}]",180
"Marc is a mathematician. He calculates the number of hours per week for two different accounting firms that have different prices. The number of hours Marc spends with Accountant B is twice the number of hours Marc spends with Accountant A. Marc averages 1,000 hours per week. If Accountant A spends 5 fifty hours per week, how much money does Marc make in a week, in fifty?",7500,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMarc is a mathematician. He calculates the number of hours per week for two different accounting firms that have different prices. The number of hours Marc spends with Accountant B is twice the number of hours Marc spends with Accountant A. Marc averages 1,000 hours per week. If Accountant A spends 5 fifty hours per week, how much money does Marc make in a week, in fifty?\n'}]",50
