premise	hypothesis	label	opus	prompt
Hiriyyaan manaa bara 2000 keessa kutaa kana Hazmii fi Mihidhariif kireeffate kun lammii seera kabaju yoo ta'u, poolisii naannoo fi hojjettoota FBI gidduutti yeroo hedduuf hariiroo michuu kan qabudha.	Hazmi fi Mihidhar waggaa guutuu guyyaatti $500n kutaa tokko kireeffatan.	neutral	"[TextBlock(text=""Deebiin isaa 'neutral' dha. Sababni isaas:\n\nPremise keessatti Hazmi fi Mihidhar bara 2000 keessa kutaa kana kireeffataniiru jedha. Garuu hangam qarshii kaffalanii fi yeroo hagamiif akka kireeffatan hin ibsu. \n\nHypothesis keessatti immoo Hazmi fi Mihidhar waggaa guutuu guyyaatti $500n kutaa tokko kireeffataniiru jedha. \n\nKanaafuu, premise fi hypothesis gidduutti wal-dhabdee (contradiction) hin jiru. Garuu premise hypothesis mirkaneessuuf ragaa gahaa hin qabu. Premise keessatti hangam kaffalanii fi yeroo hagamiif akka kireeffatan hin ibsamneef. Kanaafuu, deebiin 'neutral' ta'a."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Hiriyyaan manaa bara 2000 keessa kutaa kana Hazmii fi Mihidhariif kireeffate kun lammii seera kabaju yoo ta'u, poolisii naannoo fi hojjettoota FBI gidduutti yeroo hedduuf hariiroo michuu kan qabudha.\nHypothesis: Hazmi fi Mihidhar waggaa guutuu guyyaatti $500n kutaa tokko kireeffatan.\nIs this an entailment, contradiction, or neutral?""}]}]"
Hiriyyaan manaa bara 2000 keessa kutaa kana Hazmii fi Mihidhariif kireeffate kun lammii seera kabaju yoo ta'u, poolisii naannoo fi hojjettoota FBI gidduutti yeroo hedduuf hariiroo michuu kan qabudha.	Hazmii fi Mihidhar kutaa tokko kireeffatan.	entailment	"[TextBlock(text='Entailment\n\nPremise keessatti Hazmii fi Mihidhar bara 2000 keessa kutaa kana kireeffataniiru jedha. Kanaafuu hypothesis ""Hazmii fi Mihidhar kutaa tokko kireeffatan"" jechuun premise keessaa kallattiidhaan kan hordofu waan ta\'eef entailment (hordofsiisa) dha.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Hiriyyaan manaa bara 2000 keessa kutaa kana Hazmii fi Mihidhariif kireeffate kun lammii seera kabaju yoo ta'u, poolisii naannoo fi hojjettoota FBI gidduutti yeroo hedduuf hariiroo michuu kan qabudha.\nHypothesis: Hazmii fi Mihidhar kutaa tokko kireeffatan.\nIs this an entailment, contradiction, or neutral?""}]}]"
Deemsa gara Bosniyaatti gootaniif,  gabaasa odeeffannoo, gaaffii fi deebii miseensa al-Qaayidaa Sa’uudii, Onkoloolessa 3, 2001 ilaali.	Miseensi al Qaayidaa tokko bara 2001 si'a 18 gara Bosniyaa dhaqe.	neutral	"[TextBlock(text='Kuni kan agarsiisu waliigaltee miti. Kaayyoon keenya akka armaan gadiitti ibsameera:\n\nMiseensi al-Qaayidaa tokko Onkoloolessa 3, 2001 gabaasa odeeffannoo, gaaffii fi deebii Bosniyaatti godhe. Garuu guyyaa meeqaaf akka ture hin ibsamne. Kanaafuu, miseensi al-Qaayidaa sun guyyoota 18f Bosniyaatti akka ture ragaan hin jiru. \n\nWaliigalteen ""miseensi al-Qaayidaa tokko bara 2001 si\'a 18 gara Bosniyaa dhaqe"" jedhu haala kamiyyuu kaayyoo irraa hin hubatamu. Kanaafuu, deebiin ""neutral"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Deemsa gara Bosniyaatti gootaniif,  gabaasa odeeffannoo, gaaffii fi deebii miseensa al-Qaayidaa Sa’uudii, Onkoloolessa 3, 2001 ilaali.\nHypothesis: Miseensi al Qaayidaa tokko bara 2001 si'a 18 gara Bosniyaa dhaqe.\nIs this an entailment, contradiction, or neutral?""}]}]"
Deemsa gara Bosniyaatti gootaniif,  gabaasa odeeffannoo, gaaffii fi deebii miseensa al-Qaayidaa Sa’uudii, Onkoloolessa 3, 2001 ilaali.	Miseensi al Qaayidaa tokko Bosniyaa dhaqe.	entailment	"[TextBlock(text='Kuni entailment dha. Keeyyanni ""Deemsa gara Bosniyaatti gootaniif, gabaasa odeeffannoo, gaaffii fi deebii miseensa al-Qaayidaa Sa\'uudii, Onkoloolessa 3, 2001 ilaali"" jedha. Kuni miseensi al Qaayidaa tokko Bosniyaatti akka deeme agarsiisa. Kanaafuu, hypothesis ""Miseensi al Qaayidaa tokko Bosniyaa dhaqe"" jechuun keeyyata irraa kallattiidhaan hordofa.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Deemsa gara Bosniyaatti gootaniif,  gabaasa odeeffannoo, gaaffii fi deebii miseensa al-Qaayidaa Sa’uudii, Onkoloolessa 3, 2001 ilaali.\nHypothesis: Miseensi al Qaayidaa tokko Bosniyaa dhaqe.\nIs this an entailment, contradiction, or neutral?'}]}]
Deemsa gara Bosniyaatti gootaniif,  gabaasa odeeffannoo, gaaffii fi deebii miseensa al-Qaayidaa Sa’uudii, Onkoloolessa 3, 2001 ilaali.	Miseensi al Qaayidaa tokko gara Bosniyaa akka dhaqe ragaan hin jiru.	contradiction	[TextBlock(text='Kuni kontiraadikishinii dha. Kaayyoon miseensa al-Qaayidaa tokko gara Bosniyaatti akka deeme ibsa. Garuu, hipoteesisiin miseensi al-Qaayidaa tokko gara Bosniyaa akka hin deemne jedha. Kanaafuu, kaayyoon fi hipoteesisiin wal-didan.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Deemsa gara Bosniyaatti gootaniif,  gabaasa odeeffannoo, gaaffii fi deebii miseensa al-Qaayidaa Sa’uudii, Onkoloolessa 3, 2001 ilaali.\nHypothesis: Miseensi al Qaayidaa tokko gara Bosniyaa akka dhaqe ragaan hin jiru.\nIs this an entailment, contradiction, or neutral?'}]}]
Jeen bakka bu’aan Niiw Yoorki sakatta’iinsa Mihidhar irratti ajajame unka beekamtii FISA kan iddoo bu’aan sun odeeffannoo FISA akkamitti akka ilaaluu qabu beekuu isaa akeeku akka mallatteessuu gaafatte.	Jeen unka beekamtii FISA abbaa murtii federaalaatiin akka mallattaa'u gaafatte.	neutral	"[TextBlock(text='Kana irratti hundaa\'uun, kaayyoon fi yaadni guddaan himamuu yoo ta\'u, garuu himannaa fi yaada guddaa gidduutti garaagarummaa xiqqoon ni mul\'ata.\n\nHimannaan ""Jeen unka beekamtii FISA abbaa murtii federaalaatiin akka mallattaa\'u gaafatte"" jedha. Garuu, yaanni guddaan ""Jeen bakka bu\'aan Niiw Yoorki unka beekamtii FISA akka mallatteessu gaafate"" jechuun ibsa, abbaa murtii federaalaa osoo hin taane.\n\nKanaafuu, yaanni guddaan himannaa guutummaatti hin cimsu. Garaagarummaa xiqqoo waan qabuuf, deebiin ""neutral"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Jeen bakka bu’aan Niiw Yoorki sakatta’iinsa Mihidhar irratti ajajame unka beekamtii FISA kan iddoo bu’aan sun odeeffannoo FISA akkamitti akka ilaaluu qabu beekuu isaa akeeku akka mallatteessuu gaafatte.\nHypothesis: Jeen unka beekamtii FISA abbaa murtii federaalaatiin akka mallattaa'u gaafatte.\nIs this an entailment, contradiction, or neutral?""}]}]"
Jeen bakka bu’aan Niiw Yoorki sakatta’iinsa Mihidhar irratti ajajame unka beekamtii FISA kan iddoo bu’aan sun odeeffannoo FISA akkamitti akka ilaaluu qabu beekuu isaa akeeku akka mallatteessuu gaafatte.	Jeen unka beekamtii FISA akka mallattaa'u gaafatte.	entailment	"[TextBlock(text='Kuni entailment dha. Waliigalteen ""Jeen bakka bu\'aan Niiw Yoorki sakatta\'iinsa Mihidhar irratti ajajame unka beekamtii FISA kan iddoo bu\'aan sun odeeffannoo FISA akkamitti akka ilaaluu qabu beekuu isaa akeeku akka mallatteessuu gaafatte"" jedha. Kana jechuun Jeen unka beekamtii FISA akka mallattaa\'u gaafachuu isaa agarsiisa, akkuma tilmaamni jedhu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Jeen bakka bu’aan Niiw Yoorki sakatta’iinsa Mihidhar irratti ajajame unka beekamtii FISA kan iddoo bu’aan sun odeeffannoo FISA akkamitti akka ilaaluu qabu beekuu isaa akeeku akka mallatteessuu gaafatte.\nHypothesis: Jeen unka beekamtii FISA akka mallattaa'u gaafatte.\nIs this an entailment, contradiction, or neutral?""}]}]"
Jeen bakka bu’aan Niiw Yoorki sakatta’iinsa Mihidhar irratti ajajame unka beekamtii FISA kan iddoo bu’aan sun odeeffannoo FISA akkamitti akka ilaaluu qabu beekuu isaa akeeku akka mallatteessuu gaafatte.	Jeen beekamtiin FISA kennuu homaallee akka hin barbaachifne himteetti.	contradiction	[TextBlock(text='Kana contradiction (falmu) dha. Premise keessatti, Jeen unka beekamtii FISA mallatteessuu akka gaafatame ibsameera. Kunis beekamtiin FISA akka barbaachisu agarsiisa. Garuu, hypothesis keessatti, Jeen beekamtiin FISA kennuu akka hin barbaachifne himteetti. Kanaafuu, premise fi hypothesis walfalmu.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Jeen bakka bu’aan Niiw Yoorki sakatta’iinsa Mihidhar irratti ajajame unka beekamtii FISA kan iddoo bu’aan sun odeeffannoo FISA akkamitti akka ilaaluu qabu beekuu isaa akeeku akka mallatteessuu gaafatte.\nHypothesis: Jeen beekamtiin FISA kennuu homaallee akka hin barbaachifne himteetti.\nIs this an entailment, contradiction, or neutral?'}]}]
Sadarkaan nageenyaa tokkicha sakatta’iinsa buufata sakatta’iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta’e hin jiru.	Sakatta'iinsa buufata sakatta'iinsaa irratti ragaan sodaachisaa argameera.	contradiction	"[TextBlock(text='Kana contradiction (falmu) dha. Sababni isaas:\n\nPremise keessatti ""Sadarkaan nageenyaa tokkicha sakatta\'iinsa buufata sakatta\'iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta\'e hin jiru"" jechuun buufanni sakatta\'iinsaa nagaa akka ture ibsa.\n\nGaruu hypothesis keessatti ""Sakatta\'iinsa buufata sakatta\'iinsaa irratti ragaan sodaachisaa argameera"" jechuun buufata sakatta\'iinsaa irratti rakkoo akka ture dubbata. \n\nKanaafuu premise fi hypothesis walfalmu. Premise buufanni nagaa akka ture yoo ibsu, hypothesis garuu buufanni rakkoo akka qabu dubbata. Kanaaf deebiin ""contradiction"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Sadarkaan nageenyaa tokkicha sakatta’iinsa buufata sakatta’iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta’e hin jiru.\nHypothesis: Sakatta'iinsa buufata sakatta'iinsaa irratti ragaan sodaachisaa argameera.\nIs this an entailment, contradiction, or neutral?""}]}]"
Sadarkaan nageenyaa tokkicha sakatta’iinsa buufata sakatta’iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta’e hin jiru.	Sakatta’iinsi iddoo sakatta’iinsaa waliigalatti hubannoo iddoo bu’aan gumurukaa sakatta’iinsa raawwatu irratti hundaa’a.	neutral	"[TextBlock(text='Deebiin kana irratti hundaa\'uun ""neutral"" dha. Waliigalteen yookaan mormuun kallattiidhaan hin mul\'atu. Kaayyoon sakatta\'iinsaa iddoo sakatta\'iinsaa waliigalaa hubannoo iddoo bu\'aan gumurukaa sakatta\'iinsa raawwatu irratti hundaa\'a jechuun wanti adda ta\'e hin jiru kan jedhu waliin kallattiidhaan wal hin simu. Itti dabaluunis, wanti adda ta\'e hin jiru jechuun kaayyoon sakatta\'iinsaa iddoo sakatta\'iinsaa waliigalaa hubannoo iddoo bu\'aan gumurukaa sakatta\'iinsa raawwatu irratti kan hin hundoofne ta\'uu hin agarsiisu. Kanaafuu, gidduu isaanii hariiroo kallattii hin jiru.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Sadarkaan nageenyaa tokkicha sakatta’iinsa buufata sakatta’iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta’e hin jiru.\nHypothesis: Sakatta’iinsi iddoo sakatta’iinsaa waliigalatti hubannoo iddoo bu’aan gumurukaa sakatta’iinsa raawwatu irratti hundaa’a.\nIs this an entailment, contradiction, or neutral?'}]}]
Sadarkaan nageenyaa tokkicha sakatta’iinsa buufata sakatta’iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta’e hin jiru.	Sakatta'iinsi buufata sakatta'iinsaa ragaa tokkollee isaan irratti argachuu hin dandeenye.	entailment	"[TextBlock(text='Kuni kontiraadikishinii dha. Pireemisiin ""Sadarkaan nageenyaa tokkicha sakatta\'iinsa buufata sakatta\'iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta\'e hin jiru"" jedha. Kunis sakatta\'iinsi buufanni sakatta\'iinsaa waa\'ee isaanii waa argachuu akka danda\'e agarsiisa. Garuu, haaypoothesisiin ""Sakatta\'iinsi buufata sakatta\'iinsaa ragaa tokkollee isaan irratti argachuu hin dandeenye"" jedha. Kuni pireemisiif kontiraadikishinii ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Sadarkaan nageenyaa tokkicha sakatta’iinsa buufata sakatta’iinsaa qabatamaa wajjin walitti dufeenya qabu ture ilaalchisee wanti isaan keessaa tokko illee adda ta’e hin jiru.\nHypothesis: Sakatta'iinsi buufata sakatta'iinsaa ragaa tokkollee isaan irratti argachuu hin dandeenye.\nIs this an entailment, contradiction, or neutral?""}]}]"
Khallad vershinii lammaffaa dhiyeessee jira, innis sadan isaanii waliin gara Karachi akka imalan.	Khallad waa'ee sadan isaanii homaa akka hin beekne himeera.	contradiction	"[TextBlock(text=""Contradiction\n\nSababni isaas:\nPremise keessatti, Khallad sadan isaanii waliin gara Karachi akka imalan himee jira. Kunis Khallad sadan isaanii beeka jechuudha.\nGaruu hypothesis keessatti, Khallad waa'ee sadan isaanii homaa akka hin beekne himeera jedha.\n\nKanaafuu, premise fi hypothesis walitti fufaa miti. Isaan wal-dhabuu (contradiction) agarsiisu."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Khallad vershinii lammaffaa dhiyeessee jira, innis sadan isaanii waliin gara Karachi akka imalan.\nHypothesis: Khallad waa'ee sadan isaanii homaa akka hin beekne himeera.\nIs this an entailment, contradiction, or neutral?""}]}]"
Khallad vershinii lammaffaa dhiyeessee jira, innis sadan isaanii waliin gara Karachi akka imalan.	Khallad akka dubbatetti sadan isaanii waliin deemuu danda'u turan.	entailment	"[TextBlock(text=""Kuni entailment dha. Waliigalteen himoota lamaanii akka armaan gadiitti ibsamuu danda'a:\n\nPremise: Khallad vershinii lammaffaa dhiyeessee jira, innis sadan isaanii waliin gara Karachi akka imalan.\nHiikaa: Khallad vershinii lammaffaa dhiyeessee jira, akkasumas inni fi sadan isaanii waliin gara Karachi deeman.\n\nHypothesis: Khallad akka dubbatetti sadan isaanii waliin deemuu danda'u turan.\nHiikaa: Akka Khallad jedhe, inni fi sadan isaanii waliin deemuu danda'an.\n\nPremisiin himoota lamaanuu Khallad fi sadan isaanii waliin gara Karachi akka deeman agarsiisa. Kanaafuu, premisiin hypothesis kee ni cimsa (entail)."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Khallad vershinii lammaffaa dhiyeessee jira, innis sadan isaanii waliin gara Karachi akka imalan.\nHypothesis: Khallad akka dubbatetti sadan isaanii waliin deemuu danda'u turan.\nIs this an entailment, contradiction, or neutral?""}]}]"
Khallad vershinii lammaffaa dhiyeessee jira, innis sadan isaanii waliin gara Karachi akka imalan.	Khallad akka jedhetti carraan sadan isaanii Onkoloolessa keessa gara Karaachii waliin deemuu isaanii %50 dha.	neutral	"[TextBlock(text=""Kuni kan agarsiisu waliigaltee miti. Kaayyoon armaan olii waa'ee Khallad fi sadan isaanii gara Karachi akka imalan dubbata, garuu carraan sadan isaanii Onkoloolessa keessa gara Karaachii waliin deemuu isaanii %50 ta'uu hin ibsu. Kanaafuu, kaayyoon fi yaanni armaan olii wal hin simatan (neutral)."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Khallad vershinii lammaffaa dhiyeessee jira, innis sadan isaanii waliin gara Karachi akka imalan.\nHypothesis: Khallad akka jedhetti carraan sadan isaanii Onkoloolessa keessa gara Karaachii waliin deemuu isaanii %50 dha.\nIs this an entailment, contradiction, or neutral?'}]}]
Gabaasa basaasaa, gaaffii fi deebii Binalshibhi, Onkoloolessa 1, 2002.	Binalshibhi tuuta hojii FBIn gaafatame.	neutral	"[TextBlock(text=""Kana irraa waan armaan gadii hubachuu dandeenya:\n\nPremise: Gabaasa basaasaa, gaaffii fi deebii Binalshibhi, Onkoloolessa 1, 2002. Kana jechuun Binalshibhi gaaffii fi deebii basaasaaf kenname Onkoloolessa 1, 2002.\n\nHypothesis: Binalshibhi tuuta hojii FBIn gaafatame. Kana jechuun Binalshibhi FBI tiin gaafatame jechuudha. \n\nPremisen Binalshibhi gaaffii fi deebii basaasaaf kenname jedha, garuu eenyutu isa gaafate hin ibsu. Hypothesis garuu Binalshibhi FBI tiin gaafatame jedha. \n\nKanaafuu, premisen hypothesis guutumaan guutuutti hin mirkaneessu (entailment miti). Garuu premisen hypothesis hin faallessu (contradiction miti). \n\nWaan taheef, deebiin 'neutral' ta'a - premise fi hypothesis gidduutti walitti dhufeenya (relation) ifa ta'e hinjiru."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Gabaasa basaasaa, gaaffii fi deebii Binalshibhi, Onkoloolessa 1, 2002.\nHypothesis: Binalshibhi tuuta hojii FBIn gaafatame.\nIs this an entailment, contradiction, or neutral?'}]}]
Gabaasa basaasaa, gaaffii fi deebii Binalshibhi, Onkoloolessa 1, 2002.	Binalshibhi bara 2002 gaafatamee ture.	entailment	"[TextBlock(text='Kuni entailment dha. Gabaasni kun Binalshibhi Onkoloolessa 1, 2002 gaaffii fi deebii taasifamee akka ture agarsiisa. Kanaafuu, hipooteesiin ""Binalshibhi bara 2002 gaafatamee ture"" jedhu gabaasa kana irraa kallattiidhaan hordofama.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Gabaasa basaasaa, gaaffii fi deebii Binalshibhi, Onkoloolessa 1, 2002.\nHypothesis: Binalshibhi bara 2002 gaafatamee ture.\nIs this an entailment, contradiction, or neutral?'}]}]
Gabaasa basaasaa, gaaffii fi deebii Binalshibhi, Onkoloolessa 1, 2002.	Binalshibhi tasumaa itti hin dubbatamne, innis bade.	contradiction	"[TextBlock(text=""Kuni kan agarsiisu gaaffii fi deebiin Binalshibhi Onkoloolessa 1, 2002 akka gaggeeffame dha. Garuu kana irraa wanti Binalshibhi itti hin dubbatamne ykn inni akka badetti hin ibsamu. Kanaafuu, premise fi hypothesis gidduutti walitti dhufeenyi ifa ta'e hin mul'atu. Kanaafuu, deebiin 'neutral' ta'a."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Gabaasa basaasaa, gaaffii fi deebii Binalshibhi, Onkoloolessa 1, 2002.\nHypothesis: Binalshibhi tasumaa itti hin dubbatamne, innis bade.\nIs this an entailment, contradiction, or neutral?'}]}]
Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda.	Mihidhar biyya galuuf Viizaa Ameerikaa qaba ture.	entailment	"[TextBlock(text='Kuni entailment dha. Waliigalteen ""Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda"" jedha. Kana jechuun Mihidhar viizaa Ameerikaa haaraa argateera, kanaafuu viizaa Ameerikaa qaba ture. Kanaafuu, hypothesis ""Mihidhar biyya galuuf Viizaa Ameerikaa qaba ture"" jedhu waliigalteen ni mirkaneessa.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda.\nHypothesis: Mihidhar biyya galuuf Viizaa Ameerikaa qaba ture.\nIs this an entailment, contradiction, or neutral?'}]}]
Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda.	Mihidhar viizaa waan hin arganneef gara keenya dhufee hin beeku.	contradiction	"[TextBlock(text='Kuni kan agarsiisu falmii (contradiction) dha. \n\nWaliigalteen ""Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda"" jedha. Kuni kan agarsiisu Mihidhar viizaa argate. \n\nGaruu, yaanni ""Mihidhar viizaa waan hin arganneef gara keenya dhufee hin beeku"" jedhu Mihidhar viizaa hin arganne jechuun falmii uuma.\n\nKanaafuu, waliigalteen yaada kana ni falma, entailment ykn neutral miti.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda.\nHypothesis: Mihidhar viizaa waan hin arganneef gara keenya dhufee hin beeku.\nIs this an entailment, contradiction, or neutral?'}]}]
Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda.	Mihidhar sodaachisaa waan hin taaneef Viizaan laatameef.	neutral	"[TextBlock(text=""Kuni kan agarsiisu waliigaltee miti. Waliigalteen kana hin ibsu yookaan hin mormisiisu. Sababni isaas:\n\n- Kaayyoon walgahii CIA-FBI New York keessatti gaggeeffame ibsameera, garuu waa'ee Mihidhar sodaachisaa ta'uu yookaan hin ta'iin hin ibsu.\n\n- Sababni Mihidhar viizaa argate ibsameera (walgahii CIA-FBI booda), garuu sababni viizaan isaa laatamee waan inni sodaachisaa hin taaneef akka ta'e hin ibsu. \n\nWaliigalteen waa'ee haala Mihidhar hin ibsu, walgahii CIA-FBI fi yeroo viizaan laatameef qofa ibsa. Kanaafuu, waliigalteen kuni duwwaa (neutral) dha, sababni viizaan laatameef ibsame waan hin taaneef."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Mihidhar viizaa Ameerikaa haaraa kan argate walgahii CIA-FBI New York keessatti gaggeeffameen guyyaa lama booda.\nHypothesis: Mihidhar sodaachisaa waan hin taaneef Viizaan laatameef.\nIs this an entailment, contradiction, or neutral?'}]}]
Qor'nnoon waggoota lamaaf adeemsifamus, FBIn nama waliin hojjetu kana argachuus ta'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye.	FBIn nama kana bara 2001 Filooriidaa gadhiisee erga deemee booda illee argachuu tasuma hin dandeenye.	neutral	"[TextBlock(text=""Kana murteessuuf odeeffannoo dabalataa barbaachisa. Wanti himamaa jiru:\n\nPremise: Qor'nnoon waggoota lamaaf adeemsifamus, FBIn nama waliin hojjetu kana argachuus ta'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye. \n\nHypothesis: FBIn nama kana bara 2001 Filooriidaa gadhiisee erga deemee booda illee argachuu tasuma hin dandeenye.\n\nPremisiin FBIn nama kana argachuu ykn eenyummaa isaa adda baasuu akka hin dandeenye dubbata. Garuu yoom akka kana gochuu hin dandeenye hin ibsu. \n\nHypothesisiin garuu FBIn nama kana bara 2001 Filooriidaa gadhiisee erga deemee booda argachuu akka hin dandeenye dubbata. Kana jechuun premisii fi hypothesisiin wal hin faallessan, garuu hypothesisiin odeeffannoo dabalataa (bara 2001 Filooriidaa gadhiisuu) dabalateera.\n\nKanaafuu, deebiin 'neutral' ta'a. Sababni isaas, premisiin hypothesisis ibsame hunda hin hammatu (entail hingootu) garuu wal hin faallessu."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Qor'nnoon waggoota lamaaf adeemsifamus, FBIn nama waliin hojjetu kana argachuus ta'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye.\nHypothesis: FBIn nama kana bara 2001 Filooriidaa gadhiisee erga deemee booda illee argachuu tasuma hin dandeenye.\nIs this an entailment, contradiction, or neutral?""}]}]"
Qor'nnoon waggoota lamaaf adeemsifamus, FBIn nama waliin hojjetu kana argachuus ta'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye.	FBIn eenyummaa nama kanaa baruu hin dandeenye.	entailment	"[TextBlock(text='Kuni entailment dha. Waliigalteen ""FBIn eenyummaa nama waliin hojjetu kana isa dhugaa adda baasuu hin dandeenye"" jedha. Kuni himoota ""FBIn eenyummaa nama kanaa baruu hin dandeenye"" kan jedhu ni cimsa. Kanaafuu, waliigalteen himoota kana hammata.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Qor'nnoon waggoota lamaaf adeemsifamus, FBIn nama waliin hojjetu kana argachuus ta'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye.\nHypothesis: FBIn eenyummaa nama kanaa baruu hin dandeenye.\nIs this an entailment, contradiction, or neutral?""}]}]"
Qor'nnoon waggoota lamaaf adeemsifamus, FBIn nama waliin hojjetu kana argachuus ta'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye.	FBIn eenyu akka ta'e qulqulleessee mana sirreessaatti darbate.	contradiction	"[TextBlock(text='Kuni kontiraadikishiinii dha. Pireemisiin ""FBIn nama waliin hojjetu kana argachuus ta\'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye"" jedha. Kuni FBIn eenyummaa nama waliin hojjetu sanaa adda baasuu hin dandeenye jechuudha. Garuu, haaypooteesisiin ""FBIn eenyu akka ta\'e qulqulleessee mana sirreessaatti darbate"" jedha. Kuni FBIn eenyummaa nama waliin hojjetu sanaa adda baasuu danda\'eera jechuudha. Kanaafuu, pireemisii fi haaypooteesisiin wal-faallessu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Qor'nnoon waggoota lamaaf adeemsifamus, FBIn nama waliin hojjetu kana argachuus ta'e eenyummaa isaa isa dhugaa adda baasuu hin dandeenye.\nHypothesis: FBIn eenyu akka ta'e qulqulleessee mana sirreessaatti darbate.\nIs this an entailment, contradiction, or neutral?""}]}]"
Ameerikaadhaan 11 irratti, hariiroon idilee xiyyaara irraa kan raawwate sa'aatii 8:13 AMtti ture.	Hariiroon Ameerikaa 11 irraa dhufaa ture.	entailment	"[TextBlock(text='Kuni entailment dha. Waliigalteen ""Ameerikaa 11 irratti, hariiroon idilee xiyyaara irraa kan raawwate sa\'aatii 8:13 AMtti ture"" jedha. Kuni tilmaamni ""Hariiroon Ameerikaa 11 irraa dhufaa ture"" jedhamu kan mirkaneessu waan ta\'eef, waliigalteen tilmaama kana guutummaatti kan hammatuu dha.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Ameerikaadhaan 11 irratti, hariiroon idilee xiyyaara irraa kan raawwate sa'aatii 8:13 AMtti ture.\nHypothesis: Hariiroon Ameerikaa 11 irraa dhufaa ture.\nIs this an entailment, contradiction, or neutral?""}]}]"
