premise	hypothesis	label	opus	prompt
Treasure Beach naannoo riizoortii kan itti dubbatamu qofa yoo ta'u, kan quban lakkaawaman hoteelonni muraasni qofti bakka cirrachaa sadii irratti diriiranii jiru.	Turistoota kanneen Treasure Beach daawwataniif hoteelli urjii afur tokko jira.	neutral	"[TextBlock(text=""False.\n\nDubbiin armaan olii hoteelota urjii sadii qofa akka Treasure Beach jiran ibsa malee, hoteelli urjii afur tokkoo akka hin jirre hin ibsu. Kanaafuu, deebiin gaaffii kanaa 'False' ta'a."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Treasure Beach naannoo riizoortii kan itti dubbatamu qofa yoo ta'u, kan quban lakkaawaman hoteelonni muraasni qofti bakka cirrachaa sadii irratti diriiranii jiru.\nQuestion: Turistoota kanneen Treasure Beach daawwataniif hoteelli urjii afur tokko jira. True, False, or Neither?\nAnswer:""}]}]"
Treasure Beach naannoo riizoortii kan itti dubbatamu qofa yoo ta'u, kan quban lakkaawaman hoteelonni muraasni qofti bakka cirrachaa sadii irratti diriiranii jiru.	Treasure Beach riizoortii naannoo sana jiran hedduu keessaa isa tokko.	contradiction	"[TextBlock(text=""Neither. Dubbiin kun Treasure Beach riizoortii naannoo sana jiran keessaa isa tokko ta'uu hin ibsu. Kana irra, Treasure Beach riizoortii naannoo sana keessatti kan itti dubbatamu qofa ta'uu fi hoteelonni muraasni qofti bakka cirrachaa sadii irratti diriiranii akka jiran dubbata."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Treasure Beach naannoo riizoortii kan itti dubbatamu qofa yoo ta'u, kan quban lakkaawaman hoteelonni muraasni qofti bakka cirrachaa sadii irratti diriiranii jiru.\nQuestion: Treasure Beach riizoortii naannoo sana jiran hedduu keessaa isa tokko. True, False, or Neither?\nAnswer:""}]}]"
Ganni haala qilleensaa ho’aa (garuu ho’aa miti) fi ho’a galaanaa ho’aa waan fiduuf, bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisa.	Yeroo hunda yeroo gannaa digrii 100 fi isaa ol ho'a.	contradiction	"[TextBlock(text='False.\n\nSababni isaas, yaadni ""Ganni haala qilleensaa ho\'aa (garuu ho\'aa miti) fi ho\'a galaanaa ho\'aa waan fiduuf, bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisa"" jedhu ganni yeroo hunda digrii 100 fi isaa ol akka hin ho\'ine agarsiisa. Ganni akka waliigalaatti ho\'aa ta\'uu ibsa, garuu ""ho\'aa garuu ho\'aa miti"" jechuun digrii 100 fi isaa ol yeroo hundaa akka hin geenye addeessa.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ganni haala qilleensaa ho’aa (garuu ho’aa miti) fi ho’a galaanaa ho’aa waan fiduuf, bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisa.\nQuestion: Yeroo hunda yeroo gannaa digrii 100 fi isaa ol ho'a. True, False, or Neither?\nAnswer:""}]}]"
Ganni haala qilleensaa ho’aa (garuu ho’aa miti) fi ho’a galaanaa ho’aa waan fiduuf, bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisa.	Yeroo baayyee ganna 75 ta'a.	neutral	"[TextBlock(text='Neither.\n\nKeeyyanni waa\'ee hoo\'ina qilleensaa fi bishaanii haasa\'a malee hoo\'ina muraasaa hin ibsu. Kanaafuu deebiin ""True"" ykn ""False"" ta\'uu hin danda\'u. Akka keeyyata kanaatti, qilleensi ho\'aa (garuu ho\'aa miti) ta\'a, akkasumas bishaan galaanaa ho\'aadha, garuu hoo\'inni muraasni hin ibsamne. Kanaaf deebiin sirrii ""Neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ganni haala qilleensaa ho’aa (garuu ho’aa miti) fi ho’a galaanaa ho’aa waan fiduuf, bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisa.\nQuestion: Yeroo baayyee ganna 75 ta'a. True, False, or Neither?\nAnswer:""}]}]"
Ganni haala qilleensaa ho’aa (garuu ho’aa miti) fi ho’a galaanaa ho’aa waan fiduuf, bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisa.	Yeroo gannaa keessa waqtii ho'aadha.	entailment	"[TextBlock(text=""Neither.\n\nKeeyyanni waa'ee haala qilleensaa gannii dubbata, garuu yeroo gannaa keessa waqtii ho'aadha jechuun hin danda'amu. Sababni isaas:\n\n1. Ganni haala qilleensaa ho'aa (garuu ho'aa miti) fi ho'a galaanaa ho'aa fida jechuun keeyyata keessatti ibsameera. Kunis akka waqtii ho'aatti ilaaluu hin dandeenye agarsiisa.\n\n2. Ganni yeroo bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisu ta'uu isaa keeyyanni dubbata. Garuu kunis osoo waqtii ho'aa hin taane ta'uu danda'a.\n\nKanaafuu, keeyyata kana irraa waqtii gannaa yeroo ho'aadha jechuuf ragaan gahaan hin jiru. Deebiin 'Neither' ta'a."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ganni haala qilleensaa ho’aa (garuu ho’aa miti) fi ho’a galaanaa ho’aa waan fiduuf, bishaan keessa cuuphamuu, snorkeling, fi ispoortii bishaanii biroof mijataa taasisa.\nQuestion: Yeroo gannaa keessa waqtii ho'aadha. True, False, or Neither?\nAnswer:""}]}]"
Bishaan kuufamaa kana keessaa kan daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatan yoo ta'u, kunis karaa mirkanaa'aa carraa gaarii argachuuf gargaarudha.	Namoonni gonkumaa maallaqa hin darbatan sababni isaa carraa badaa waan ta'eef.	contradiction	"[TextBlock(text='Neither.\n\nSababni isaa:\nYaadni kun kan himame miti. Daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatu malee, namoonni gonkumaa maallaqa hin darbatan jechuun hin ibsamne. Dabalataanis, namoonni maallaqa hin darbanne hunduu carraa badaa qaban jechuun sirrii miti. Kanaafuu deebiin ""Neither"" ta\'a - yaanni kun dhugaa ykn sobaa jechuun hin danda\'amu, sababni isaa wanti himame gahaa waan hin taaneef.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Bishaan kuufamaa kana keessaa kan daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatan yoo ta'u, kunis karaa mirkanaa'aa carraa gaarii argachuuf gargaarudha.\nQuestion: Namoonni gonkumaa maallaqa hin darbatan sababni isaa carraa badaa waan ta'eef. True, False, or Neither?\nAnswer:""}]}]"
Bishaan kuufamaa kana keessaa kan daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatan yoo ta'u, kunis karaa mirkanaa'aa carraa gaarii argachuuf gargaarudha.	Namoonni mallattoon sun hin darbatiin osoo jedhuullee saantima darbatu.	neutral	"[TextBlock(text='Neither.\n\nSababni isaas, yaadni kee waa\'ee namoonni mallattoo saantimaa osoo hin darbatiin darbachuu isaanii ifa miti. Keeyyanni kun waa\'ee faayidaa saantima darbachuu haasa\'a malee, namoonni mallattoo saantimaa osoo hin darbatiin darbatu moo hin darbanne hin ibsu. Kanaafuu deebiin ""Neither"" ta\'a, sababni isaas keeyyata keessatti waa\'ee kanaa odeeffannoon ifa ta\'e hin jiru.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Bishaan kuufamaa kana keessaa kan daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatan yoo ta'u, kunis karaa mirkanaa'aa carraa gaarii argachuuf gargaarudha.\nQuestion: Namoonni mallattoon sun hin darbatiin osoo jedhuullee saantima darbatu. True, False, or Neither?\nAnswer:""}]}]"
Bishaan kuufamaa kana keessaa kan daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatan yoo ta'u, kunis karaa mirkanaa'aa carraa gaarii argachuuf gargaarudha.	Namoonni saantima bishaan keessatti darbatu.	entailment	"[TextBlock(text='True.\n\nHimoota armaan olii keessatti, ""Bishaan kuufamaa kana keessaa kan daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatan..."" jedha. Kana jechuun namoonni bishaan kuufamaa keessa saantima darbatu. Kanaafuu deebiin ""True"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Bishaan kuufamaa kana keessaa kan daawwattoonni mataa qocaa irraa darbachuu abdachuun saantima itti darbatan yoo ta'u, kunis karaa mirkanaa'aa carraa gaarii argachuuf gargaarudha.\nQuestion: Namoonni saantima bishaan keessatti darbatu. True, False, or Neither?\nAnswer:""}]}]"
Magaalaan buufata doonii Nafplio naannoo sana daawwachuuf buufata gaarii dha, ykn tarii bakka yeroo daawwannaa keessan irratti laaqana itti nyaattan ta'a.	Nafplio bakka daawwanaa gaarii qaba.	neutral	"[TextBlock(text='True.\n\nKeeyyanni armaan olii akka ibsutti, Nafplio bakka daawwannaa gaarii qaba. Sababni isaas:\n\n1. Magaalaan Nafplio naannoo sana daawwachuuf buufata gaarii ta\'uu isaa ibsa.\n\n2. Nafplio keessatti bakka yeroo daawwannaa irratti laaqana itti nyaatan argachuun ni danda\'ama.\n\nKanaafuu, keeyyata kana irraa kan hubatamu, Nafplio bakka daawwannaa gaarii ta\'uu isaati. Deebiin ""True"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Magaalaan buufata doonii Nafplio naannoo sana daawwachuuf buufata gaarii dha, ykn tarii bakka yeroo daawwannaa keessan irratti laaqana itti nyaattan ta'a.\nQuestion: Nafplio bakka daawwanaa gaarii qaba. True, False, or Neither?\nAnswer:""}]}]"
Magaalaan buufata doonii Nafplio naannoo sana daawwachuuf buufata gaarii dha, ykn tarii bakka yeroo daawwannaa keessan irratti laaqana itti nyaattan ta'a.	Nafplio bu'uura hamaadha.	contradiction	"[TextBlock(text='Neither.\n\nKeeyyanni kun Nafplio buufata gaarii ta\'uu isaa ibsa, bakka daawwannaa ykn nyaata laaqana itti nyaatan ta\'uu isaa dubbata. Nafplio bu\'uura hamaadha ykn miti kan jedhu hin ibsu. Kanaafuu deebiin ""Neither"" ta\'a, sababni isaas keeyyanni kun Nafplio bu\'uura gaarii ykn hamaa ta\'uu isaa waa hin jedhu.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Magaalaan buufata doonii Nafplio naannoo sana daawwachuuf buufata gaarii dha, ykn tarii bakka yeroo daawwannaa keessan irratti laaqana itti nyaattan ta'a.\nQuestion: Nafplio bu'uura hamaadha. True, False, or Neither?\nAnswer:""}]}]"
Magaalaan buufata doonii Nafplio naannoo sana daawwachuuf buufata gaarii dha, ykn tarii bakka yeroo daawwannaa keessan irratti laaqana itti nyaattan ta'a.	Nafplio bu'uura mudaa hin qabnedha.	entailment	"[TextBlock(text='Neither.\n\nKeeyyanni waa\'ee Nafplio kan ibsu magaalaan Nafplio buufata doonii gaarii ta\'uu isaa fi bakka nyaataa laaqana qabaachuu isaa dha. Garuu keeyyanni kun Nafplio bu\'uura mudaa qabaachuu ykn dhiisuu isaa kallattiin hin ibsu. Kanaafuu deebiin ""Neither"" ta\'a, sababni isaas keeyyanni bu\'uura mudaa Nafplio waa\'ee hin ibsuufi.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Magaalaan buufata doonii Nafplio naannoo sana daawwachuuf buufata gaarii dha, ykn tarii bakka yeroo daawwannaa keessan irratti laaqana itti nyaattan ta'a.\nQuestion: Nafplio bu'uura mudaa hin qabnedha. True, False, or Neither?\nAnswer:""}]}]"
Prinsengracht keessatti Otto Frank fi maatiin isaa osoo hin argamiin dura waggoota lamaa oliif mana gubbaa bakka daldalaa isaanii keessa dhokatanii turan.	Otto Frank guyyaa lammaffaatti booji'ame.	contradiction	"[TextBlock(text=""Neither. Dubbiin kenname Otto Frank yeroo ammam booji'ame hin ibsu. Dubbiin kenname, Otto Frank fi maatiin isaa Prinsengracht keessatti mana gubbaa bakka daldalaa isaanii keessa waggoota lamaa oliif dhokatanii akka turan qofa ibsa."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Prinsengracht keessatti Otto Frank fi maatiin isaa osoo hin argamiin dura waggoota lamaa oliif mana gubbaa bakka daldalaa isaanii keessa dhokatanii turan.\nQuestion: Otto Frank guyyaa lammaffaatti booji'ame. True, False, or Neither?\nAnswer:""}]}]"
Prinsengracht keessatti Otto Frank fi maatiin isaa osoo hin argamiin dura waggoota lamaa oliif mana gubbaa bakka daldalaa isaanii keessa dhokatanii turan.	Otto Frank ji'oota 25 oliif dhokate.	entailment	"[TextBlock(text=""Neither. Dubbiin kenname Otto Frank fi maatiin isaa waggoota lamaa oliif mana gubbaa bakka daldalaa isaanii keessa dhokatanii akka turanis ibsa. Garuu ji'oota 25 oliif dhokachuu isaanii hin ibsu."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Prinsengracht keessatti Otto Frank fi maatiin isaa osoo hin argamiin dura waggoota lamaa oliif mana gubbaa bakka daldalaa isaanii keessa dhokatanii turan.\nQuestion: Otto Frank ji'oota 25 oliif dhokate. True, False, or Neither?\nAnswer:""}]}]"
Prinsengracht keessatti Otto Frank fi maatiin isaa osoo hin argamiin dura waggoota lamaa oliif mana gubbaa bakka daldalaa isaanii keessa dhokatanii turan.	Otto Frank hanga Naaziin isa argatutti dhokate.	neutral	[TextBlock(text='Neither. Keeyyanni hin ibsu Otto Frank hanga Naaziin isa argatutti dhokachuu isaa. Keeyyanni waan jedhu, Otto Frank fi maatiin isaa Prinsengracht keessatti mana gubbaa bakka daldalaa isaanii keessa waggoota lamaa oliif osoo hin argamiin dura dhokatanii akka turan dha.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Prinsengracht keessatti Otto Frank fi maatiin isaa osoo hin argamiin dura waggoota lamaa oliif mana gubbaa bakka daldalaa isaanii keessa dhokatanii turan.\nQuestion: Otto Frank hanga Naaziin isa argatutti dhokate. True, False, or Neither?\nAnswer:'}]}]
Mootummoonni naannolee fi bulchinsoonni naannoo hedduun ulaagaalee odiitii dabalataa qabu.	Bulchinsoonni naannoo seera mataa isaanii tumachuu qabu.	neutral	"[TextBlock(text='Neither.\n\nDeebiin ""Neither"" ta\'uu isaa ibsuuf:\n- Heera Mootummaa Federaalaa Itoophiyaa keessatti naannooleen seera mataa isaanii tumachuu akka qaban tumameera. Kanaafuu naannooleen seera mataa isaanii tumachuu ni danda\'u.\n- Haa ta\'u malee, seerri naannoo kamiyyuu heera federaalaa wajjin wal simsimuu qaba. Heera federaalaa wajjin wal faalleessuun hin danda\'amu.\n- Kanaafuu, naannooleen seera mataa isaanii tumachuu ni danda\'an, garuu heera federaalaa wajjin wal simsimuu qaba. Deebiin ""True"" ykn ""False"" ta\'uu hin dandeenye, sababni isaas naannooleen seera mataa isaanii heera federaalaa wajjin wal simsiisuun tumachuu waan qabaniif.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mootummoonni naannolee fi bulchinsoonni naannoo hedduun ulaagaalee odiitii dabalataa qabu.\nQuestion: Bulchinsoonni naannoo seera mataa isaanii tumachuu qabu. True, False, or Neither?\nAnswer:'}]}]
Mootummoonni naannolee fi bulchinsoonni naannoo hedduun ulaagaalee odiitii dabalataa qabu.	Bulchinsoonni naannoo ulaagaa zeeroo qabu.	contradiction	"[TextBlock(text='Neither.\n\nSababa:\nDeebiin ""True"" ykn ""False"" ta\'uu hin dandeenye, sababni isaas:\n- Gaaffiin waa\'ee bulchinsoota naannoo hundaa kan gaafate yoo ta\'u, garuu yaadni kenname bulchinsoota naannoo hedduu qofa ilaallata.\n- Yaadni kenname bulchinsoota naannoo hedduun ulaagaalee odiitii dabalataa akka qaban ibsa malee, bulchinsoota naannoo hundatu ulaagaa zeeroo qaba jechuun hin ibsamne.\n\nKanaaf deebiin ""True"" ykn ""False"" ta\'uu hin dandeenye. Odeeffannoo ga\'aan hin jiru.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mootummoonni naannolee fi bulchinsoonni naannoo hedduun ulaagaalee odiitii dabalataa qabu.\nQuestion: Bulchinsoonni naannoo ulaagaa zeeroo qabu. True, False, or Neither?\nAnswer:'}]}]
Mootummoonni naannolee fi bulchinsoonni naannoo hedduun ulaagaalee odiitii dabalataa qabu.	Dhimmoonni odiitii dabalataa bulchinsoota naannootiin barbaachisan jiru.	entailment	"[TextBlock(text='True.\n\nKeeyyanni ""Mootummoonni naannolee fi bulchinsoonni naannoo hedduun ulaagaalee odiitii dabalataa qabu"" jedhu. Kana jechuun, bulchinsoonni naannoo hedduun dhimmoota odiitii dabalataa barbaachisan akka qaban agarsiisa. Kanaafuu, gaaffii ""Dhimmoonni odiitii dabalataa bulchinsoota naannootiin barbaachisan jiru"" jedhuuf deebiin ""True"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mootummoonni naannolee fi bulchinsoonni naannoo hedduun ulaagaalee odiitii dabalataa qabu.\nQuestion: Dhimmoonni odiitii dabalataa bulchinsoota naannootiin barbaachisan jiru. True, False, or Neither?\nAnswer:'}]}]
Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa.	Gurmiin nageenyaa kun baatiitti giddu galeessaan walgahii 9 qaba.	neutral	"[TextBlock(text='Neither.\n\nSababni isaas:\n- Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa jedha.\n- Garuu giddu galeessaan walgahii 9 qaba kan jedhu hin ibsine. \n- Walgahiin isaanii 8-12 gidduutti ta\'uu danda\'a malee giddu galeessaan 9 ta\'uu isaa mirkaneessuuf odeeffannoo gahaan hin jiru.\n\nKanaaf deebiin ""Neither"" ta\'a. Giddu galeessaan walgahii 9 qaba kan jedhu odeeffannoo keessatti ifatti hin ibsamne.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa.\nQuestion: Gurmiin nageenyaa kun baatiitti giddu galeessaan walgahii 9 qaba. True, False, or Neither?\nAnswer:'}]}]
Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa.	Gumiin nageenyaa kun baatii keessaa guyyaa tokko tokkoon walgahii gaggeessa.	contradiction	"[TextBlock(text='Neither.\n\nSababni isaas:\n- Yaanni kennameef gumiin nageenyaa kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa jedha.\n- Garuu gaaffiin ""baatii keessaa guyyaa tokko tokkoon walgahii gaggeessa"" kan jedhu sirrii miti. Sababni isaas baatiitti walgahii 8-12 gaggeessa malee guyyaa tokkotti miti.\n- Kanaafuu deebiin gaaffii kanaaf ""Neither"" ta\'a. Sababni isaas yaada kennameef gaaffii gidduutti walitti bu\'iinsa hin qabu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa.\nQuestion: Gumiin nageenyaa kun baatii keessaa guyyaa tokko tokkoon walgahii gaggeessa. True, False, or Neither?\nAnswer:'}]}]
Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa.	Gumiin nageenyaa kun waggaatti walgahii yeroo hedduu godhata.	entailment	"[TextBlock(text='Neither.\n\nSababni isaas:\n- Yaanni ""Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa"" jedhu waa\'ee baay\'ina walgahii baatiitti gaggeeffamu dubbata.\n- Garuu yaanni ""Gumiin nageenyaa kun waggaatti walgahii yeroo hedduu godhata"" jedhu immoo waa\'ee baay\'ina walgahii waggaatti gaggeeffamu dubbata. \n\nKanaafuu, odeeffannoo kennamerraa kan ka\'e, baay\'ina walgahii waggaatti gaggeeffamu sirriitti beekuu hin dandeenyu. Odeeffannoon kennameef baay\'ina walgahii baatiitti gaggeeffamu qofa ibsa malee kan waggaa hin ibsu. Kanaaf deebiin ""Neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gareen nageenya odeeffannoo kun baatiitti walgahii 8 hamma 12 gidduutti gaggeessa.\nQuestion: Gumiin nageenyaa kun waggaatti walgahii yeroo hedduu godhata. True, False, or Neither?\nAnswer:'}]}]
Haa ta'uyyu malee, injinariingiin duraa dafee raawwateera.	Injinariingiin yeroo jalqabaa qaba ture.	entailment	"[TextBlock(text='Deebiin ""Neither"" ta\'a. Sababni isaas:\n\n1. Gaaffiin ""Injinariingiin yeroo jalqabaa qaba ture"" jechuun deebii ""Eeyyee"" ykn ""Lakki"" barbaada. Garuu deebiin ""True"" ykn ""False"" hin kennamne.\n\n2. Himni ""Injinariingiin duraa dafee raawwateera"" jechuun injinariin hojii isaa dafee fixeera jechuudha malee yeroo jalqabaa qaba ture moo hin qabu kan ibsu miti.\n\nKanaafuu, odeeffannoo himni kenname irraa ka\'uudhaan gaaffii kanaaf deebii ""Eeyyee"" ykn ""Lakki"" kennuun hin danda\'amu. Deebiin sirrii ta\'e ""Neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Haa ta'uyyu malee, injinariingiin duraa dafee raawwateera.\nQuestion: Injinariingiin yeroo jalqabaa qaba ture. True, False, or Neither?\nAnswer:""}]}]"
Haa ta'uyyu malee, injinariingiin duraa dafee raawwateera.	Injinariingiin kan raawwate sadarkaa dhumaa qofa keessatti.	contradiction	"[TextBlock(text='False.\n\nKeeyyanni ""Injinariingiin duraa dafee raawwateera"" jedhu waan ta\'eef, injinariingiin kan raawwate sadarkaa dhumaa qofa keessatti miti. Kanaafuu deebiin ""False"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Haa ta'uyyu malee, injinariingiin duraa dafee raawwateera.\nQuestion: Injinariingiin kan raawwate sadarkaa dhumaa qofa keessatti. True, False, or Neither?\nAnswer:""}]}]"
Haa ta'uyyu malee, injinariingiin duraa dafee raawwateera.	Yeroon jalqabaa osoo hin jiraatin sadarkaa dhumaatti injinariingiin kufaa ta’uun isaa hin oolu.	neutral	"[TextBlock(text='Deebiin sirrii ta\'e ""Neither"" dha.\n\nSababni isaas:\n1. Injinariin yeroo jalqabaaf osoo hin hojjatin sadarkaa dhumaatti kufuu hin danda\'u. Kunis kan ta\'u, yeroo jalqabaa malee hojii isaa sirriitti raawwachuu hin danda\'u waan ta\'eef.\n2. Garuu, kaayyoon gaaffii kanaa waa\'ee yeroo jalqabaa osoo hin jiraatin sadarkaa dhumaatti kufuu injinaaraa miti. Gaaffiin ""injinariingiin duraa dafee raawwateera"" kan jedhu qofa ilaallata.\n3. Kanaafuu deebiin ""true"" ykn ""false"" ta\'uu hin danda\'u. Odeeffannoo ga\'aa waa\'ee injinaarri yeroo meeqaaf akka hojjate ykn sadarkaan isaa maal akka ta\'e hin kennu.\n\nWaan kana ta\'eef, gaaffii kanaaf deebii ""true"" ykn ""false"" kennuun sirrii miti. Odeeffannoon ga\'aan hin jiru waan ta\'eef, filannoo ""neither"" filachuun bu\'a qabeessa ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Haa ta'uyyu malee, injinariingiin duraa dafee raawwateera.\nQuestion: Yeroon jalqabaa osoo hin jiraatin sadarkaa dhumaatti injinariingiin kufaa ta’uun isaa hin oolu. True, False, or Neither?\nAnswer:""}]}]"
Kanarraan kan ka’e murteessitoonni bulchinsaa fi hoggantoonni mala yaada haaraa fudhachaa, mala galma ga’iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiru.	Bakka bu'oonni bulchinsaa tooftaa isaanii geeddaraa jiru.	entailment	"[TextBlock(text='True.\n\nSababni isaas, keeyyanni ""Kanarraan kan ka\'e murteessitoonni bulchinsaa fi hoggantoonni mala yaada haaraa fudhachaa, mala galma ga\'iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiru"" jedhu tooftaa haaraa fayyadamuun murtiiwwan sirrii ta\'an akka kennaa jiran agarsiisa. Kanaafuu, bakka bu\'oonni bulchinsaa tooftaa isaanii akka geeddaraa jiran ibsa.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kanarraan kan ka’e murteessitoonni bulchinsaa fi hoggantoonni mala yaada haaraa fudhachaa, mala galma ga’iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiru.\nQuestion: Bakka bu'oonni bulchinsaa tooftaa isaanii geeddaraa jiru. True, False, or Neither?\nAnswer:""}]}]"
Kanarraan kan ka’e murteessitoonni bulchinsaa fi hoggantoonni mala yaada haaraa fudhachaa, mala galma ga’iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiru.	Bakka bu’oonni bulchinsaa bifa adda ta’een xiinxaluun aangoo isaanii guddisuuf yaalaa jiru.	neutral	"[TextBlock(text=""Neither.\n\nSababni isaas:\n- Keeyyanni waa'ee murteessitootaa fi hoggantoota bulchiinsaa yaada haaraa fudhachuu, mala galma ga'iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahuu ilaallata.\n- Garuu waa'ee bakka bu'oota bulchiinsaa aangoo isaanii guddisuuf bifa adda ta'een xiinxaluu hin ibsu.\n- Kanaafuu deebiin 'True' ykn 'False' ta'uu hin danda'u. Odeeffannoon kenname gaaffii kana deebisuu hin danda'u."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kanarraan kan ka’e murteessitoonni bulchinsaa fi hoggantoonni mala yaada haaraa fudhachaa, mala galma ga’iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiru.\nQuestion: Bakka bu’oonni bulchinsaa bifa adda ta’een xiinxaluun aangoo isaanii guddisuuf yaalaa jiru. True, False, or Neither?\nAnswer:'}]}]
Kanarraan kan ka’e murteessitoonni bulchinsaa fi hoggantoonni mala yaada haaraa fudhachaa, mala galma ga’iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiru.	Bakka bu'oonni bulchinsaa haala jiruu isaanii jijjiiruu rincicu.	contradiction	"[TextBlock(text='Deebiin ""Neither"" ta\'a. Sababni isaas:\n\nKaayyoon gaaffii kanaa waa\'ee bakka bu\'oota bulchinsaa haala jiruu isaanii jijjiiruuf yaalii godhan gaafachuudha. Garuu yaadni gabaabaan armaan olii waa\'ee kanaa homaa hin ibsu. \n\nYaadni gabaabaan kun waa\'ee murteessitootaa fi hoggantoota bulchinsaa mala haaraa fudhachuu, mala galma ga\'iinsa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiran dubbata malee, bakka bu\'oonni bulchinsaa haala jiruu isaanii jijjiiruuf carraaqu hin ibsu. \n\nKanaafuu gaaffii kanaaf deebii ""Eeyyee"" ykn ""Lakki"" kennuun hin danda\'amu. Odeeffannoon gaaffii kana deebisuu danda\'u hin jiru, kanaafuu deebiin ""Neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kanarraan kan ka’e murteessitoonni bulchinsaa fi hoggantoonni mala yaada haaraa fudhachaa, mala galma ga’iinsa adda addaa ilaaluu fi odeeffannoo haaraa murtii soroorsuuf dhimma itti bahaa jiru.\nQuestion: Bakka bu'oonni bulchinsaa haala jiruu isaanii jijjiiruu rincicu. True, False, or Neither?\nAnswer:""}]}]"
