Unnamed: 0,premise,hypothesis,label,output
474,"Our radical law unit has been operating for seven years, and recently we added a criminal law unit.",Our civic fitness clinic has been in operation for eight years now.,neutral,Neutral
475,"Our radical law unit has been operating for seven years, and recently we added a criminal law unit.",Our Civic Activity Clinic is celebrating its first year of operation next month.,contradiction,Neutral
476,"Our radical law unit has been operating for seven years, and recently we added a criminal law unit.",Civil Practice Clinic has been operating for a year and.,entailment,Contradiction
477,Ticket revenues do not cover the cost of these programs.,It seems that the cost of these projects will not be covered by the profits from the tickets.,entailment,Entailment
478,Ticket revenues do not cover the cost of these programs.,The cost of these programs is much higher.,neutral,Entailment
479,Ticket revenues do not cover the cost of these programs.,Ticket revenues will certainly cover the cost of these programs.,contradiction,Contradiction
480,Omnia Vincit AMor (unless you work for Weekly Standard): Brit Hume (Fox News Sunday) doesn't like Lewinsky because he is still very fond of the president.,Brit Hume is Fox's chief correspondent.,neutral,Neutral
481,Omnia Vincit AMor (unless you work for Weekly Standard): Brit Hume (Fox News Sunday) doesn't like Lewinsky because he is still very fond of the president.,Brit Hume works for CNN.,contradiction,Contradiction
482,Omnia Vincit AMor (unless you work for Weekly Standard): Brit Hume (Fox News Sunday) doesn't like Lewinsky because he is still very fond of the president.,Brit Hume works for Fox,entailment,Entailment
483,A lot has been done in writing Michael Apted's work to bring humanity to the show.,"Michael Apted ruined the show by insisting that they present anything warm, human.",contradiction,Contradiction
484,A lot has been done in writing Michael Apted's work to bring humanity to the show.,Michael Apted was hired to add personal excellence to the series.,entailment,Neutral.
485,A lot has been done in writing Michael Apted's work to bring humanity to the show.,"The series was considered cold and boring, so it was necessary to hire Michael Apted to increase personal warmth to improve testing.",neutral,Contradiction
486,Looking at a girl in a white fur coat and boots.,The girl is dressed to slide.,neutral,Neutral.
487,Looking at a girl in a white fur coat and boots.,The girl wears a white dress.,entailment,Contradiction
488,Looking at a girl in a white fur coat and boots.,The girl is dressed all in red.,contradiction,Contradiction
489,What the film fails to mention is that Kaufman often talked about wanting to stop his own death.,The film does not require Kaufman to discuss his own death.,entailment,Contradiction
490,What the film fails to mention is that Kaufman often talked about wanting to stop his own death.,The film featured an in-depth interview with Kaufman about his death.,contradiction,Contradiction
491,What the film fails to mention is that Kaufman often talked about wanting to stop his own death.,"The film was a blockbuster, despite omitting some key details about Kaufman.",neutral,Neutral
492,Rockefeller was gripped by grief when Avenging Angel Tarbell began tearing up his body at McClure's.,Rockefeller donated to cancer research,neutral,Neutral
493,Rockefeller was gripped by grief when Avenging Angel Tarbell began tearing up his body at McClure's.,Rockefeller was giving it away.,entailment,Contradiction
494,Rockefeller was gripped by grief when Avenging Angel Tarbell began tearing up his body at McClure's.,Rockefeller was greedy.,contradiction,Neutral
495,"Recently, in a business case in New York, Klayman found himself on the other side of charges of racial discrimination.",Klayman brought charges of racism in California.,contradiction,Contradiction
496,"Recently, in a business case in New York, Klayman found himself on the other side of charges of racial discrimination.",Klayman did not expect to be charged with racial crimes.,neutral,Contradiction
497,"Recently, in a business case in New York, Klayman found himself on the other side of charges of racial discrimination.",There were allegations of racism against Klayman.,entailment,Entailment
498,"One would not expect a room full of corporate executives to rant, rant and rant about nonsense in a session of the US secretary of labor.",Company representatives wear suits.,neutral,Neutral
499,"One would not expect a room full of corporate executives to rant, rant and rant about nonsense in a session of the US secretary of labor.",One would expect company representatives to argue.,contradiction,Contradiction
500,"One would not expect a room full of corporate executives to rant, rant and rant about nonsense in a session of the US secretary of labor.",One can't tell the people of the company to keep quiet.,entailment,Contradiction
501,"Just because development has a greater impact on athletic performance doesn't mean that nature is sitting still, though.",Athletes are born with their full potential for performance.,contradiction,Contradiction
502,"Just because development has a greater impact on athletic performance doesn't mean that nature is sitting still, though.",Athletic performance is more influenced by training than by genetics.,entailment,Entailment
503,"Just because development has a greater impact on athletic performance doesn't mean that nature is sitting still, though.",top athletes train at least eight hours a week,neutral,Neutral
504,"While I was at home, I learned that the United States cuts corn in two ways.",I'm interested in politics.,neutral,Neutral.
505,"While I was at home, I learned that the United States cuts corn in two ways.",I learned about the United States,entailment,Entailment
506,"While I was at home, I learned that the United States cuts corn in two ways.",I learned that the U.S. cuts down on materials in two ways before I came home.,contradiction,Contradiction
507,The world's oldest and largest university press - Oxford - has just announced that it is cancelling its poetry collection.,The list of poems in Oxford is not extended.,entailment,Entailment
508,The world's oldest and largest university press - Oxford - has just announced that it is cancelling its poetry collection.,This prestigious university doesn't have the funds to maintain a poetry catalogue.,neutral,Neutral
509,The world's oldest and largest university press - Oxford - has just announced that it is cancelling its poetry collection.,The university is committed to protecting the poetry catalogue and vows never to ban it.,contradiction,Contradiction
510,"There's a consolation prize for personality, though.",The consolation prize is a free two-speed grinder for each person.,neutral,Neutral.
511,"There's a consolation prize for personality, though.",There is no side for humans in this situation.,contradiction,Contradiction
512,"There's a consolation prize for personality, though.",This is not all bad news for mankind.,entailment,Entailment
513,Sports are not the only gambling events in these areas.,Betting on political contests and elections is also allowed on these sites.,neutral,Neutral
514,Sports are not the only gambling events in these areas.,These sites accept gambling money for sports only,contradiction,Contradiction
515,Sports are not the only gambling events in these areas.,These places take the best in several activities.,entailment,Neutral
516,"On August 25, after the Democratic convention opened in Atlantic City, N.J., Johnson, 56, threatened in three written speeches to withdraw from the presidential race.",Johnson felt helpless.,neutral,Neutral
517,"On August 25, after the Democratic convention opened in Atlantic City, N.J., Johnson, 56, threatened in three written speeches to withdraw from the presidential race.",Johnson did not even think about surrendering.,contradiction,Contradiction
518,"On August 25, after the Democratic convention opened in Atlantic City, N.J., Johnson, 56, threatened in three written speeches to withdraw from the presidential race.",Johnson threatened to resign.,entailment,Entailment
519,Lamar Alexander defeated his presidential bid.,At least one man gave up on his goal of becoming president.,entailment,Entailment
520,Lamar Alexander defeated his presidential bid.,Lamar Alexander refused to give up his presidential campaign.,contradiction,Contradiction
521,Lamar Alexander defeated his presidential bid.,Mr. Alexander had to leave after his embarrassing photos were published.,neutral,Contradiction
522,"On top of this civil liberties record is the FBI's misuse of the original White House office investigation, and what came to be known as Filegate.",The White House uses the FBI to spy on political candidates.,neutral,Neutral
523,"On top of this civil liberties record is the FBI's misuse of the original White House office investigation, and what came to be known as Filegate.",The White House is abusing the FBI.,entailment,Contradiction
524,"On top of this civil liberties record is the FBI's misuse of the original White House office investigation, and what came to be known as Filegate.",The White House makes good use of the FBI.,contradiction,Contradiction
525,"Tung has promised to further reduce property speculation, but many think his rhetoric will be worse than his actions.",Tung doesn't care about the gamblers.,contradiction,Neutral
526,"Tung has promised to further reduce property speculation, but many think his rhetoric will be worse than his actions.",Tung thinks speculators are inefficient.,neutral,Neutral.
527,"Tung has promised to further reduce property speculation, but many think his rhetoric will be worse than his actions.",Tung wants to steal the inheritance.,entailment,Contradiction
528,"Complaints focused on problems with baggage, flight attendants, canceled flights, cruelty in charging.",Ten had lost their luggage.,neutral,Neutral.
529,"Complaints focused on problems with baggage, flight attendants, canceled flights, cruelty in charging.",The people complained about the loads.,entailment,Contradiction
530,"Complaints focused on problems with baggage, flight attendants, canceled flights, cruelty in charging.",There were no complaints.,contradiction,Contradiction
531,"Lawrence Singleton, the notorious rapist who attacked his victim's hands and served eight years in prison, was arrested again for the murder of another woman in Florida.","After beating the victims in front of him, he tried to hide them in a garbage dump.",neutral,Contradiction
532,"Lawrence Singleton, the notorious rapist who attacked his victim's hands and served eight years in prison, was arrested again for the murder of another woman in Florida.",It was obvious to everyone that his time in prison had thoroughly corrected him.,contradiction,Contradiction
533,"Lawrence Singleton, the notorious rapist who attacked his victim's hands and served eight years in prison, was arrested again for the murder of another woman in Florida.",Mr. Singleton is an oppressive convict in Florida.,entailment,Entailment
534,Charles Lane of The New Republic says that Catch News is expanding on Gabriel García Márquez's record of unreliable journalism.,Charles Lane is a writer.,entailment,Entailment
535,Charles Lane of The New Republic says that Catch News is expanding on Gabriel García Márquez's record of unreliable journalism.,Charles Lane was a car salesman.,contradiction,Contradiction
536,Charles Lane of The New Republic says that Catch News is expanding on Gabriel García Márquez's record of unreliable journalism.,Charles Lane won the pulitzer.,neutral,Neutral
537,The council isn't the only political party in Washington this morning.,The legislature is not the only political arena in Washington.,entailment,Neutral.
538,The council isn't the only political party in Washington this morning.,A political day can begin at dawn.,neutral,Neutral
539,The council isn't the only political party in Washington this morning.,circus performers are in the social hall,contradiction,Neutral
540,"One can think of the bulldozer operator as being on the road of new developments being demonstrated by the developer How, Loyd ...",You can imagine a bulldozer operator starting the bulldozer.,neutral,Neutral.
541,"One can think of the bulldozer operator as being on the road of new developments being demonstrated by the developer How, Loyd ...",Think about the driver of a bulldozer.,entailment,Entailment
542,"One can think of the bulldozer operator as being on the road of new developments being demonstrated by the developer How, Loyd ...",You can't think of the tinga tinga.,contradiction,Contradiction
543,"I reported this in a letter to the Doctor, which seemed amusing to him, and he sent me a small fruit cake that Christmas.",I am sure that the doctor received the letter I am using.,entailment,Entailment
544,"I reported this in a letter to the Doctor, which seemed amusing to him, and he sent me a small fruit cake that Christmas.",I didn't eat the cake the doctor sent that Christmas.,neutral,Contradiction
545,"I reported this in a letter to the Doctor, which seemed amusing to him, and he sent me a small fruit cake that Christmas.",The doctor sent me a bottle of booze that Christmas.,contradiction,Contradiction
546,"The team had previously been known by the memorable names the Beaneaters, which, oddly enough, could also be considered an Indian nickname.",The team changed their name because it was not popular.,neutral,Neutral.
547,"The team had previously been known by the memorable names the Beaneaters, which, oddly enough, could also be considered an Indian nickname.",The team had a name before this which can also be thought of as an Indian nickname.,entailment,Entailment
548,"The team had previously been known by the memorable names the Beaneaters, which, oddly enough, could also be considered an Indian nickname.",The team has only had one name.,contradiction,Contradiction
549,I couldn't find such an explanation in a metaphor dictionary.,I found an explanation in the thesaurus.,contradiction,Contradiction
550,I couldn't find such an explanation in a metaphor dictionary.,I looked in the Thesaurus and did not find an explanation.,entailment,Contradiction
551,I couldn't find such an explanation in a metaphor dictionary.,The thesaurus I used is the standard one.,neutral,Neutral
552,How can one do this.,How can it be that most people have no choice?,contradiction,Neutral.
553,How can one do this.,May no one commit such a heinous act.,neutral,Contradiction
554,How can one do this.,How is it possible for anyone to do this?,entailment,Entailment
555,"Furthermore, it contains only words known to occur in the twentieth century, according to the Provisions, but it has given the military pronunciation of the early 20th century.","According to the original text, it contains words that appeared in the twentieth century but omits words that appeared earlier.",entailment,Contradiction
556,"Furthermore, it contains only words known to occur in the twentieth century, according to the Provisions, but it has given the military pronunciation of the early 20th century.",It has an informal language from beginning to end.,contradiction,Contradiction
557,"Furthermore, it contains only words known to occur in the twentieth century, according to the Provisions, but it has given the military pronunciation of the early 20th century.",It grew with different dialects before the twentieth century,neutral,Contradiction
558,"If someone had the 1984 edition, he might be incensed to buy this book instead of the shorter (and lower) supplement.",The 1984 edition is the best of all editions.,neutral,Contradiction
559,"If someone had the 1984 edition, he might be incensed to buy this book instead of the shorter (and lower) supplement.",The book is not for sale.,contradiction,Contradiction
560,"If someone had the 1984 edition, he might be incensed to buy this book instead of the shorter (and lower) supplement.",The appendix is cheaper than the book.,entailment,Neutral
561,Bernstein explains in the introduction,Bernstein does not go into detail.,neutral,Contradiction
562,Bernstein explains in the introduction,Bernstein explained only in the conclusion,contradiction,Contradiction
563,Bernstein explains in the introduction,The introduction includes explanations.,entailment,Entailment
564,"It is not advised that these studies are restricted, only that it is difficult, even after twenty years of participation, for a stranger to notice much that is funny about them.",Even full-fledged residents have a problem with humor.,neutral,Contradiction
565,"It is not advised that these studies are restricted, only that it is difficult, even after twenty years of participation, for a stranger to notice much that is funny about them.",Humor is one of the easiest things for outlanders to understand.,contradiction,Contradiction
566,"It is not advised that these studies are restricted, only that it is difficult, even after twenty years of participation, for a stranger to notice much that is funny about them.",These lessons are difficult for outsiders to understand.,entailment,Entailment
567,"Finally, one must be concerned about an expansion that carries an entirely different meaning.",Editors have been hired to spot such errors.,neutral,Neutral
568,"Finally, one must be concerned about an expansion that carries an entirely different meaning.",It is good to go on to make sure that a point is well understood.,contradiction,Contradiction
569,"Finally, one must be concerned about an expansion that carries an entirely different meaning.",The meaning may change if you lengthen sentences.,entailment,Neutral.
570,Make your head and burning heat grow ginseng.,Applying heat to one's head is an effective technique for strengthening the aim and focus.,contradiction,Contradiction
571,Make your head and burning heat grow ginseng.,Extreme heat can sometimes cause dizziness.,entailment,Neutral
572,Make your head and burning heat grow ginseng.,Today it was five degrees above normal.,neutral,Neutral
573,No other profession has such a rich culture of isolation.,Many other professions are self-aggrandizing.,neutral,Contradiction
574,No other profession has such a rich culture of isolation.,Faculty have their own nature and self-evaluation.,contradiction,Neutral
575,No other profession has such a rich culture of isolation.,No other work has a strong tradition of criticism about itself.,entailment,Contradiction
576,"With their lavish inscriptions, these cloth-named scholars in traditional education use pseudonyms in their private conversations, salon conversations and informal curricula.",These papers have no reputation whatsoever.,contradiction,Contradiction
577,"With their lavish inscriptions, these cloth-named scholars in traditional education use pseudonyms in their private conversations, salon conversations and informal curricula.",These journals do not have a good reputation.,entailment,Neutral.
578,"With their lavish inscriptions, these cloth-named scholars in traditional education use pseudonyms in their private conversations, salon conversations and informal curricula.",The magazines have a lot of gossip from housewives.,neutral,Neutral.
579,If lite/light simply describes the characteristics of a beer (such as,A beer may be labeled lite or light.,entailment,Entailment
580,If lite/light simply describes the characteristics of a beer (such as,Light and soft are used to describe wines and whiskeys,contradiction,Contradiction
581,If lite/light simply describes the characteristics of a beer (such as,Lite beer has a low alcohol content.,neutral,Neutral
582,A poor man's name for the poor was used where neither the name itself nor any other means were needed.,People are struggling to find a new name.,neutral,Contradiction
583,A poor man's name for the poor was used where neither the name itself nor any other means were needed.,This designation has been widely used.,entailment,Contradiction
584,A poor man's name for the poor was used where neither the name itself nor any other means were needed.,A name should be used more than that.,contradiction,Contradiction
585,"On top of all of this, we have the unfortunate fact that great writing is actually sometimes remembered, confusing the problem.",People remember bad handwriting very easily.,contradiction,Contradiction
586,"On top of all of this, we have the unfortunate fact that great writing is actually sometimes remembered, confusing the problem.",A well-written text is often easier to remember than a poorly written one.,entailment,Entailment
587,"On top of all of this, we have the unfortunate fact that great writing is actually sometimes remembered, confusing the problem.",A well-written copy is too expensive to give away in bulk.,neutral,Neutral.
588,"Faced with this attitude and for some reason, the British accepted their honor by reinforcing the word.",People from Britain have no respect.,contradiction,Contradiction
589,"Faced with this attitude and for some reason, the British accepted their honor by reinforcing the word.",The British took over the world economy.,neutral,Neutral.
590,"Faced with this attitude and for some reason, the British accepted their honor by reinforcing the word.",The British had extensive international trade.,entailment,Neutral.
591,"Sometimes it's quite erratic, too",It can be very difficult to detect at other times.,entailment,Neutral
592,"Sometimes it's quite erratic, too","It makes very little noise, thanks to a carefully protected engine.",neutral,Neutral
593,"Sometimes it's quite erratic, too",It was often very easy to observe from a distance.,contradiction,Contradiction
594,"As it turns out, of course, there are more English dialects in Britain than in North America, and anyone who's spent any time listening to them knows that it's not easy to switch.","Britain has many fine English dialects, more numerous than those of North America.",entailment,Entailment
595,"As it turns out, of course, there are more English dialects in Britain than in North America, and anyone who's spent any time listening to them knows that it's not easy to switch.","American and British accents are similar, and people cannot distinguish any difference between them.",contradiction,Contradiction
596,"As it turns out, of course, there are more English dialects in Britain than in North America, and anyone who's spent any time listening to them knows that it's not easy to switch.",People from North America have a hard time understanding some British conversations.,neutral,Entailment
597,The Tennessean reporter used dog weather for 'warm weather without rain' which comes from the dog days idiom referring to the dry August weather.,"According to the informant, dog weather was used to explain the spring rains.",contradiction,Contradiction
598,The Tennessean reporter used dog weather for 'warm weather without rain' which comes from the dog days idiom referring to the dry August weather.,June and July are also very hot in Tennessee.,neutral,Neutral.
599,The Tennessean reporter used dog weather for 'warm weather without rain' which comes from the dog days idiom referring to the dry August weather.,The weather in August is hot and dry.,entailment,Entailment
