question	answer	command_r	prompt	verbalized
Blake and Kelly trained to see who could run the fastest in 15 minutes. They planned to do it on a 100-yard court. Blake ran 15 times. Kelly ran once and refused to run with Blake. He started running at 40 yards. He ran 34 times. How many yards did the winner run over the loser?	80	110	"Answer only and the answer should only contain integers. 
Blake and Kelly trained to see who could run the fastest in 15 minutes. They planned to do it on a 100-yard court. Blake ran 15 times. Kelly ran once and refused to run with Blake. He started running at 40 yards. He ran 34 times. How many yards did the winner run over the loser?
"	110
Raphael went shopping for school supplies. He bought 4 pencils for $1.5, 2 pens for $4 and a pencil for $20. How much did Raphael spend on all of them?	34	19.5	"Answer only and the answer should only contain integers. 
Raphael went shopping for school supplies. He bought 4 pencils for $1.5, 2 pens for $4 and a pencil for $20. How much did Raphael spend on all of them?
"	19
Fin finds 11 holes in the water. He immediately discovers that 6 are hidden under the bark, and 2 are hidden under a rock. How many holes can Finn now explore in the water?	15	5.	"Answer only and the answer should only contain integers. 
Fin finds 11 holes in the water. He immediately discovers that 6 are hidden under the bark, and 2 are hidden under a rock. How many holes can Finn now explore in the water?
"	5
On Saturday, the water rose another 25 feet [17 m]. On Wednesday, it doubled, and on Saturday, the water rose another 25 feet [20 m].	16	50	"Answer only and the answer should only contain integers. 
On Saturday, the water rose another 25 feet [17 m]. On Wednesday, it doubled, and on Saturday, the water rose another 25 feet [20 m].
"	50
Anakin and Locsin went on a hunting trip today. Anakin has 10 house stars, a hippopotamus 6, and a pigeon 3. Locsin has 5 house stars less than Anakin, a hippopotamus 3 less than Anakin, and 2 pigeons more than Anakin. How many pairs are there?	32	11.	"Answer only and the answer should only contain integers. 
Anakin and Locsin went on a hunting trip today. Anakin has 10 house stars, a hippopotamus 6, and a pigeon 3. Locsin has 5 house stars less than Anakin, a hippopotamus 3 less than Anakin, and 2 pigeons more than Anakin. How many pairs are there?
"	11
If the price of a bag is $20 and the first one goes up 20% every two months, how much will the price of a bag be after 36 months?	92	$32	"Answer only and the answer should only contain integers. 
If the price of a bag is $20 and the first one goes up 20% every two months, how much will the price of a bag be after 36 months?
"	32
In a room there are many toys: 5 red cars, 3 paintings, and a poupé. 3 paintings cost the poupé, and a red car costs $4. If a painting costs $5, how much are all the toys worth?	50	67	"Answer only and the answer should only contain integers. 
In a room there are many toys: 5 red cars, 3 paintings, and a poupé. 3 paintings cost the poupé, and a red car costs $4. If a painting costs $5, how much are all the toys worth?
"	67
Jackie wonders if she should give her own hair for her belongings or hire a hairdresser. If she did it herself for only 3 hours, that would be an additional $35 an hour. The hairdresser charged her $90. How much would she have to pay?	15	90	"Answer only and the answer should only contain integers. 
Jackie wonders if she should give her own hair for her belongings or hire a hairdresser. If she did it herself for only 3 hours, that would be an additional $35 an hour. The hairdresser charged her $90. How much would she have to pay?
"	90
Elvira bought a new keyboard and accessories as a gift for her 30th birthday. She borrowed 1500€ from her family and they thought she would stay poor and wear a dress. She went to a hardware store and bought a keyboard for 1090€ along with her mouse, keyboard and mouse. She bought a scanner for 157€, a portable CD for 74€ and a breaker. How much will she have left for her clothes?	77	523€	"Answer only and the answer should only contain integers. 
Elvira bought a new keyboard and accessories as a gift for her 30th birthday. She borrowed 1500€ from her family and they thought she would stay poor and wear a dress. She went to a hardware store and bought a keyboard for 1090€ along with her mouse, keyboard and mouse. She bought a scanner for 157€, a portable CD for 74€ and a breaker. How much will she have left for her clothes?
"	523
Sandra needed 9 eggs to make a Spanish pastry. If she was asked to make 15 cookies for a charity event at her school, how many times would she have to babysit?	5	5.	"Answer only and the answer should only contain integers. 
Sandra needed 9 eggs to make a Spanish pastry. If she was asked to make 15 cookies for a charity event at her school, how many times would she have to babysit?
"	5
Seth married Brooke 2 times. They will be 28 years old in 2 years. How old is Seth?	16	26	"Answer only and the answer should only contain integers. 
Seth married Brooke 2 times. They will be 28 years old in 2 years. How old is Seth?
"	26
If Ethel has $8, how much does Jimmy have?	18	2.	"Answer only and the answer should only contain integers. 
If Ethel has $8, how much does Jimmy have?
"	2
On a 10-kilometer weekday, Pancho walked 20 kilometers a day. How many kilometers did they walk in a week?	120	50.	"Answer only and the answer should only contain integers. 
On a 10-kilometer weekday, Pancho walked 20 kilometers a day. How many kilometers did they walk in a week?
"	50
The mob sends in a new, dirty suit. A dead man's suit costs $25, a jacket that's three times as wet as the dead man's and a shirt that's the same price as the dead man's and the coat. How much does a dirty suit cost?	150	50	"Answer only and the answer should only contain integers. 
The mob sends in a new, dirty suit. A dead man's suit costs $25, a jacket that's three times as wet as the dead man's and a shirt that's the same price as the dead man's and the coat. How much does a dirty suit cost?
"	50
Jake takes a tour of an old insect museum. He sees an 8-foot-tall, 80-foot-tall sunbird, a 6-foot-tall, 90-foot-tall bird, and a three-foot-tall bony animal. How many steps has Jake taken?	1210	12.	"Answer only and the answer should only contain integers. 
Jake takes a tour of an old insect museum. He sees an 8-foot-tall, 80-foot-tall sunbird, a 6-foot-tall, 90-foot-tall bird, and a three-foot-tall bony animal. How many steps has Jake taken?
"	12
Four birds are eating coffee. Sally Two is three times older than Granny Red. Granny Red is twice older than Sally Four. If Sally Four is one year older than Sally Thirtytwo and Sally thirtytwo is eight years older than Sally Thirtytwo, how old are the four birds?	51	14.	"Answer only and the answer should only contain integers. 
Four birds are eating coffee. Sally Two is three times older than Granny Red. Granny Red is twice older than Sally Four. If Sally Four is one year older than Sally Thirtytwo and Sally thirtytwo is eight years older than Sally Thirtytwo, how old are the four birds?
"	14
Jessica is wondering how much she can afford to pay each month for all of her bills. Her college tuition is $300 a month, her tuition is $200 a month, and her mortgage is $500 a month. If Jessica wants to pay 50% more than what they'll give her, how much will they pay in a year?	18000	10800	"Answer only and the answer should only contain integers. 
Jessica is wondering how much she can afford to pay each month for all of her bills. Her college tuition is $300 a month, her tuition is $200 a month, and her mortgage is $500 a month. If Jessica wants to pay 50% more than what they'll give her, how much will they pay in a year?
"	10800
Billy is preparing a noodle to make a noodle salad for the family barbecue. Since there isn't much time, he comes up with 60 noodles. They are the same length, take the same time to wrap. Billy takes a minute and a half to make one noodle but 5 minutes for the sauce. How much time does Billy need to make a noodle?	95	1.5	"Answer only and the answer should only contain integers. 
Billy is preparing a noodle to make a noodle salad for the family barbecue. Since there isn't much time, he comes up with 60 noodles. They are the same length, take the same time to wrap. Billy takes a minute and a half to make one noodle but 5 minutes for the sauce. How much time does Billy need to make a noodle?
"	1
Juan and his brother Carlos are selling lemonade. They spent $3 for a lemonade and $2 for a sugar. They found 20 lemonade glasses and sold one for $0.5. If they found $25 for the lemonade, what was the profit?	15	5	"Answer only and the answer should only contain integers. 
Juan and his brother Carlos are selling lemonade. They spent $3 for a lemonade and $2 for a sugar. They found 20 lemonade glasses and sold one for $0.5. If they found $25 for the lemonade, what was the profit?
"	5
In a race involving 240 athletes, 80 of them were Japanese and the rest were Chinese. If there are 60 Chinese boys in a team, how many girls are in the same team?	100	40	"Answer only and the answer should only contain integers. 
In a race involving 240 athletes, 80 of them were Japanese and the rest were Chinese. If there are 60 Chinese boys in a team, how many girls are in the same team?
"	40
Zaid used 1/4 of his monthly salary to rent his apartment, 1/3 to fuel his car and donate it to a charity. He gave $200 to his daughter for her expenses and $700 to his wife for her restaurant and so on. If Zaid received $6000, how much ice cream did he like after these expenses and gifts?	350	2100	"Answer only and the answer should only contain integers. 
Zaid used 1/4 of his monthly salary to rent his apartment, 1/3 to fuel his car and donate it to a charity. He gave $200 to his daughter for her expenses and $700 to his wife for her restaurant and so on. If Zaid received $6000, how much ice cream did he like after these expenses and gifts?
"	2100
Rani scored ten points more than Monique, who scored four points more than Bo. If Bo has 40 points, he loses all the points.	122	0	"Answer only and the answer should only contain integers. 
Rani scored ten points more than Monique, who scored four points more than Bo. If Bo has 40 points, he loses all the points.
"	0
Lloyd was paid $10 an hour for special outdoor instruction. He worked 5 hours the first week and 8 the next. How much for the first two weeks?	130	21	"Answer only and the answer should only contain integers. 
Lloyd was paid $10 an hour for special outdoor instruction. He worked 5 hours the first week and 8 the next. How much for the first two weeks?
"	21
Two candidates sought to be voted in at the Sarai school. If the winner received 3/4 of the votes and there were 80 absentees, guess who lost.	20	1	"Answer only and the answer should only contain integers. 
Two candidates sought to be voted in at the Sarai school. If the winner received 3/4 of the votes and there were 80 absentees, guess who lost.
"	1
Sandra, the flax seller, is annoyed by Fred's imperfect work. Sandra sends four times more flax than white. She also sends 200 lys, five times more than white. Sandra expects to change seller if rose arrives before 5 p.m. How many flax will Fred bring before 5 p.m. if Sandra is his customer again?	160	400	"Answer only and the answer should only contain integers. 
Sandra, the flax seller, is annoyed by Fred's imperfect work. Sandra sends four times more flax than white. She also sends 200 lys, five times more than white. Sandra expects to change seller if rose arrives before 5 p.m. How many flax will Fred bring before 5 p.m. if Sandra is his customer again?
"	400
Jean is two years younger than Marc. Marc is two years younger than Jan. If Jan is 30, how old is Jean?	23	26	"Answer only and the answer should only contain integers. 
Jean is two years younger than Marc. Marc is two years younger than Jan. If Jan is 30, how old is Jean?
"	26
Two teams compete in a 4x400-meter relay race, a sprint in which each team sends four runners to run the 400 meters. One team finishes and runs the 400 meters in 55 minutes. The other team does not finish. Its first runner runs the 400 meters in 60 minutes, with each runner finishing 3 minutes behind the other. According to these rumors, how many minutes will the winning team run?	2	44	"Answer only and the answer should only contain integers. 
Two teams compete in a 4x400-meter relay race, a sprint in which each team sends four runners to run the 400 meters. One team finishes and runs the 400 meters in 55 minutes. The other team does not finish. Its first runner runs the 400 meters in 60 minutes, with each runner finishing 3 minutes behind the other. According to these rumors, how many minutes will the winning team run?
"	44
What is the probability (percentage) of finding more than 3 worlds rather than finding two identical worlds consecutively?	25	50	"Answer only and the answer should only contain integers. 
What is the probability (percentage) of finding more than 3 worlds rather than finding two identical worlds consecutively?
"	50
Jenna and her mother are forced out of their fields. Jenna hits me twice under her mother. If she hits twenty, how many of them are there?	30	8	"Answer only and the answer should only contain integers. 
Jenna and her mother are forced out of their fields. Jenna hits me twice under her mother. If she hits twenty, how many of them are there?
"	8
Russell works on a ranch and distributes grass to the cattle. The cows are divided into 3 herds in groups and each herd has 6 herds. The hamster has 10 herds. The other has a herd and they have 5 herds. There is also a remaining frog and they are divided into 20 herds. The herds are not used anywhere else except in the warehouse. If 160 herds are distributed to the cattle, how many herds are there?	5	"6 x 3 + 10 + 1 + 20 = 81
81 + 160 = 241"	"Answer only and the answer should only contain integers. 
Russell works on a ranch and distributes grass to the cattle. The cows are divided into 3 herds in groups and each herd has 6 herds. The hamster has 10 herds. The other has a herd and they have 5 herds. There is also a remaining frog and they are divided into 20 herds. The herds are not used anywhere else except in the warehouse. If 160 herds are distributed to the cattle, how many herds are there?
"	241
Mandy borrowed $100 from Benedict at an interest rate of 2% per month. If Mandy can sell the gun in 3 months, how much will Benedict get?	106	$106.	"Answer only and the answer should only contain integers. 
Mandy borrowed $100 from Benedict at an interest rate of 2% per month. If Mandy can sell the gun in 3 months, how much will Benedict get?
"	106
If a merchant bought sacks of wheat from a farmer for $20 a sack, and the sacks were put into storage for $2 and sold for $30 a sack, with a profit of $400, how many sacks would they sell?	50	10	"Answer only and the answer should only contain integers. 
If a merchant bought sacks of wheat from a farmer for $20 a sack, and the sacks were put into storage for $2 and sold for $30 a sack, with a profit of $400, how many sacks would they sell?
"	10
His friend spent $20.25 for 3 tickets to the asitstatsta show. $4.50 was spent on food not used for tickets. $33 was spent on a game show. How much did each person give if they were to split the money equally?	34	7.00	"Answer only and the answer should only contain integers. 
His friend spent $20.25 for 3 tickets to the asitstatsta show. $4.50 was spent on food not used for tickets. $33 was spent on a game show. How much did each person give if they were to split the money equally?
"	7
Jean picked mangoes for 3 hours. He picked 2 mangoes in a minute. How many mangoes did they pick?	360	69	"Answer only and the answer should only contain integers. 
Jean picked mangoes for 3 hours. He picked 2 mangoes in a minute. How many mangoes did they pick?
"	69
The pigeons need to eat 3.5 kilograms of insects a week. How many kilograms of insects do ten pigeons need?	5	14	"Answer only and the answer should only contain integers. 
The pigeons need to eat 3.5 kilograms of insects a week. How many kilograms of insects do ten pigeons need?
"	14
Tom planted 10 trees in a year. He planted 2 trees in a year. He started with 50 trees. In 10 years, 30% of the trees were dead. How many trees were left?	91	59 trees.	"Answer only and the answer should only contain integers. 
Tom planted 10 trees in a year. He planted 2 trees in a year. He started with 50 trees. In 10 years, 30% of the trees were dead. How many trees were left?
"	59
Sue lives in a flourishing village. On a weekday, her neighbors decide to trick her. On Friday morning, they put 18 pieces of red cloth in her garden. On Saturday morning, they put another 18 pieces of white cloth in Sue's garden. On Sunday morning, they put another 18 pieces of red cloth in her garden.	24	54	"Answer only and the answer should only contain integers. 
Sue lives in a flourishing village. On a weekday, her neighbors decide to trick her. On Friday morning, they put 18 pieces of red cloth in her garden. On Saturday morning, they put another 18 pieces of white cloth in Sue's garden. On Sunday morning, they put another 18 pieces of red cloth in her garden.
"	54
Violetta wants to buy new lost paintings. She needs 5 different colors and is given $20 to buy them. How much would it cost to sell one painting for $2?	10	20.	"Answer only and the answer should only contain integers. 
Violetta wants to buy new lost paintings. She needs 5 different colors and is given $20 to buy them. How much would it cost to sell one painting for $2?
"	20
A pen costs one pencil and a pencil costs one pencil. If a pen costs $1.20 and a pen costs $0.30, how much would 8 pens cost?	12	6.00	"Answer only and the answer should only contain integers. 
A pen costs one pencil and a pencil costs one pencil. If a pen costs $1.20 and a pen costs $0.30, how much would 8 pens cost?
"	6
200 kg of cartons will be distributed to 40 restaurants in a city. If each restaurant receives 2 kg of cartons, how many kg of cartons will not be used?	120	40.	"Answer only and the answer should only contain integers. 
200 kg of cartons will be distributed to 40 restaurants in a city. If each restaurant receives 2 kg of cartons, how many kg of cartons will not be used?
"	40
The population of the city of Soda is 23,786 persons: 8,417 men and 9,092 women. The rest are children. How many children do you have in Soda?	6277	16,277	"Answer only and the answer should only contain integers. 
The population of the city of Soda is 23,786 persons: 8,417 men and 9,092 women. The rest are children. How many children do you have in Soda?
"	16277
Elaine started out with 20 Pokemon collections. She collected three more in one month. In the second month she didn't collect as many as in the first month. But in the third month, she collected twice as many as in the first two months. How many Pokemon collections does she have now?	320	29	"Answer only and the answer should only contain integers. 
Elaine started out with 20 Pokemon collections. She collected three more in one month. In the second month she didn't collect as many as in the first month. But in the third month, she collected twice as many as in the first two months. How many Pokemon collections does she have now?
"	29
Marc was a researcher. He created one-word puzzles for two different newsrooms each week that paid him differently. Newsroom B paid Marc twice as much as newsroom A. Marc wrote 1,000 words a week while newsroom A paid him 5 cents per word. How much does Marc make in a week?	7500	250	"Answer only and the answer should only contain integers. 
Marc was a researcher. He created one-word puzzles for two different newsrooms each week that paid him differently. Newsroom B paid Marc twice as much as newsroom A. Marc wrote 1,000 words a week while newsroom A paid him 5 cents per word. How much does Marc make in a week?
"	250
Baladur drew water from a well. He drew five buckets in the morning and six buckets in the afternoon. If each bucket contained five liters of water, how many liters of water did he draw each day?	55	11 liters.	"Answer only and the answer should only contain integers. 
Baladur drew water from a well. He drew five buckets in the morning and six buckets in the afternoon. If each bucket contained five liters of water, how many liters of water did he draw each day?
"	11
John received a special bonus at work. The bonus was $5,000 with a five-fold increase on his salary. If his salary was $2,000 a week, and he was paid every week of the year, how much would he have if he received the bonus on the first day of the year?	114200	64,000	"Answer only and the answer should only contain integers. 
John received a special bonus at work. The bonus was $5,000 with a five-fold increase on his salary. If his salary was $2,000 a week, and he was paid every week of the year, how much would he have if he received the bonus on the first day of the year?
"	64000
Josie planted about 10 acres [4 ha] of vines on her farm, harvesting 5 tons of grapes per acre, and each ton of grapes produced 2 wine presses. How many wine presses did her farm produce each year?	100	50	"Answer only and the answer should only contain integers. 
Josie planted about 10 acres [4 ha] of vines on her farm, harvesting 5 tons of grapes per acre, and each ton of grapes produced 2 wine presses. How many wine presses did her farm produce each year?
"	50
Carl's favorite food is egg rolls. He eats one egg roll with two layers of egg rolls every weekday at lunch. He eats egg rolls and scrambled eggs at lunch on the third day of the week with a layer of egg rolls. He eats a lot of macaroni with a lot of egg rolls this week and uses 8 layers of egg rolls in a meal. How many layers of egg rolls did he use?	31	17 layers.	"Answer only and the answer should only contain integers. 
Carl's favorite food is egg rolls. He eats one egg roll with two layers of egg rolls every weekday at lunch. He eats egg rolls and scrambled eggs at lunch on the third day of the week with a layer of egg rolls. He eats a lot of macaroni with a lot of egg rolls this week and uses 8 layers of egg rolls in a meal. How many layers of egg rolls did he use?
"	17
Janet had 22 crayons and 10 fountain pens. She also bought 6 bags of blue pencils and 2 bags of red pencils. Each bag contained 9 blue pencils and each bag contained 6 red pencils.	98	63	"Answer only and the answer should only contain integers. 
Janet had 22 crayons and 10 fountain pens. She also bought 6 bags of blue pencils and 2 bags of red pencils. Each bag contained 9 blue pencils and each bag contained 6 red pencils.
"	63
If Brinley scored 89, 71, 92, 100 and 86 on the first five tests, what would he score on the sixth test that would give him an average of 93?	98	100.	"Answer only and the answer should only contain integers. 
If Brinley scored 89, 71, 92, 100 and 86 on the first five tests, what would he score on the sixth test that would give him an average of 93?
"	100
Mikael loved cycling. He cycled five times a week and did 25 laps (or tenters) in each. He did this four times and decided that although he only did it twice a week, he would now do sixty laps, which he did three times. How many laps did Mikael do in all the cycling sessions?	860	1175	"Answer only and the answer should only contain integers. 
Mikael loved cycling. He cycled five times a week and did 25 laps (or tenters) in each. He did this four times and decided that although he only did it twice a week, he would now do sixty laps, which he did three times. How many laps did Mikael do in all the cycling sessions?
"	1175
If a bag of chocolates weighs 40 grams, how many grams does Joe's entire Halloween bag weigh?	2600	252 grams	"Answer only and the answer should only contain integers. 
If a bag of chocolates weighs 40 grams, how many grams does Joe's entire Halloween bag weigh?
"	252
Rosa bought 4 hot coals in one shop. She bought 3 more in another shop on Tuesday. On Tuesday, she bought 5 more in the same shop. How many hot coals did she buy in those three days?	76	12	"Answer only and the answer should only contain integers. 
Rosa bought 4 hot coals in one shop. She bought 3 more in another shop on Tuesday. On Tuesday, she bought 5 more in the same shop. How many hot coals did she buy in those three days?
"	12
"""How much more valuable is a single bottle of perfume than two handfuls of very expensive perfume?"	145	$400.	"Answer only and the answer should only contain integers. 
""How much more valuable is a single bottle of perfume than two handfuls of very expensive perfume?
"	400
Sarah decides to buy a new suit and a pair of shoes. She chooses a suit that costs $30 and a pair of shoes that costs $20. Sarah nurses her neighbor's child 4 times and receives $5 for each childcare. Sarah's parents give her $4 for cutting grass in the house. If Sarah had already saved $10 before starting the childcare business, how many times would she have to cut your grass in the house before she could buy the suit and shoes?	10	8	"Answer only and the answer should only contain integers. 
Sarah decides to buy a new suit and a pair of shoes. She chooses a suit that costs $30 and a pair of shoes that costs $20. Sarah nurses her neighbor's child 4 times and receives $5 for each childcare. Sarah's parents give her $4 for cutting grass in the house. If Sarah had already saved $10 before starting the childcare business, how many times would she have to cut your grass in the house before she could buy the suit and shoes?
"	8
Jerry raises chickens. Red hens lay 3 eggs a day and broilers lay 5 eggs a day. Jerry lays 42 eggs a day. If there are more broilers than broilers, how many broilers does Jerry have?	4	7	"Answer only and the answer should only contain integers. 
Jerry raises chickens. Red hens lay 3 eggs a day and broilers lay 5 eggs a day. Jerry lays 42 eggs a day. If there are more broilers than broilers, how many broilers does Jerry have?
"	7
Gary likes to stroll along a curved park that resembles a soccer field, stretching one and a half clubs and playing 6 of them. If he does 3 clubs an hour, how many hours does it take him to do that?	5	9	"Answer only and the answer should only contain integers. 
Gary likes to stroll along a curved park that resembles a soccer field, stretching one and a half clubs and playing 6 of them. If he does 3 clubs an hour, how many hours does it take him to do that?
"	9
At the same store, Sloane counted 100 customers on the first day. The next day, he counted 50 more than the previous day. If the total number of customers from the first to the third day was 500, how many customers did he count on the third day?	250	300.	"Answer only and the answer should only contain integers. 
At the same store, Sloane counted 100 customers on the first day. The next day, he counted 50 more than the previous day. If the total number of customers from the first to the third day was 500, how many customers did he count on the third day?
"	300
Jerry has two swimming pools that discharge four gallons of water a minute. About four minutes ago, the larger pool had twice as much water as the smaller pool. Now it has four times as much. How much water was in the smaller pool?	8	8	"Answer only and the answer should only contain integers. 
Jerry has two swimming pools that discharge four gallons of water a minute. About four minutes ago, the larger pool had twice as much water as the smaller pool. Now it has four times as much. How much water was in the smaller pool?
"	8
Lori has to buy a pair of shoes that cost $320,000 and a matching pair of boots that cost $32,000. She works as a seamstress for $8.00 an hour. How many hours does she have to work to buy these things?	44	8000	"Answer only and the answer should only contain integers. 
Lori has to buy a pair of shoes that cost $320,000 and a matching pair of boots that cost $32,000. She works as a seamstress for $8.00 an hour. How many hours does she have to work to buy these things?
"	8000
Janeth borrowed $2,000 and agreed to pay 10 percent interest on the loan. If she borrowed $165 a month for 12 months, how much would she have to pay between now and then?	220	540	"Answer only and the answer should only contain integers. 
Janeth borrowed $2,000 and agreed to pay 10 percent interest on the loan. If she borrowed $165 a month for 12 months, how much would she have to pay between now and then?
"	540
How many flowers are in a single cluster, with 4 red petals and 7 times as many dahlias?	15	7 times 4 is 28.	"Answer only and the answer should only contain integers. 
How many flowers are in a single cluster, with 4 red petals and 7 times as many dahlias?
"	28
Add the ages of these three people together over the next three years when Harriet is now 21 years old.	45	94	"Answer only and the answer should only contain integers. 
Add the ages of these three people together over the next three years when Harriet is now 21 years old.
"	94
Four students scored 251 points in a game. Naomi scored 68. Yuri scored 10 points higher than Naomi's average, and Brianna scored 17 points higher than Naomi's.	54	69 87 100	"Answer only and the answer should only contain integers. 
Four students scored 251 points in a game. Naomi scored 68. Yuri scored 10 points higher than Naomi's average, and Brianna scored 17 points higher than Naomi's.
"	6987100
It took Carmen 10 minutes to complete a crossword puzzle and 5 minutes to complete a shuffleboard game. She had 3 shuffleboards and 8 shuffleboards. How many trips did she spend on these games?	70	14	"Answer only and the answer should only contain integers. 
It took Carmen 10 minutes to complete a crossword puzzle and 5 minutes to complete a shuffleboard game. She had 3 shuffleboards and 8 shuffleboards. How many trips did she spend on these games?
"	14
One container holds 120 liters of water. Celine used 90 liters of water to wash her baby's hand, and she ended up with twice as much rainfall as the container holds. How much water is in the container now?	90	20	"Answer only and the answer should only contain integers. 
One container holds 120 liters of water. Celine used 90 liters of water to wash her baby's hand, and she ended up with twice as much rainfall as the container holds. How much water is in the container now?
"	20
Andy planted a 90-foot geranium and a 40-foot geranium with fewer petunias. How many flowers did he plant?	140	2	"Answer only and the answer should only contain integers. 
Andy planted a 90-foot geranium and a 40-foot geranium with fewer petunias. How many flowers did he plant?
"	2
One company spent $15,000 on advertising one year, then spent a third of that $15,000 on advertising the following year.	20000	3000	"Answer only and the answer should only contain integers. 
One company spent $15,000 on advertising one year, then spent a third of that $15,000 on advertising the following year.
"	3000
Carlos rents a boat for $30 an hour and Benji rents a motorboat for $18 an hour. If Carlos rents his boat for 3 hours and Benji for 5 hours, how much do they owe?	180	54	"Answer only and the answer should only contain integers. 
Carlos rents a boat for $30 an hour and Benji rents a motorboat for $18 an hour. If Carlos rents his boat for 3 hours and Benji for 5 hours, how much do they owe?
"	54
If Andre planned to travel by bus from New Jersey to Rochester and back, it would take him six days by bus - or half that time if he chose to travel by car.	9	3.	"Answer only and the answer should only contain integers. 
If Andre planned to travel by bus from New Jersey to Rochester and back, it would take him six days by bus - or half that time if he chose to travel by car.
"	3
James counted his Pokemon cards. There were 30 fire cards, 20 focus cards, and 40 water cards. If he lost 8 focus cards and bought 14 focus cards, how could the random card be water?	33	8 20 40 14 30 44 1 40 41	"Answer only and the answer should only contain integers. 
James counted his Pokemon cards. There were 30 fire cards, 20 focus cards, and 40 water cards. If he lost 8 focus cards and bought 14 focus cards, how could the random card be water?
"	8204014304414041
At his lunch, Chad asked for a Burrito for his birthday. The Burrito cost $6.50. He asked for $2.00 worth of meat, $1.00 worth of cheese, $1.00 worth of pie, and $2.25 worth of broken noodles. He made the first choice of spending $3.00 more, which would give him a chance to win some extra cash and booze. He had a $5.00 gift card that he had used at the store. How much money was left to pay?	9	7.25	"Answer only and the answer should only contain integers. 
At his lunch, Chad asked for a Burrito for his birthday. The Burrito cost $6.50. He asked for $2.00 worth of meat, $1.00 worth of cheese, $1.00 worth of pie, and $2.25 worth of broken noodles. He made the first choice of spending $3.00 more, which would give him a chance to win some extra cash and booze. He had a $5.00 gift card that he had used at the store. How much money was left to pay?
"	7
Kalinda and her mother try to complete a puzzle game with 360 tiles. Kalinda moves 4 tiles in a minute, and her mother moves half as many tiles in a minute. How long would it take them to complete the puzzle?	1	60 minutes.	"Answer only and the answer should only contain integers. 
Kalinda and her mother try to complete a puzzle game with 360 tiles. Kalinda moves 4 tiles in a minute, and her mother moves half as many tiles in a minute. How long would it take them to complete the puzzle?
"	60
Ashlyn went to the farm two months later and found that 30% of the eggs were ready to be eaten and she rejected them. When she returned two weeks later, she gathered the remaining 3/4 of the eggs ready and rejected them. How many eggs hadn't been eaten after those two weeks?	21	69.	"Answer only and the answer should only contain integers. 
Ashlyn went to the farm two months later and found that 30% of the eggs were ready to be eaten and she rejected them. When she returned two weeks later, she gathered the remaining 3/4 of the eggs ready and rejected them. How many eggs hadn't been eaten after those two weeks?
"	69
Marc bought 12 cars for his company, each of which sold for $20,000. He paid a 10% tax on the cars, then paid an additional $1,000 to register each one. How much did he spend on them all?	276000	$252000	"Answer only and the answer should only contain integers. 
Marc bought 12 cars for his company, each of which sold for $20,000. He paid a 10% tax on the cars, then paid an additional $1,000 to register each one. How much did he spend on them all?
"	252000
Kylie and Robert also helped raise dolphins on the beach. Kylie raised 5 dolphins more than Robert's 20 on Tuesday.	50	25	"Answer only and the answer should only contain integers. 
Kylie and Robert also helped raise dolphins on the beach. Kylie raised 5 dolphins more than Robert's 20 on Tuesday.
"	25
On Tuesday, Kylie collected twice as much as she did on Monday. How much did Kylie collect on Tuesday?	75	42.	"Answer only and the answer should only contain integers. 
On Tuesday, Kylie collected twice as much as she did on Monday. How much did Kylie collect on Tuesday?
"	42
A third of the stars were burned up, a third were thrown into the sea, and a third were thrown into the air. A third were burned up,	12	3	"Answer only and the answer should only contain integers. 
A third of the stars were burned up, a third were thrown into the sea, and a third were thrown into the air. A third were burned up,
"	3
Steve decided that he would now eat more tomatoes and would plant his own garden. He ate twice as many tomatoes as his girlfriend, who ate six a day. If one tomato tree produced three tomatoes in a jar, how many tomatoes would it produce?	21	18.	"Answer only and the answer should only contain integers. 
Steve decided that he would now eat more tomatoes and would plant his own garden. He ate twice as many tomatoes as his girlfriend, who ate six a day. If one tomato tree produced three tomatoes in a jar, how many tomatoes would it produce?
"	18
He has 20 friends, and John wants to make sure that everyone gets a share. 4. If only 8-piece sets are sold, how many sets should John buy?	10	8	"Answer only and the answer should only contain integers. 
He has 20 friends, and John wants to make sure that everyone gets a share. 4. If only 8-piece sets are sold, how many sets should John buy?
"	8
Ram used a number of pencils. He figured out that he could save money by combining five empty pencils to make one whole pencil. If he bought 25 pencils to make new pencils, how many pencils would he use?	31	5.	"Answer only and the answer should only contain integers. 
Ram used a number of pencils. He figured out that he could save money by combining five empty pencils to make one whole pencil. If he bought 25 pencils to make new pencils, how many pencils would he use?
"	5
Johnny took his $20 allowance, added an additional $10, and then deposited this amount in a trust, which tripled in value within a year.	90	36	"Answer only and the answer should only contain integers. 
Johnny took his $20 allowance, added an additional $10, and then deposited this amount in a trust, which tripled in value within a year.
"	36
Jeanne was two years older than Mary, and Jessa was five years older. If Jessa was 20 years old, how old would she have been when the ages of the three girls were added together?	68	7	"Answer only and the answer should only contain integers. 
Jeanne was two years older than Mary, and Jessa was five years older. If Jessa was 20 years old, how old would she have been when the ages of the three girls were added together?
"	7
