question	answer	command_r	prompt	verbalized
John atwala embwa ey'okulunda. Atwala embwa ew'omuntu ayonja ebisolo, n'amuggyako $100.  Ayonja ebisolo amusalirako ebitundu 30% olw'okubeera nti kasitoma mupya. Okuyonja embwa kumalawo ssente mmeka?	70	50	"Answer only and the answer should only contain integers. 
John atwala embwa ey'okulunda. Atwala embwa ew'omuntu ayonja ebisolo, n'amuggyako $100.  Ayonja ebisolo amusalirako ebitundu 30% olw'okubeera nti kasitoma mupya. Okuyonja embwa kumalawo ssente mmeka?
"	50
Abawala ababiri buli omu yafuna 1/6 ekya liita 24 ez'amazzi. Ate omulenzi n'afuna liita 6 ez'amazzi. Waasigalawo liita z'amazzi mmeka?	10	48	"Answer only and the answer should only contain integers. 
Abawala ababiri buli omu yafuna 1/6 ekya liita 24 ez'amazzi. Ate omulenzi n'afuna liita 6 ez'amazzi. Waasigalawo liita z'amazzi mmeka?
"	48
Charlie talina bu sitiika 10. Yagula sitiika 21 mu dduuka eryomu kizimbe ky'ebyobusuubuzi ekinene n'aba ne sitiika 23 ez'okutimba ku kabaga ke ak'amazaalibwa. Oluvannyuma Charlie n'awaako mwannyina sitiika 9 n'akozesa sitiika 28 okukola kkaadi eramusa. Sitiika mmeka Charlie z'asigazaawo?	17	59	"Answer only and the answer should only contain integers. 
Charlie talina bu sitiika 10. Yagula sitiika 21 mu dduuka eryomu kizimbe ky'ebyobusuubuzi ekinene n'aba ne sitiika 23 ez'okutimba ku kabaga ke ak'amazaalibwa. Oluvannyuma Charlie n'awaako mwannyina sitiika 9 n'akozesa sitiika 28 okukola kkaadi eramusa. Sitiika mmeka Charlie z'asigazaawo?
"	59
Grace azitowa paawundi 125. Alex obuzito bwe buli wansi w'obwa Grace emirundi 2 ng'okubisizzaamu emirundi 4 mu bwa Gace. Obuzito bwabwe bombi bwenkana ki mu paawundi?	623	250	"Answer only and the answer should only contain integers. 
Grace azitowa paawundi 125. Alex obuzito bwe buli wansi w'obwa Grace emirundi 2 ng'okubisizzaamu emirundi 4 mu bwa Gace. Obuzito bwabwe bombi bwenkana ki mu paawundi?
"	250
Dan asimba ensiko 3 ez'ebimuli bya rose. Buli kasiko kalimu ebimuli bya rose 25. Buli kimuli kya rose kiriko amaggwa 8. Ebimuli byonna biriko amaggwa ameka?	600	67	"Answer only and the answer should only contain integers. 
Dan asimba ensiko 3 ez'ebimuli bya rose. Buli kasiko kalimu ebimuli bya rose 25. Buli kimuli kya rose kiriko amaggwa 8. Ebimuli byonna biriko amaggwa ameka?
"	67
Ttiimu y'omupiira yazannya emizannyo 22. Baawangula emizannyo 8 okusinga ku gye baawangulwa.. Baawangula emipiira emeka?	15	8	"Answer only and the answer should only contain integers. 
Ttiimu y'omupiira yazannya emizannyo 22. Baawangula emizannyo 8 okusinga ku gye baawangulwa.. Baawangula emipiira emeka?
"	8
Geneatunga atunga ekikunta ekibikka ku buliri ng'akozesa essaati enkadde ez'ekijjukizo. Alina essaati emu okuva mu buli gy'abaddenga agenda okwewummuzaako. Buli ssaati erina ekipaapi kyayo ku kikunta kino. Buli lukuubo lukolebwa essaati oz'emyaka egy'enjawulo gy'abaddenga agenda okwewummuzaamu. Agenda ku kwewummuzaamu kwa mirundi 4 buli mwaka era abaddenga agendayo okuva nga wa mwaka 23 egy'obukulu. Kati wa myaka 34. Alina obubinja bw'essaati bumeka omugatte?	44	23	"Answer only and the answer should only contain integers. 
Geneatunga atunga ekikunta ekibikka ku buliri ng'akozesa essaati enkadde ez'ekijjukizo. Alina essaati emu okuva mu buli gy'abaddenga agenda okwewummuzaako. Buli ssaati erina ekipaapi kyayo ku kikunta kino. Buli lukuubo lukolebwa essaati oz'emyaka egy'enjawulo gy'abaddenga agenda okwewummuzaamu. Agenda ku kwewummuzaamu kwa mirundi 4 buli mwaka era abaddenga agendayo okuva nga wa mwaka 23 egy'obukulu. Kati wa myaka 34. Alina obubinja bw'essaati bumeka omugatte?
"	23
Greg alina akade ke yategeka okuvuganga emirundi esatu buli lunaku okumujjukiza. akade bwe kaggwaako, kasigala kavuga okutuusa Greg lw'akaggyako. Omulundi gwe kaasoose okuvaako leero, kaavuze emirundi ena. Omulundi ogwokubiri kaavuddeko nga kavuze emirundi egikubisaamu emirundi esatu gya kaavuze mu gwasoose. Omulundi ogwokusatu kaavuze kitundu ky'emirundi gye kaavuze mu gwokubiri. Akade kaavuze emirundi emeka omugatte?	22	2	"Answer only and the answer should only contain integers. 
Greg alina akade ke yategeka okuvuganga emirundi esatu buli lunaku okumujjukiza. akade bwe kaggwaako, kasigala kavuga okutuusa Greg lw'akaggyako. Omulundi gwe kaasoose okuvaako leero, kaavuze emirundi ena. Omulundi ogwokubiri kaavuddeko nga kavuze emirundi egikubisaamu emirundi esatu gya kaavuze mu gwasoose. Omulundi ogwokusatu kaavuze kitundu ky'emirundi gye kaavuze mu gwokubiri. Akade kaavuze emirundi emeka omugatte?
"	2
Kkampuni esasula abakozi baayo $600 buli mwezi. Kkampuni erina enkola ey'okwongeza emisaala gya buli mukozi ebitundu 10% ku musaala ogusooka buli mwaka eri abakozi abamaze mu kkampuni emyaka etaano. Sylvie bw'aba yaakaweza emyaka 5 mu kkampuni mu Gwekkumineebiri ogwaggwa, afuna omusaala gwa mmeka buli mwaka oluvannyuma lw'emyaka emirala esatu ng'akolayo?	9360	2	"Answer only and the answer should only contain integers. 
Kkampuni esasula abakozi baayo $600 buli mwezi. Kkampuni erina enkola ey'okwongeza emisaala gya buli mukozi ebitundu 10% ku musaala ogusooka buli mwaka eri abakozi abamaze mu kkampuni emyaka etaano. Sylvie bw'aba yaakaweza emyaka 5 mu kkampuni mu Gwekkumineebiri ogwaggwa, afuna omusaala gwa mmeka buli mwaka oluvannyuma lw'emyaka emirala esatu ng'akolayo?
"	2
Oluyimba lwa Marilyn olwasooka lwatunda kkopi ezikubisaamu olwa Harald emirundi 10. Bombi bwe baba baatunda kkopi 88,000 omugatte, Harald yatunda kkopi mmeka?	8000	11	"Answer only and the answer should only contain integers. 
Oluyimba lwa Marilyn olwasooka lwatunda kkopi ezikubisaamu olwa Harald emirundi 10. Bombi bwe baba baatunda kkopi 88,000 omugatte, Harald yatunda kkopi mmeka?
"	11
Christinaateekateeka akabaka k'amazaalibwaera yeetaaga obusawo bw'ebirabo 75 obw'okuwa buli mugenyi omuyite, kubanga abanaagwetabako ebitundu 1/4 tebajja. Yayita mikwano gye 16. Buli kasawo ka birabo ka $2. Anaasaasaanya ssente mmeka?	24	24	"Answer only and the answer should only contain integers. 
Christinaateekateeka akabaka k'amazaalibwaera yeetaaga obusawo bw'ebirabo 75 obw'okuwa buli mugenyi omuyite, kubanga abanaagwetabako ebitundu 1/4 tebajja. Yayita mikwano gye 16. Buli kasawo ka birabo ka $2. Anaasaasaanya ssente mmeka?
"	24
Ted owa T-Rex yali ategese okutwala kacumbaali w'obummonde ku kijjulo kya dinosaur picnic. Akimanyi nti buli muntu omukulu wa kulya paawundi 10 eza kacunmbaali w'obummonde ate buli mwana alye amakkati g'ekigero eky'omukulu. Bwe kiba nga wa kubaayo abantu abakulu 20 n'abaana 5 ku kijjulo, paawundi mmeka eza kacumbaali w'obummonde, Ted ze yeetaaga okuleeta ku kijjulo bw'aba asuubira okugabula buli omu?	225	55	"Answer only and the answer should only contain integers. 
Ted owa T-Rex yali ategese okutwala kacumbaali w'obummonde ku kijjulo kya dinosaur picnic. Akimanyi nti buli muntu omukulu wa kulya paawundi 10 eza kacunmbaali w'obummonde ate buli mwana alye amakkati g'ekigero eky'omukulu. Bwe kiba nga wa kubaayo abantu abakulu 20 n'abaana 5 ku kijjulo, paawundi mmeka eza kacumbaali w'obummonde, Ted ze yeetaaga okuleeta ku kijjulo bw'aba asuubira okugabula buli omu?
"	55
Jan alina ebisolo by'omu nju ebikubisaamu ebya Marcia emirundi esatu. Marcia alina ebisolo 2 okusinga ku bya Cindy. Cindy bw'aba alina ebisolo bina, abasatu bano balina ebisolo bimeka omugatte?	28	4	"Answer only and the answer should only contain integers. 
Jan alina ebisolo by'omu nju ebikubisaamu ebya Marcia emirundi esatu. Marcia alina ebisolo 2 okusinga ku bya Cindy. Cindy bw'aba alina ebisolo bina, abasatu bano balina ebisolo bimeka omugatte?
"	4
Emily alina abaana 4 okuli Amy, Jackson, Corey, ne James. Amy asinga ku Jackson emyaka 5 ate nga Corey amusinga emyaka 2. James bw'aba alina emyaka 10, nga Corey  amusinga omwaka 1, Jackson wa myaka emeka?	4	6	"Answer only and the answer should only contain integers. 
Emily alina abaana 4 okuli Amy, Jackson, Corey, ne James. Amy asinga ku Jackson emyaka 5 ate nga Corey amusinga emyaka 2. James bw'aba alina emyaka 10, nga Corey  amusinga omwaka 1, Jackson wa myaka emeka?
"	6
Lee yasobolanga okudduka n'abuuka obulippo bwa mmita 400 mu bwangu obukubisaamu obwa Gerald emirundi 2. Naye Gerald yakyusa endya ye, ne kyongera ku bwangu bwe ku bitundu 10%.Singa Lee aba asobola okudduka obulippo bwa mmita 400 mu butikitiki 38, Gerald asobola kukozesa bwangu ki okuva lwe yakyusa endya okudduka obulippo bwe bumu mu butikitiki?	36	348	"Answer only and the answer should only contain integers. 
Lee yasobolanga okudduka n'abuuka obulippo bwa mmita 400 mu bwangu obukubisaamu obwa Gerald emirundi 2. Naye Gerald yakyusa endya ye, ne kyongera ku bwangu bwe ku bitundu 10%.Singa Lee aba asobola okudduka obulippo bwa mmita 400 mu butikitiki 38, Gerald asobola kukozesa bwangu ki okuva lwe yakyusa endya okudduka obulippo bwe bumu mu butikitiki?
"	348
Ku miriraano, omuwendo gw'obumyu gusingibwako 12 ku bw'omugatte ogwa kkapa n'embwa. Bwe kiba nti buli awali kkapa 2 waliwo embwa 1, ng'omuwendo gw'embwa guli 60, ebisolo ebirundibwa awaka biri bimeka ku miriraano?	348	6	"Answer only and the answer should only contain integers. 
Ku miriraano, omuwendo gw'obumyu gusingibwako 12 ku bw'omugatte ogwa kkapa n'embwa. Bwe kiba nti buli awali kkapa 2 waliwo embwa 1, ng'omuwendo gw'embwa guli 60, ebisolo ebirundibwa awaka biri bimeka ku miriraano?
"	6
Ku bayizi 200 ab'eddaala eryokutaano, 2/5 balenzi ate 2/3 ku bawala bali mu kibiina ky'abawala eky'abasikawutu. Abawala bameka abatali mu kibiina ky'abawala eky'abasikawutu?	40	400	"Answer only and the answer should only contain integers. 
Ku bayizi 200 ab'eddaala eryokutaano, 2/5 balenzi ate 2/3 ku bawala bali mu kibiina ky'abawala eky'abasikawutu. Abawala bameka abatali mu kibiina ky'abawala eky'abasikawutu?
"	400
Harry yeebase essaawa 9 ekiro ekyayise. Mukwano gwe James yeebakidde ebbanga lya bitundu 2/3 ku Harry ze yeebakidde. Harry yeebakidde essaawa mmeka ezisukka mu za James?	3	4	"Answer only and the answer should only contain integers. 
Harry yeebase essaawa 9 ekiro ekyayise. Mukwano gwe James yeebakidde ebbanga lya bitundu 2/3 ku Harry ze yeebakidde. Harry yeebakidde essaawa mmeka ezisukka mu za James?
"	4
Freda bw'afumba ennyaanya z'omu mikebe ng'azikolamu enva, zikendeera ne wasigalawo kitundu ku bungi bwazo. Buli mukebe gwa nnyaanya gw'akozesa gulimu ennyaanya ssatu. Enva z'ennyaanya Freda ze yasemba okukola zaaweza obungi bwa ounce 32 ez'enva. Ennyaanya mmeka Freda ze yakozesa?	12	48	"Answer only and the answer should only contain integers. 
Freda bw'afumba ennyaanya z'omu mikebe ng'azikolamu enva, zikendeera ne wasigalawo kitundu ku bungi bwazo. Buli mukebe gwa nnyaanya gw'akozesa gulimu ennyaanya ssatu. Enva z'ennyaanya Freda ze yasemba okukola zaaweza obungi bwa ounce 32 ez'enva. Ennyaanya mmeka Freda ze yakozesa?
"	48
Emmotoka zisimbye ku luguudo olunene. Ezimu ku mmotoka ziyitamu mu ddakiika 15 ezisooka ez'akalippagano k'ebidduka, oluvsnnyums emmotoka endala 20 ne ziyitamu mu ddakiika z'akalippagano k'ebidduka 15 ezisigadde. Emmotoka 5ziva mu lunyiriri n'ekigendererwa eky'obutayita mu kalippagano ka bidduka. Singa ku ntandikwa zaali emmotoka 30 mu kkubo lino, emmotoka mmeka ezaayita mu kalippagano k'ebidduka mu ddakiika 15 ezaasooka?	5	25	"Answer only and the answer should only contain integers. 
Emmotoka zisimbye ku luguudo olunene. Ezimu ku mmotoka ziyitamu mu ddakiika 15 ezisooka ez'akalippagano k'ebidduka, oluvsnnyums emmotoka endala 20 ne ziyitamu mu ddakiika z'akalippagano k'ebidduka 15 ezisigadde. Emmotoka 5ziva mu lunyiriri n'ekigendererwa eky'obutayita mu kalippagano ka bidduka. Singa ku ntandikwa zaali emmotoka 30 mu kkubo lino, emmotoka mmeka ezaayita mu kalippagano k'ebidduka mu ddakiika 15 ezaasooka?
"	25
Mary ayagala nnyo okulima. Eggulo yafunye ebimera ebiggya 18 nga bisabikiddwa mu mikebe okuva mu mmerezo ye gy'asinga okwagala. Alina ebimera by'omu mikebe bye yasimba edda 2 ku buli ddirisa lye ku ago 40 agali ku nnyumba ye ennene ey'omu kyalo. Olw'okuwulira ng'ayagala okugaba, asazeewo okugabako ekimera 1 okuva ku buli ddirisa abiwe mikwano gye n'aba famire enkya. Mary anaasigaza ebimera by'omu mikebe bimeka?	58	22	"Answer only and the answer should only contain integers. 
Mary ayagala nnyo okulima. Eggulo yafunye ebimera ebiggya 18 nga bisabikiddwa mu mikebe okuva mu mmerezo ye gy'asinga okwagala. Alina ebimera by'omu mikebe bye yasimba edda 2 ku buli ddirisa lye ku ago 40 agali ku nnyumba ye ennene ey'omu kyalo. Olw'okuwulira ng'ayagala okugaba, asazeewo okugabako ekimera 1 okuva ku buli ddirisa abiwe mikwano gye n'aba famire enkya. Mary anaasigaza ebimera by'omu mikebe bimeka?
"	22
Jerome yakyalirwa mikwano gye 4 egyajja okumukyaalira olunaku olumu. Mukwano gwe asooka yanyiga akade k'oku luggi emirundi 20 nga Jerome tannaggulawo, yanyiga akade k'oku luggi emirundi 1/4 egisukka mu egyo mukwano gwe eyasooka gye yakanyiga. Mukwano gwe owookusatu yanyika akade k'okuluggi emirundi egisinga ku gy'owookuna emirundi 10. Singa mukwano gwe owookuna aba yanyiga akade k'okuluggi emirundi 60, oemirundi emeka akade k'oku luggi gye kaavuga?	175	64	"Answer only and the answer should only contain integers. 
Jerome yakyalirwa mikwano gye 4 egyajja okumukyaalira olunaku olumu. Mukwano gwe asooka yanyiga akade k'oku luggi emirundi 20 nga Jerome tannaggulawo, yanyiga akade k'oku luggi emirundi 1/4 egisukka mu egyo mukwano gwe eyasooka gye yakanyiga. Mukwano gwe owookusatu yanyika akade k'okuluggi emirundi egisinga ku gy'owookuna emirundi 10. Singa mukwano gwe owookuna aba yanyiga akade k'okuluggi emirundi 60, oemirundi emeka akade k'oku luggi gye kaavuga?
"	64
Soloalinna okusoma emiko 4 mu katabo ke aka ssaayansi, emiko 20 mu katabo ke aka Social Studies, emiko 7 mu katabo ke aka History n'emiko 8 mu katabo ke aka Geography. Ku Mmande, Solo yasoma emiko 15. Bw'aba alina ennaku endala 4 okusoma amaleyo, buli lunaku alina empapula mmeka ez'imuwendo gwa wakati z'alina okusoma mu lunaku?	6	65	"Answer only and the answer should only contain integers. 
Soloalinna okusoma emiko 4 mu katabo ke aka ssaayansi, emiko 20 mu katabo ke aka Social Studies, emiko 7 mu katabo ke aka History n'emiko 8 mu katabo ke aka Geography. Ku Mmande, Solo yasoma emiko 15. Bw'aba alina ennaku endala 4 okusoma amaleyo, buli lunaku alina empapula mmeka ez'imuwendo gwa wakati z'alina okusoma mu lunaku?
"	65
John ayagala okunywa eggiraasi y'amazzi ku kyenkya, ekyemisana n'ekyeggulo.  Anywayo n'endala emu nga tannaba kugenda mu buliri. John kino akikola buli lunaku mu nnaku enjereere kyokka ku wiikendi awummulamu n'alya kyaggulo ng'anywerako sooda. Eggiraasi z'amazzi mmeka John z'anywa mu wiiki?	26	4	"Answer only and the answer should only contain integers. 
John ayagala okunywa eggiraasi y'amazzi ku kyenkya, ekyemisana n'ekyeggulo.  Anywayo n'endala emu nga tannaba kugenda mu buliri. John kino akikola buli lunaku mu nnaku enjereere kyokka ku wiikendi awummulamu n'alya kyaggulo ng'anywerako sooda. Eggiraasi z'amazzi mmeka John z'anywa mu wiiki?
"	4
Olufu olw'oku nnyanja olw'amaanyi lulumba okuva ku ssemayanja okugwa mu kibuga. Mu buli ddakiika 10 lugwa ku mmayiro 3 ez'ekibuga. Ekibuga bwe kiba kya mmayiro 42 okuva ssemayanja w'akoma okutuusa gye kikoma, kinaatwala eddakiika mmeka olufu olw'amaanyi okubikka ekibuga kyonna?	140	4	"Answer only and the answer should only contain integers. 
Olufu olw'oku nnyanja olw'amaanyi lulumba okuva ku ssemayanja okugwa mu kibuga. Mu buli ddakiika 10 lugwa ku mmayiro 3 ez'ekibuga. Ekibuga bwe kiba kya mmayiro 42 okuva ssemayanja w'akoma okutuusa gye kikoma, kinaatwala eddakiika mmeka olufu olw'amaanyi okubikka ekibuga kyonna?
"	4
Poppy apanga akakunizo ka butundutundu 1000. Ateeka obutundutundu bwa 1/4 ku bboodi, ate maama we n'ateekako ebitundu kimu kyakusatu ku butundu obwali busigaddewo. waasigalawo obutundutundu bw'akakunizo bumeka obw'okupanga?	500	400	"Answer only and the answer should only contain integers. 
Poppy apanga akakunizo ka butundutundu 1000. Ateeka obutundutundu bwa 1/4 ku bboodi, ate maama we n'ateekako ebitundu kimu kyakusatu ku butundu obwali busigaddewo. waasigalawo obutundutundu bw'akakunizo bumeka obw'okupanga?
"	400
Cody cookie z'alya zikubisaamu eza Amir emirundi 3. Singa Amir alya cookie 5, bombi balya cookie mmeka omugatte?	20	6	"Answer only and the answer should only contain integers. 
Cody cookie z'alya zikubisaamu eza Amir emirundi 3. Singa Amir alya cookie 5, bombi balya cookie mmeka omugatte?
"	6
John alina ebibookis 3.  Buli bbookisi erira yinci  5, 6 n'e yinci 4.  ebisenge byabyo birina omubiri gwa yinci 1. Omugatte gw'obugazi bwa bbookisi zonna 3 guli ki?	72	3	"Answer only and the answer should only contain integers. 
John alina ebibookis 3.  Buli bbookisi erira yinci  5, 6 n'e yinci 4.  ebisenge byabyo birina omubiri gwa yinci 1. Omugatte gw'obugazi bwa bbookisi zonna 3 guli ki?
"	3
Frankie alaba TV buli lw'amala okujjuza ebibuuzo ebimuweebwa ku ssomero abijjulize awaka buli kiro. Ku Mmande nn'Olwokubiri, yalaba akatundu kamu aka puloogulaamu ye gy'ayagala ennyo ey'essaawa 1 buli kiro. Ku Lwokusatu yalabayo obutundu butonotono nga buli kamu ka ddakiika 30. Ku Lwokuna yamaliriza mangu okujjuza ebibuuzo ebyamuweebwa ku ssomero okubijjuliza awaka, n'alaba akatundu ak'essaawa 1 ne pulogulaamu ey'eddakiika 30. Ku Lwokutaano yalwawo olwa wiikendi n'alaba obutundu bubiri nga buli kamu ka ssaawa 1. Bw'aba yalaba TV okumala essaawa 7 mu nnaku zonna, yalaba obutundu obw'eddakiika 30 bumeka klu Lwokusatu?	3	2	"Answer only and the answer should only contain integers. 
Frankie alaba TV buli lw'amala okujjuza ebibuuzo ebimuweebwa ku ssomero abijjulize awaka buli kiro. Ku Mmande nn'Olwokubiri, yalaba akatundu kamu aka puloogulaamu ye gy'ayagala ennyo ey'essaawa 1 buli kiro. Ku Lwokusatu yalabayo obutundu butonotono nga buli kamu ka ddakiika 30. Ku Lwokuna yamaliriza mangu okujjuza ebibuuzo ebyamuweebwa ku ssomero okubijjuliza awaka, n'alaba akatundu ak'essaawa 1 ne pulogulaamu ey'eddakiika 30. Ku Lwokutaano yalwawo olwa wiikendi n'alaba obutundu bubiri nga buli kamu ka ssaawa 1. Bw'aba yalaba TV okumala essaawa 7 mu nnaku zonna, yalaba obutundu obw'eddakiika 30 bumeka klu Lwokusatu?
"	2
Henry akola cookie mu mpaka z'okufumba ez'omu kitundu mw'abeera. Ayagala akole ezikubisaamu emirundi ebiri mu ezo ze yakola omwaka oguwedde. Bw'amaliriza okufumba, akizuula nti ayisizzaamu cookie 15 mu ezo ze yali ayagala okufumba. Cookie 5 zimugwako ng'aziwummuza wansi okuwola, era kati alinawo cookie 110. Henry yafumba cookie mmeka omwaka oguwedde?	50	2	"Answer only and the answer should only contain integers. 
Henry akola cookie mu mpaka z'okufumba ez'omu kitundu mw'abeera. Ayagala akole ezikubisaamu emirundi ebiri mu ezo ze yakola omwaka oguwedde. Bw'amaliriza okufumba, akizuula nti ayisizzaamu cookie 15 mu ezo ze yali ayagala okufumba. Cookie 5 zimugwako ng'aziwummuza wansi okuwola, era kati alinawo cookie 110. Henry yafumba cookie mmeka omwaka oguwedde?
"	2
Ettundiro lya ggaasi limutunda ku $3.00 buli ggaloni.  App ya kkampuni oddiza $.20 ku buli ggaloni eri oyo yenna abeera ajjulizza ggaasi ku ttundiro lino. Omuntu ssinga agula ggaloni 10 eza ggaasi, gaasi we anaaba yenkana ki, ng'amaze okuddizibwa akasiimo?	28	70	"Answer only and the answer should only contain integers. 
Ettundiro lya ggaasi limutunda ku $3.00 buli ggaloni.  App ya kkampuni oddiza $.20 ku buli ggaloni eri oyo yenna abeera ajjulizza ggaasi ku ttundiro lino. Omuntu ssinga agula ggaloni 10 eza ggaasi, gaasi we anaaba yenkana ki, ng'amaze okuddizibwa akasiimo?
"	70
Marcell ne Beatrice bali mu mpaka ez'ani ayinza okusinga okulya emizingo gy'ebyokulya ebikoleddwa mu bibala egisinga obungi, kwe kusingulula emizingo gy'ebyokulya gyonna gye baali basobola. Eby'embi, omuntu omu n'akola ensobi nga Beatrice yaakalya emizingo gya bugazi 2 n'obuwanvu bwa mizingo 24 ate Marcell nga yaakalya obugazi bw'emizingo 3 n'obuwanvu bwa 14. Bwe kiba nga buli omu yalya ekigero kye, baalya ekigero ekya wakati kya mmeka?	45	60	"Answer only and the answer should only contain integers. 
Marcell ne Beatrice bali mu mpaka ez'ani ayinza okusinga okulya emizingo gy'ebyokulya ebikoleddwa mu bibala egisinga obungi, kwe kusingulula emizingo gy'ebyokulya gyonna gye baali basobola. Eby'embi, omuntu omu n'akola ensobi nga Beatrice yaakalya emizingo gya bugazi 2 n'obuwanvu bwa mizingo 24 ate Marcell nga yaakalya obugazi bw'emizingo 3 n'obuwanvu bwa 14. Bwe kiba nga buli omu yalya ekigero kye, baalya ekigero ekya wakati kya mmeka?
"	60
Eryato lya Julia lyafuna ekituli bwe yali ali ku nnyanja. Eryato lyali liyingiza liita bbiri ez'amazzi  mu buli ffuuti 10 ze yavuganga ng'adda ku lubalama. Kyamutwalira obutikitiki kkuminamukaaga okumalako ffuuti abiri. Olubalaba yali abuzaayo obutikitiki 64 okulutuukako. Eryato lyali linywedde amazzi ga liita mmeka Julia we yatuukira ku lubalama?	16	28	"Answer only and the answer should only contain integers. 
Eryato lya Julia lyafuna ekituli bwe yali ali ku nnyanja. Eryato lyali liyingiza liita bbiri ez'amazzi  mu buli ffuuti 10 ze yavuganga ng'adda ku lubalama. Kyamutwalira obutikitiki kkuminamukaaga okumalako ffuuti abiri. Olubalaba yali abuzaayo obutikitiki 64 okulutuukako. Eryato lyali linywedde amazzi ga liita mmeka Julia we yatuukira ku lubalama?
"	28
Ekibiina ekisomerwamu kirina olubaawo olweru olugabanyizibwamu abasomesa 4 abalukozesa nga basomesa. Buli musomesa asomesa emirundi 2 buli lunaku n'akozesa olubaawo olweru buli lusomesa. Olubaawo bwe luba nga lusiimuulwa emirundi 3 buli lwe wabaawo alukozesa ng'asomesa, olubaawo luno lusiimuulwa emirundi emeka mu lunaku?	24	2	"Answer only and the answer should only contain integers. 
Ekibiina ekisomerwamu kirina olubaawo olweru olugabanyizibwamu abasomesa 4 abalukozesa nga basomesa. Buli musomesa asomesa emirundi 2 buli lunaku n'akozesa olubaawo olweru buli lusomesa. Olubaawo bwe luba nga lusiimuulwa emirundi 3 buli lwe wabaawo alukozesa ng'asomesa, olubaawo luno lusiimuulwa emirundi emeka mu lunaku?
"	2
Ryan asimba ebimuli 2 mu nnimiro ye buli lunaku. Abaabeera n'ebimuli bimeka mu nnaku 15 bwe kiba nti yatwala ennaku 5 nga tasimbye?	25	20	"Answer only and the answer should only contain integers. 
Ryan asimba ebimuli 2 mu nnimiro ye buli lunaku. Abaabeera n'ebimuli bimeka mu nnaku 15 bwe kiba nti yatwala ennaku 5 nga tasimbye?
"	20
Essimu ya Janal esobola okutereka ebifaananyi ebikubisaamu emirundi 6 ku ebyo eya Brittany by'etereka. Emuwendo gw'ebifaananyi ogusingayo obunene essimu ya Brittany by'esobola okutereka gukubisaamu emirundi 50 ku ebyo eby'ebinyonyi ebiri mu ssimu ya Jamal bye yakuba embaata ku kkuumiro ly'ebisolo n'ebinyonyi. Essimu ya Jamal bw'eba esobola okutereka ebifaananyi 1800, ebifaananyi by'embaata bimeka ebisobola okubeera mu ssimu ya Jamal ku bifaananyi bye yakuba ku kkuumiro ly'ebisolo n'ebinyonyi?	6	540	"Answer only and the answer should only contain integers. 
Essimu ya Janal esobola okutereka ebifaananyi ebikubisaamu emirundi 6 ku ebyo eya Brittany by'etereka. Emuwendo gw'ebifaananyi ogusingayo obunene essimu ya Brittany by'esobola okutereka gukubisaamu emirundi 50 ku ebyo eby'ebinyonyi ebiri mu ssimu ya Jamal bye yakuba embaata ku kkuumiro ly'ebisolo n'ebinyonyi. Essimu ya Jamal bw'eba esobola okutereka ebifaananyi 1800, ebifaananyi by'embaata bimeka ebisobola okubeera mu ssimu ya Jamal ku bifaananyi bye yakuba ku kkuumiro ly'ebisolo n'ebinyonyi?
"	540
Sasha akizuula nti emiwendo gy'embaawo girinnye ebitundu 50% okuva ku gye yasemba okuzigulirako. Olw'okuba alina ze yafissaawo, asalawo okuzitunda.  Yasigazaawo embaawo kkumi eza  2 x 4 x 10 ze yagula $10 buli lumu. N'endala ttaano eza 4 x 4 x 10 ze yagula ku $16 buli lumu. Bw'azitunda zonna, akola amagoba ga ssente mmeka?	90	6	"Answer only and the answer should only contain integers. 
Sasha akizuula nti emiwendo gy'embaawo girinnye ebitundu 50% okuva ku gye yasemba okuzigulirako. Olw'okuba alina ze yafissaawo, asalawo okuzitunda.  Yasigazaawo embaawo kkumi eza  2 x 4 x 10 ze yagula $10 buli lumu. N'endala ttaano eza 4 x 4 x 10 ze yagula ku $16 buli lumu. Bw'azitunda zonna, akola amagoba ga ssente mmeka?
"	6
Katy akola caayi wa kaawa ng'ateeka eggiiko za sukaali 7 mu buli bikopo bya caayi 13. Bw'aba yakozesa ebikopo bya caayi 120, bala ozuule omuwendo gw'ebigiiko bya sukaali gwe yakozesa.  	42	20	"Answer only and the answer should only contain integers. 
Katy akola caayi wa kaawa ng'ateeka eggiiko za sukaali 7 mu buli bikopo bya caayi 13. Bw'aba yakozesa ebikopo bya caayi 120, bala ozuule omuwendo gw'ebigiiko bya sukaali gwe yakozesa.  
"	20
John agula emigogo gy'engatto 2 eri buli mwana we ku 3 b'alina. Buli mugogo gugula $60. Yasasula ssente mmeka? 	360	180	"Answer only and the answer should only contain integers. 
John agula emigogo gy'engatto 2 eri buli mwana we ku 3 b'alina. Buli mugogo gugula $60. Yasasula ssente mmeka? 
"	180
